Municipios;Distritos;Secciones;Indicadores demográficos;Periodo;Total
28079 Madrid;2807909 Madrid distrito 09;;Porcentaje de población de 65 y más años;2015;21,2
28079 Madrid;2807909 Madrid distrito 09;;Tamaño medio del hogar;2022;2,5
28079 Madrid;2807909 Madrid distrito 09;;Tamaño medio del hogar;2021;2,5
28079 Madrid;2807909 Madrid distrito 09;;Tamaño medio del hogar;2020;2,5
28079 Madrid;2807909 Madrid distrito 09;;Tamaño medio del hogar;2019;2,6
28079 Madrid;2807909 Madrid distrito 09;;Tamaño medio del hogar;2018;2,6
28079 Madrid;2807909 Madrid distrito 09;;Tamaño medio del hogar;2017;2,5
28079 Madrid;2807909 Madrid distrito 09;;Tamaño medio del hogar;2016;2,5
28079 Madrid;2807909 Madrid distrito 09;;Tamaño medio del hogar;2015;2,6
28079 Madrid;2807909 Madrid distrito 09;;Población;2022;119.061
28079 Madrid;2807909 Madrid distrito 09;;Población;2021;117.188
28079 Madrid;2807909 Madrid distrito 09;;Población;2020;117.074
28079 Madrid;2807909 Madrid distrito 09;;Población;2019;118.317
28079 Madrid;2807909 Madrid distrito 09;;Población;2018;116.367
28079 Madrid;2807909 Madrid distrito 09;;Población;2017;114.755
28079 Madrid;2807909 Madrid distrito 09;;Población;2016;113.340
28079 Madrid;2807909 Madrid distrito 09;;Población;2015;113.608
28079 Madrid;2807910 Madrid distrito 10;;Edad media de la población;2022;46,2
28079 Madrid;2807910 Madrid distrito 10;;Edad media de la población;2021;46,4
28079 Madrid;2807910 Madrid distrito 10;;Edad media de la población;2020;46,2
28079 Madrid;2807910 Madrid distrito 10;;Edad media de la población;2019;46,1
28079 Madrid;2807910 Madrid distrito 10;;Edad media de la población;2018;46,1
28079 Madrid;2807910 Madrid distrito 10;;Edad media de la población;2017;46,1
28079 Madrid;2807910 Madrid distrito 10;;Edad media de la población;2016;46,1
28079 Madrid;2807910 Madrid distrito 10;;Edad media de la población;2015;45,9
28079 Madrid;2807910 Madrid distrito 10;;Porcentaje de población menor de 18 años;2022;13,3
28079 Madrid;2807910 Madrid distrito 10;;Porcentaje de población menor de 18 años;2021;13,5
28079 Madrid;2807910 Madrid distrito 10;;Porcentaje de población menor de 18 años;2020;13,7
28079 Madrid;2807910 Madrid distrito 10;;Porcentaje de población menor de 18 años;2019;13,8
28079 Madrid;2807910 Madrid distrito 10;;Porcentaje de población menor de 18 años;2018;14,0
28079 Madrid;2807910 Madrid distrito 10;;Porcentaje de población menor de 18 años;2017;14,1
28079 Madrid;2807910 Madrid distrito 10;;Porcentaje de población menor de 18 años;2016;14,2
28079 Madrid;2807910 Madrid distrito 10;;Porcentaje de población menor de 18 años;2015;14,1
28079 Madrid;2807910 Madrid distrito 10;;Porcentaje de población de 65 y más años;2022;24,0
28079 Madrid;2807910 Madrid distrito 10;;Porcentaje de población de 65 y más años;2021;24,5
28079 Madrid;2807910 Madrid distrito 10;;Porcentaje de población de 65 y más años;2020;24,5
28079 Madrid;2807910 Madrid distrito 10;;Porcentaje de población de 65 y más años;2019;24,6
28079 Madrid;2807910 Madrid distrito 10;;Porcentaje de población de 65 y más años;2018;25,0
28079 Madrid;2807910 Madrid distrito 10;;Porcentaje de población de 65 y más años;2017;25,2
28079 Madrid;2807910 Madrid distrito 10;;Porcentaje de población de 65 y más años;2016;25,4
28079 Madrid;2807910 Madrid distrito 10;;Porcentaje de población de 65 y más años;2015;25,5
28079 Madrid;2807910 Madrid distrito 10;;Tamaño medio del hogar;2022;2,5
28079 Madrid;2807910 Madrid distrito 10;;Tamaño medio del hogar;2021;2,4
28079 Madrid;2807910 Madrid distrito 10;;Tamaño medio del hogar;2020;2,5
28079 Madrid;2807910 Madrid distrito 10;;Tamaño medio del hogar;2019;2,5
28079 Madrid;2807910 Madrid distrito 10;;Tamaño medio del hogar;2018;2,5
28079 Madrid;2807910 Madrid distrito 10;;Tamaño medio del hogar;2017;2,5
28079 Madrid;2807910 Madrid distrito 10;;Tamaño medio del hogar;2016;2,5
28079 Madrid;2807910 Madrid distrito 10;;Tamaño medio del hogar;2015;2,5
28079 Madrid;2807910 Madrid distrito 10;;Población;2022;238.756
28079 Madrid;2807910 Madrid distrito 10;;Población;2021;233.659
28079 Madrid;2807910 Madrid distrito 10;;Población;2020;235.347
28079 Madrid;2807910 Madrid distrito 10;;Población;2019;238.408
28079 Madrid;2807910 Madrid distrito 10;;Población;2018;235.357
28079 Madrid;2807910 Madrid distrito 10;;Población;2017;232.815
28079 Madrid;2807910 Madrid distrito 10;;Población;2016;230.933
28079 Madrid;2807910 Madrid distrito 10;;Población;2015;231.557
28079 Madrid;2807911 Madrid distrito 11;;Edad media de la población;2022;43,1
28079 Madrid;2807911 Madrid distrito 11;;Edad media de la población;2021;43,3
28079 Madrid;2807911 Madrid distrito 11;;Edad media de la población;2020;43,1
28079 Madrid;2807911 Madrid distrito 11;;Edad media de la población;2019;42,9
28079 Madrid;2807911 Madrid distrito 11;;Edad media de la población;2018;42,9
28079 Madrid;2807911 Madrid distrito 11;;Edad media de la población;2017;42,9
28079 Madrid;2807911 Madrid distrito 11;;Edad media de la población;2016;43,0
28079 Madrid;2807911 Madrid distrito 11;;Edad media de la población;2015;42,9
28079 Madrid;2807911 Madrid distrito 11;;Porcentaje de población menor de 18 años;2022;15,6
28079 Madrid;2807911 Madrid distrito 11;;Porcentaje de población menor de 18 años;2021;15,8
28079 Madrid;2807911 Madrid distrito 11;;Porcentaje de población menor de 18 años;2020;16,0
28079 Madrid;2807911 Madrid distrito 11;;Porcentaje de población menor de 18 años;2019;16,3
28079 Madrid;2807911 Madrid distrito 11;;Porcentaje de población menor de 18 años;2018;16,5
28079 Madrid;2807911 Madrid distrito 11;;Porcentaje de población menor de 18 años;2017;16,7
28079 Madrid;2807911 Madrid distrito 11;;Porcentaje de población menor de 18 años;2016;16,9
28079 Madrid;2807911 Madrid distrito 11;;Porcentaje de población menor de 18 años;2015;16,7
28079 Madrid;2807911 Madrid distrito 11;;Porcentaje de población de 65 y más años;2022;18,4
28079 Madrid;2807911 Madrid distrito 11;;Porcentaje de población de 65 y más años;2021;18,8
28079 Madrid;2807911 Madrid distrito 11;;Porcentaje de población de 65 y más años;2020;18,7
28079 Madrid;2807911 Madrid distrito 11;;Porcentaje de población de 65 y más años;2019;18,8
28079 Madrid;2807911 Madrid distrito 11;;Porcentaje de población de 65 y más años;2018;19,2
28079 Madrid;2807911 Madrid distrito 11;;Porcentaje de población de 65 y más años;2017;19,5
28079 Madrid;2807911 Madrid distrito 11;;Porcentaje de población de 65 y más años;2016;19,8
28079 Madrid;2807911 Madrid distrito 11;;Porcentaje de población de 65 y más años;2015;20,0
28079 Madrid;2807911 Madrid distrito 11;;Tamaño medio del hogar;2022;2,6
28079 Madrid;2807911 Madrid distrito 11;;Tamaño medio del hogar;2021;2,6
28079 Madrid;2807911 Madrid distrito 11;;Tamaño medio del hogar;2020;2,6
28079 Madrid;2807911 Madrid distrito 11;;Tamaño medio del hogar;2019;2,6
28079 Madrid;2807911 Madrid distrito 11;;Tamaño medio del hogar;2018;2,6
28079 Madrid;2807911 Madrid distrito 11;;Tamaño medio del hogar;2017;2,6
28079 Madrid;2807911 Madrid distrito 11;;Tamaño medio del hogar;2016;2,6
28079 Madrid;2807911 Madrid distrito 11;;Tamaño medio del hogar;2015;2,6
28079 Madrid;2807911 Madrid distrito 11;;Población;2022;257.304
28079 Madrid;2807911 Madrid distrito 11;;Población;2021;250.291
28079 Madrid;2807911 Madrid distrito 11;;Población;2020;251.746
28079 Madrid;2807911 Madrid distrito 11;;Población;2019;254.805
28079 Madrid;2807911 Madrid distrito 11;;Población;2018;248.602
28079 Madrid;2807911 Madrid distrito 11;;Población;2017;244.103
28079 Madrid;2807911 Madrid distrito 11;;Población;2016;239.807
28079 Madrid;2807911 Madrid distrito 11;;Población;2015;237.921
28079 Madrid;2807912 Madrid distrito 12;;Edad media de la población;2022;42,2
28079 Madrid;2807912 Madrid distrito 12;;Edad media de la población;2021;42,3
28079 Madrid;2807912 Madrid distrito 12;;Edad media de la población;2020;42,1
28079 Madrid;2807912 Madrid distrito 12;;Edad media de la población;2019;41,9
28079 Madrid;2807912 Madrid distrito 12;;Edad media de la población;2018;41,9
28079 Madrid;2807912 Madrid distrito 12;;Edad media de la población;2017;41,9
28079 Madrid;2807912 Madrid distrito 12;;Edad media de la población;2016;41,9
28079 Madrid;2807912 Madrid distrito 12;;Edad media de la población;2015;41,8
28079 Madrid;2807912 Madrid distrito 12;;Porcentaje de población menor de 18 años;2022;16,3
28079 Madrid;2807912 Madrid distrito 12;;Porcentaje de población menor de 18 años;2021;16,7
28079 Madrid;2807912 Madrid distrito 12;;Porcentaje de población menor de 18 años;2020;16,9
28079 Madrid;2807912 Madrid distrito 12;;Porcentaje de población menor de 18 años;2019;17,1
28079 Madrid;2807912 Madrid distrito 12;;Porcentaje de población menor de 18 años;2018;17,6
28079 Madrid;2807912 Madrid distrito 12;;Porcentaje de población menor de 18 años;2017;17,8
28079 Madrid;2807912 Madrid distrito 12;;Porcentaje de población menor de 18 años;2016;18,0
28079 Madrid;2807912 Madrid distrito 12;;Porcentaje de población menor de 18 años;2015;18,0
28079 Madrid;2807912 Madrid distrito 12;;Porcentaje de población de 65 y más años;2022;16,6
28079 Madrid;2807912 Madrid distrito 12;;Porcentaje de población de 65 y más años;2021;16,9
28079 Madrid;2807912 Madrid distrito 12;;Porcentaje de población de 65 y más años;2020;16,7
28079 Madrid;2807912 Madrid distrito 12;;Porcentaje de población de 65 y más años;2019;16,9
28079 Madrid;2807912 Madrid distrito 12;;Porcentaje de población de 65 y más años;2018;17,2
28079 Madrid;2807912 Madrid distrito 12;;Porcentaje de población de 65 y más años;2017;17,5
28079 Madrid;2807912 Madrid distrito 12;;Porcentaje de población de 65 y más años;2016;17,7
28079 Madrid;2807912 Madrid distrito 12;;Porcentaje de población de 65 y más años;2015;18,0
28079 Madrid;2807912 Madrid distrito 12;;Tamaño medio del hogar;2022;2,8
28079 Madrid;2807912 Madrid distrito 12;;Tamaño medio del hogar;2021;2,7
28079 Madrid;2807912 Madrid distrito 12;;Tamaño medio del hogar;2020;2,8
28079 Madrid;2807912 Madrid distrito 12;;Tamaño medio del hogar;2019;2,8
28079 Madrid;2807912 Madrid distrito 12;;Tamaño medio del hogar;2018;2,8
28079 Madrid;2807912 Madrid distrito 12;;Tamaño medio del hogar;2017;2,7
28079 Madrid;2807912 Madrid distrito 12;;Tamaño medio del hogar;2016;2,7
28079 Madrid;2807912 Madrid distrito 12;;Tamaño medio del hogar;2015;2,7
28079 Madrid;2807912 Madrid distrito 12;;Población;2022;140.184
28079 Madrid;2807912 Madrid distrito 12;;Población;2021;137.816
28079 Madrid;2807912 Madrid distrito 12;;Población;2020;138.480
28079 Madrid;2807912 Madrid distrito 12;;Población;2019;139.535
28079 Madrid;2807912 Madrid distrito 12;;Población;2018;136.850
28079 Madrid;2807912 Madrid distrito 12;;Población;2017;134.598
28079 Madrid;2807912 Madrid distrito 12;;Población;2016;132.756
28079 Madrid;2807912 Madrid distrito 12;;Población;2015;131.928
28079 Madrid;2807913 Madrid distrito 13;;Edad media de la población;2022;42,9
28079 Madrid;2807913 Madrid distrito 13;;Edad media de la población;2021;43,2
28079 Madrid;2807913 Madrid distrito 13;;Edad media de la población;2020;43,0
28079 Madrid;2807913 Madrid distrito 13;;Edad media de la población;2019;42,8
28079 Madrid;2807913 Madrid distrito 13;;Edad media de la población;2018;42,8
28079 Madrid;2807913 Madrid distrito 13;;Edad media de la población;2017;42,9
28079 Madrid;2807913 Madrid distrito 13;;Edad media de la población;2016;42,8
28079 Madrid;2807913 Madrid distrito 13;;Edad media de la población;2015;42,8
28079 Madrid;2807913 Madrid distrito 13;;Porcentaje de población menor de 18 años;2022;15,0
28079 Madrid;2807913 Madrid distrito 13;;Porcentaje de población menor de 18 años;2021;15,2
28079 Madrid;2807913 Madrid distrito 13;;Porcentaje de población menor de 18 años;2020;15,3
28079 Madrid;2807913 Madrid distrito 13;;Porcentaje de población menor de 18 años;2019;15,5
28079 Madrid;2807913 Madrid distrito 13;;Porcentaje de población menor de 18 años;2018;15,7
28079 Madrid;2807913 Madrid distrito 13;;Porcentaje de población menor de 18 años;2017;15,9
28079 Madrid;2807913 Madrid distrito 13;;Porcentaje de población menor de 18 años;2016;16,2
28079 Madrid;2807913 Madrid distrito 13;;Porcentaje de población menor de 18 años;2015;16,2
28079 Madrid;2807913 Madrid distrito 13;;Porcentaje de población de 65 y más años;2022;17,7
28079 Madrid;2807913 Madrid distrito 13;;Porcentaje de población de 65 y más años;2021;17,9
28079 Madrid;2807913 Madrid distrito 13;;Porcentaje de población de 65 y más años;2020;17,7
28079 Madrid;2807913 Madrid distrito 13;;Porcentaje de población de 65 y más años;2019;17,7
28079 Madrid;2807913 Madrid distrito 13;;Porcentaje de población de 65 y más años;2018;18,0
28079 Madrid;2807913 Madrid distrito 13;;Porcentaje de población de 65 y más años;2017;18,3
28079 Madrid;2807913 Madrid distrito 13;;Porcentaje de población de 65 y más años;2016;18,5
28079 Madrid;2807913 Madrid distrito 13;;Porcentaje de población de 65 y más años;2015;18,7
28079 Madrid;2807913 Madrid distrito 13;;Tamaño medio del hogar;2022;2,6
28079 Madrid;2807913 Madrid distrito 13;;Tamaño medio del hogar;2021;2,6
28079 Madrid;2807913 Madrid distrito 13;;Tamaño medio del hogar;2020;2,6
28079 Madrid;2807913 Madrid distrito 13;;Tamaño medio del hogar;2019;2,6
28079 Madrid;2807913 Madrid distrito 13;;Tamaño medio del hogar;2018;2,6
28079 Madrid;2807913 Madrid distrito 13;;Tamaño medio del hogar;2017;2,6
28079 Madrid;2807913 Madrid distrito 13;;Tamaño medio del hogar;2016;2,6
28079 Madrid;2807913 Madrid distrito 13;;Tamaño medio del hogar;2015;2,6
28079 Madrid;2807913 Madrid distrito 13;;Población;2022;237.285
28079 Madrid;2807913 Madrid distrito 13;;Población;2021;231.333
28079 Madrid;2807913 Madrid distrito 13;;Población;2020;233.113
28079 Madrid;2807913 Madrid distrito 13;;Población;2019;236.007
28079 Madrid;2807913 Madrid distrito 13;;Población;2018;231.181
28079 Madrid;2807913 Madrid distrito 13;;Población;2017;227.318
28079 Madrid;2807913 Madrid distrito 13;;Población;2016;224.737
28079 Madrid;2807913 Madrid distrito 13;;Población;2015;223.885
28079 Madrid;2807914 Madrid distrito 14;;Edad media de la población;2022;47,7
28079 Madrid;2807914 Madrid distrito 14;;Edad media de la población;2021;47,8
28079 Madrid;2807914 Madrid distrito 14;;Edad media de la población;2020;47,5
28079 Madrid;2807914 Madrid distrito 14;;Edad media de la población;2019;47,2
28079 Madrid;2807914 Madrid distrito 14;;Edad media de la población;2018;47,1
28079 Madrid;2807914 Madrid distrito 14;;Edad media de la población;2017;46,9
28079 Madrid;2807914 Madrid distrito 14;;Edad media de la población;2016;46,7
28079 Madrid;2807914 Madrid distrito 14;;Edad media de la población;2015;46,4
28079 Madrid;2807914 Madrid distrito 14;;Porcentaje de población menor de 18 años;2022;12,7
28079 Madrid;2807914 Madrid distrito 14;;Porcentaje de población menor de 18 años;2021;12,9
28079 Madrid;2807914 Madrid distrito 14;;Porcentaje de población menor de 18 años;2020;13,2
28079 Madrid;2807914 Madrid distrito 14;;Porcentaje de población menor de 18 años;2019;13,4
28079 Madrid;2807914 Madrid distrito 14;;Porcentaje de población menor de 18 años;2018;13,7
28079 Madrid;2807914 Madrid distrito 14;;Porcentaje de población menor de 18 años;2017;14,0
28079 Madrid;2807914 Madrid distrito 14;;Porcentaje de población menor de 18 años;2016;14,3
28079 Madrid;2807914 Madrid distrito 14;;Porcentaje de población menor de 18 años;2015;14,4
28079 Madrid;2807914 Madrid distrito 14;;Porcentaje de población de 65 y más años;2022;26,3
28079 Madrid;2807914 Madrid distrito 14;;Porcentaje de población de 65 y más años;2021;26,3
28079 Madrid;2807914 Madrid distrito 14;;Porcentaje de población de 65 y más años;2020;26,1
28079 Madrid;2807914 Madrid distrito 14;;Porcentaje de población de 65 y más años;2019;25,9
28079 Madrid;2807914 Madrid distrito 14;;Porcentaje de población de 65 y más años;2018;26,0
28079 Madrid;2807914 Madrid distrito 14;;Porcentaje de población de 65 y más años;2017;26,0
28079 Madrid;2807914 Madrid distrito 14;;Porcentaje de población de 65 y más años;2016;25,9
28079 Madrid;2807914 Madrid distrito 14;;Porcentaje de población de 65 y más años;2015;25,7
28079 Madrid;2807914 Madrid distrito 14;;Tamaño medio del hogar;2022;2,4
28079 Madrid;2807914 Madrid distrito 14;;Tamaño medio del hogar;2021;2,4
28079 Madrid;2807914 Madrid distrito 14;;Tamaño medio del hogar;2020;2,5
28079 Madrid;2807914 Madrid distrito 14;;Tamaño medio del hogar;2019;2,5
28079 Madrid;2807914 Madrid distrito 14;;Tamaño medio del hogar;2018;2,5
28079 Madrid;2807914 Madrid distrito 14;;Tamaño medio del hogar;2017;2,5
28079 Madrid;2807914 Madrid distrito 14;;Tamaño medio del hogar;2016;2,5
28079 Madrid;2807914 Madrid distrito 14;;Tamaño medio del hogar;2015;2,5
28079 Madrid;2807914 Madrid distrito 14;;Población;2022;91.987
28079 Madrid;2807914 Madrid distrito 14;;Población;2021;91.421
28079 Madrid;2807914 Madrid distrito 14;;Población;2020;92.584
28079 Madrid;2807914 Madrid distrito 14;;Población;2019;94.516
28079 Madrid;2807914 Madrid distrito 14;;Población;2018;93.668
28079 Madrid;2807914 Madrid distrito 14;;Población;2017;93.440
28079 Madrid;2807914 Madrid distrito 14;;Población;2016;93.308
28079 Madrid;2807914 Madrid distrito 14;;Población;2015;93.711
28079 Madrid;2807915 Madrid distrito 15;;Edad media de la población;2022;45,6
28079 Madrid;2807915 Madrid distrito 15;;Edad media de la población;2021;45,9
28079 Madrid;2807915 Madrid distrito 15;;Edad media de la población;2020;45,6
28079 Madrid;2807915 Madrid distrito 15;;Edad media de la población;2019;45,4
28079 Madrid;2807915 Madrid distrito 15;;Edad media de la población;2018;45,4
28079 Madrid;2807915 Madrid distrito 15;;Edad media de la población;2017;45,4
28079 Madrid;2807915 Madrid distrito 15;;Edad media de la población;2016;45,3
28079 Madrid;2807915 Madrid distrito 15;;Edad media de la población;2015;45,2
28079 Madrid;2807915 Madrid distrito 15;;Porcentaje de población menor de 18 años;2022;13,3
28079 Madrid;2807915 Madrid distrito 15;;Porcentaje de población menor de 18 años;2021;13,7
28079 Madrid;2807915 Madrid distrito 15;;Porcentaje de población menor de 18 años;2020;14,0
28079 Madrid;2807915 Madrid distrito 15;;Porcentaje de población menor de 18 años;2019;14,2
28079 Madrid;2807915 Madrid distrito 15;;Porcentaje de población menor de 18 años;2018;14,4
28079 Madrid;2807915 Madrid distrito 15;;Porcentaje de población menor de 18 años;2017;14,6
28079 Madrid;2807915 Madrid distrito 15;;Porcentaje de población menor de 18 años;2016;14,8
28079 Madrid;2807915 Madrid distrito 15;;Porcentaje de población menor de 18 años;2015;14,8
28079 Madrid;2807915 Madrid distrito 15;;Porcentaje de población de 65 y más años;2022;22,7
28079 Madrid;2807915 Madrid distrito 15;;Porcentaje de población de 65 y más años;2021;23,1
28079 Madrid;2807915 Madrid distrito 15;;Porcentaje de población de 65 y más años;2020;22,9
28079 Madrid;2807915 Madrid distrito 15;;Porcentaje de población de 65 y más años;2019;22,8
28079 Madrid;2807915 Madrid distrito 15;;Porcentaje de población de 65 y más años;2018;22,9
28079 Madrid;2807915 Madrid distrito 15;;Porcentaje de población de 65 y más años;2017;23,1
28079 Madrid;2807915 Madrid distrito 15;;Porcentaje de población de 65 y más años;2016;23,3
28079 Madrid;2807915 Madrid distrito 15;;Porcentaje de población de 65 y más años;2015;23,2
28079 Madrid;2807915 Madrid distrito 15;;Tamaño medio del hogar;2022;2,4
28079 Madrid;2807915 Madrid distrito 15;;Tamaño medio del hogar;2021;2,4
28079 Madrid;2807915 Madrid distrito 15;;Tamaño medio del hogar;2020;2,5
28079 Madrid;2807915 Madrid distrito 15;;Tamaño medio del hogar;2019;2,5
28079 Madrid;2807915 Madrid distrito 15;;Tamaño medio del hogar;2018;2,5
28079 Madrid;2807915 Madrid distrito 15;;Tamaño medio del hogar;2017;2,5
28079 Madrid;2807915 Madrid distrito 15;;Tamaño medio del hogar;2016;2,5
28079 Madrid;2807915 Madrid distrito 15;;Tamaño medio del hogar;2015;2,5
28079 Madrid;2807915 Madrid distrito 15;;Población;2022;217.542
28079 Madrid;2807915 Madrid distrito 15;;Población;2021;210.808
28079 Madrid;2807915 Madrid distrito 15;;Población;2020;212.797
28079 Madrid;2807915 Madrid distrito 15;;Población;2019;216.452
28079 Madrid;2807915 Madrid distrito 15;;Población;2018;213.439
28079 Madrid;2807915 Madrid distrito 15;;Población;2017;211.723
28079 Madrid;2807915 Madrid distrito 15;;Población;2016;209.814
28079 Madrid;2807915 Madrid distrito 15;;Población;2015;210.053
28079 Madrid;2807916 Madrid distrito 16;;Edad media de la población;2022;42,2
28079 Madrid;2807916 Madrid distrito 16;;Edad media de la población;2021;42,2
28079 Madrid;2807916 Madrid distrito 16;;Edad media de la población;2020;42,0
28079 Madrid;2807916 Madrid distrito 16;;Edad media de la población;2019;41,7
28079 Madrid;2807916 Madrid distrito 16;;Edad media de la población;2018;41,6
28079 Madrid;2807916 Madrid distrito 16;;Edad media de la población;2017;41,7
28079 Madrid;2807916 Madrid distrito 16;;Edad media de la población;2016;41,6
28079 Madrid;2807916 Madrid distrito 16;;Edad media de la población;2015;41,5
28079 Madrid;2807916 Madrid distrito 16;;Porcentaje de población menor de 18 años;2022;19,5
28079 Madrid;2807916 Madrid distrito 16;;Porcentaje de población menor de 18 años;2021;19,6
28079 Madrid;2807916 Madrid distrito 16;;Porcentaje de población menor de 18 años;2020;19,7
28079 Madrid;2807916 Madrid distrito 16;;Porcentaje de población menor de 18 años;2019;19,8
28079 Madrid;2807916 Madrid distrito 16;;Porcentaje de población menor de 18 años;2018;19,9
28079 Madrid;2807916 Madrid distrito 16;;Porcentaje de población menor de 18 años;2017;19,7
28079 Madrid;2807916 Madrid distrito 16;;Porcentaje de población menor de 18 años;2016;19,6
28079 Madrid;2807916 Madrid distrito 16;;Porcentaje de población menor de 18 años;2015;19,4
28079 Madrid;2807916 Madrid distrito 16;;Porcentaje de población de 65 y más años;2022;18,6
28079 Madrid;2807916 Madrid distrito 16;;Porcentaje de población de 65 y más años;2021;18,6
28079 Madrid;2807916 Madrid distrito 16;;Porcentaje de población de 65 y más años;2020;18,5
28079 Madrid;2807916 Madrid distrito 16;;Porcentaje de población de 65 y más años;2019;18,3
28079 Madrid;2807916 Madrid distrito 16;;Porcentaje de población de 65 y más años;2018;18,4
28079 Madrid;2807916 Madrid distrito 16;;Porcentaje de población de 65 y más años;2017;18,5
28079 Madrid;2807916 Madrid distrito 16;;Porcentaje de población de 65 y más años;2016;18,5
28079 Madrid;2807916 Madrid distrito 16;;Porcentaje de población de 65 y más años;2015;18,4
28079 Madrid;2807916 Madrid distrito 16;;Tamaño medio del hogar;2022;2,6
28079 Madrid;2807916 Madrid distrito 16;;Tamaño medio del hogar;2021;2,6
28079 Madrid;2807916 Madrid distrito 16;;Tamaño medio del hogar;2020;2,6
28079 Madrid;2807916 Madrid distrito 16;;Tamaño medio del hogar;2019;2,7
28079 Madrid;2807916 Madrid distrito 16;;Tamaño medio del hogar;2018;2,7
28079 Madrid;2807916 Madrid distrito 16;;Tamaño medio del hogar;2017;2,6
28079 Madrid;2807916 Madrid distrito 16;;Tamaño medio del hogar;2016;2,6
28079 Madrid;2807916 Madrid distrito 16;;Tamaño medio del hogar;2015;2,6
28079 Madrid;2807916 Madrid distrito 16;;Población;2022;196.608
28079 Madrid;2807916 Madrid distrito 16;;Población;2021;192.353
28079 Madrid;2807916 Madrid distrito 16;;Población;2020;190.155
28079 Madrid;2807916 Madrid distrito 16;;Población;2019;190.927
28079 Madrid;2807916 Madrid distrito 16;;Población;2018;186.168
28079 Madrid;2807916 Madrid distrito 16;;Población;2017;181.525
28079 Madrid;2807916 Madrid distrito 16;;Población;2016;178.161
28079 Madrid;2807916 Madrid distrito 16;;Población;2015;175.768
28079 Madrid;2807917 Madrid distrito 17;;Edad media de la población;2022;41,7
28079 Madrid;2807917 Madrid distrito 17;;Edad media de la población;2021;42,0
28079 Madrid;2807917 Madrid distrito 17;;Edad media de la población;2020;41,8
28079 Madrid;2807917 Madrid distrito 17;;Edad media de la población;2019;41,6
28079 Madrid;2807917 Madrid distrito 17;;Edad media de la población;2018;41,7
28079 Madrid;2807917 Madrid distrito 17;;Edad media de la población;2017;41,7
28079 Madrid;2807917 Madrid distrito 17;;Edad media de la población;2016;41,7
28079 Madrid;2807917 Madrid distrito 17;;Edad media de la población;2015;41,6
28079 Madrid;2807917 Madrid distrito 17;;Porcentaje de población menor de 18 años;2022;17,5
28079 Madrid;2807917 Madrid distrito 17;;Porcentaje de población menor de 18 años;2021;17,8
28079 Madrid;2807917 Madrid distrito 17;;Porcentaje de población menor de 18 años;2020;18,0
28079 Madrid;2807917 Madrid distrito 17;;Porcentaje de población menor de 18 años;2019;18,3
28079 Madrid;2807917 Madrid distrito 17;;Porcentaje de población menor de 18 años;2018;18,6
28079 Madrid;2807917 Madrid distrito 17;;Porcentaje de población menor de 18 años;2017;18,7
28079 Madrid;2807917 Madrid distrito 17;;Porcentaje de población menor de 18 años;2016;18,8
28079 Madrid;2807917 Madrid distrito 17;;Porcentaje de población menor de 18 años;2015;18,6
28079 Madrid;2807917 Madrid distrito 17;;Porcentaje de población de 65 y más años;2022;16,5
28079 Madrid;2807917 Madrid distrito 17;;Porcentaje de población de 65 y más años;2021;16,9
28079 Madrid;2807917 Madrid distrito 17;;Porcentaje de población de 65 y más años;2020;16,9
28079 Madrid;2807917 Madrid distrito 17;;Porcentaje de población de 65 y más años;2019;17,1
28079 Madrid;2807917 Madrid distrito 17;;Porcentaje de población de 65 y más años;2018;17,5
28079 Madrid;2807917 Madrid distrito 17;;Porcentaje de población de 65 y más años;2017;17,9
28079 Madrid;2807917 Madrid distrito 17;;Porcentaje de población de 65 y más años;2016;18,2
28079 Madrid;2807917 Madrid distrito 17;;Porcentaje de población de 65 y más años;2015;18,3
28079 Madrid;2807917 Madrid distrito 17;;Tamaño medio del hogar;2022;2,8
28079 Madrid;2807917 Madrid distrito 17;;Tamaño medio del hogar;2021;2,7
28079 Madrid;2807917 Madrid distrito 17;;Tamaño medio del hogar;2020;2,8
28079 Madrid;2807917 Madrid distrito 17;;Tamaño medio del hogar;2019;2,8
28079 Madrid;2807917 Madrid distrito 17;;Tamaño medio del hogar;2018;2,8
28079 Madrid;2807917 Madrid distrito 17;;Tamaño medio del hogar;2017;2,7
28079 Madrid;2807917 Madrid distrito 17;;Tamaño medio del hogar;2016;2,7
28079 Madrid;2807917 Madrid distrito 17;;Tamaño medio del hogar;2015;2,7
28079 Madrid;2807917 Madrid distrito 17;;Población;2022;156.376
28079 Madrid;2807917 Madrid distrito 17;;Población;2021;150.813
28079 Madrid;2807917 Madrid distrito 17;;Población;2020;151.168
28079 Madrid;2807917 Madrid distrito 17;;Población;2019;151.631
28079 Madrid;2807917 Madrid distrito 17;;Población;2018;146.863
28079 Madrid;2807917 Madrid distrito 17;;Población;2017;143.702
28079 Madrid;2807917 Madrid distrito 17;;Población;2016;141.016
28079 Madrid;2807917 Madrid distrito 17;;Población;2015;139.544
28079 Madrid;2807918 Madrid distrito 18;;Edad media de la población;2022;39,4
28079 Madrid;2807918 Madrid distrito 18;;Edad media de la población;2021;39,2
28079 Madrid;2807918 Madrid distrito 18;;Edad media de la población;2020;38,8
28079 Madrid;2807918 Madrid distrito 18;;Edad media de la población;2019;38,5
28079 Madrid;2807918 Madrid distrito 18;;Edad media de la población;2018;38,3
