col_0;col_1;col_2;Total Total;Total Españoles;Total Extranjeros;Hombres Total;Hombres Españoles;Hombres Extranjeros;Mujeres Total;Mujeres Españoles;Mujeres Extranjeros;Año;Mes
USERA;Total;;136638.0;;;;;;;;;2012;11
PUENTE DE VALLECAS;Total;;234430.0;;;;;;;;;2012;11
MORATALAZ;Total;;98408.0;;;;;;;;;2012;11
CIUDAD LINEAL;Total;;220030.0;;;;;;;;;2012;11
HORTALEZA;Total;;174530.0;;;;;;;;;2012;11
VILLAVERDE;Total;;144945.0;;;;;;;;;2012;11
VILLA DE VALLECAS;Total;;97485.0;;;;;;;;;2012;11
VICÁLVARO;Total;;70591.0;;;;;;;;;2012;11
SAN BLAS-CANILLEJAS;Total;;156147.0;;;;;;;;;2012;11
BARAJAS;Total;;46176.0;;;;;;;;;2012;11
CENTRO;Total;;139044.0;;;;;;;;;2012;12
ARGANZUELA;Total;;154666.0;;;;;;;;;2012;12
RETIRO;Total;;120671.0;;;;;;;;;2012;12
SALAMANCA;Total;;146296.0;;;;;;;;;2012;12
CHAMARTÍN;Total;;145141.0;;;;;;;;;2012;12
TETUÁN;Total;;156333.0;;;;;;;;;2012;12
CHAMBERÍ;Total;;141786.0;;;;;;;;;2012;12
FUENCARRAL - EL PARDO;Total;;234498.0;;;;;;;;;2012;12
MONCLOA - ARAVACA;Total;;117632.0;;;;;;;;;2012;12
LATINA;Total;;244493.0;;;;;;;;;2012;12
CARABANCHEL;Total;;248438.0;;;;;;;;;2012;12
USERA;Total;;136624.0;;;;;;;;;2012;12
PUENTE DE VALLECAS;Total;;234159.0;;;;;;;;;2012;12
MORATALAZ;Total;;98333.0;;;;;;;;;2012;12
CIUDAD LINEAL;Total;;219830.0;;;;;;;;;2012;12
HORTALEZA;Total;;174499.0;;;;;;;;;2012;12
VILLAVERDE;Total;;144874.0;;;;;;;;;2012;12
VILLA DE VALLECAS;Total;;97668.0;;;;;;;;;2012;12
VICÁLVARO;Total;;70557.0;;;;;;;;;2012;12
SAN BLAS-CANILLEJAS;Total;;156052.0;;;;;;;;;2012;12
BARAJAS;Total;;46206.0;;;;;;;;;2012;12
CENTRO;Total;;139410.0;;;;;;;;;2013;1
ARGANZUELA;Total;;154862.0;;;;;;;;;2013;1
RETIRO;Total;;120810.0;;;;;;;;;2013;1
SALAMANCA;Total;;146568.0;;;;;;;;;2013;1
CHAMARTÍN;Total;;145449.0;;;;;;;;;2013;1
TETUÁN;Total;;156487.0;;;;;;;;;2013;1
CHAMBERÍ;Total;;141881.0;;;;;;;;;2013;1
FUENCARRAL - EL PARDO;Total;;234920.0;;;;;;;;;2013;1
MONCLOA - ARAVACA;Total;;117670.0;;;;;;;;;2013;1
LATINA;Total;;244438.0;;;;;;;;;2013;1
CARABANCHEL;Total;;248738.0;;;;;;;;;2013;1
USERA;Total;;136631.0;;;;;;;;;2013;1
PUENTE DE VALLECAS;Total;;234251.0;;;;;;;;;2013;1
MORATALAZ;Total;;98385.0;;;;;;;;;2013;1
CIUDAD LINEAL;Total;;219928.0;;;;;;;;;2013;1
HORTALEZA;Total;;174655.0;;;;;;;;;2013;1
VILLAVERDE;Total;;144930.0;;;;;;;;;2013;1
VILLA DE VALLECAS;Total;;98060.0;;;;;;;;;2013;1
VICÁLVARO;Total;;70679.0;;;;;;;;;2013;1
SAN BLAS-CANILLEJAS;Total;;156092.0;;;;;;;;;2013;1
BARAJAS;Total;;46265.0;;;;;;;;;2013;1
CENTRO;Total;;139077.0;;;;;;;;;2013;2
ARGANZUELA;Total;;154647.0;;;;;;;;;2013;2
RETIRO;Total;;120638.0;;;;;;;;;2013;2
SALAMANCA;Total;;146317.0;;;;;;;;;2013;2
CHAMARTÍN;Total;;145172.0;;;;;;;;;2013;2
TETUÁN;Total;;156245.0;;;;;;;;;2013;2
CHAMBERÍ;Total;;141642.0;;;;;;;;;2013;2
FUENCARRAL - EL PARDO;Total;;234705.0;;;;;;;;;2013;2
MONCLOA - ARAVACA;Total;;117519.0;;;;;;;;;2013;2
LATINA;Total;;243964.0;;;;;;;;;2013;2
CARABANCHEL;Total;;248265.0;;;;;;;;;2013;2
USERA;Total;;136550.0;;;;;;;;;2013;2
PUENTE DE VALLECAS;Total;;233929.0;;;;;;;;;2013;2
MORATALAZ;Total;;98240.0;;;;;;;;;2013;2
CIUDAD LINEAL;Total;;219461.0;;;;;;;;;2013;2
HORTALEZA;Total;;174559.0;;;;;;;;;2013;2
VILLAVERDE;Total;;144768.0;;;;;;;;;2013;2
VILLA DE VALLECAS;Total;;98253.0;;;;;;;;;2013;2
VICÁLVARO;Total;;70537.0;;;;;;;;;2013;2
SAN BLAS-CANILLEJAS;Total;;155923.0;;;;;;;;;2013;2
BARAJAS;Total;;46312.0;;;;;;;;;2013;2
CENTRO;Total;;137287.0;;;;;;;;;2013;3
ARGANZUELA;Total;;153583.0;;;;;;;;;2013;3
RETIRO;Total;;120034.0;;;;;;;;;2013;3
SALAMANCA;Total;;145202.0;;;;;;;;;2013;3
CHAMARTÍN;Total;;144246.0;;;;;;;;;2013;3
TETUÁN;Total;;154769.0;;;;;;;;;2013;3
CHAMBERÍ;Total;;140663.0;;;;;;;;;2013;3
FUENCARRAL - EL PARDO;Total;;233706.0;;;;;;;;;2013;3
MONCLOA - ARAVACA;Total;;117006.0;;;;;;;;;2013;3
LATINA;Total;;242412.0;;;;;;;;;2013;3
CARABANCHEL;Total;;246374.0;;;;;;;;;2013;3
USERA;Total;;135447.0;;;;;;;;;2013;3
PUENTE DE VALLECAS;Total;;232082.0;;;;;;;;;2013;3
MORATALAZ;Total;;97749.0;;;;;;;;;2013;3
CIUDAD LINEAL;Total;;218051.0;;;;;;;;;2013;3
HORTALEZA;Total;;173726.0;;;;;;;;;2013;3
VILLAVERDE;Total;;143776.0;;;;;;;;;2013;3
VILLA DE VALLECAS;Total;;98127.0;;;;;;;;;2013;3
VICÁLVARO;Total;;70259.0;;;;;;;;;2013;3
SAN BLAS-CANILLEJAS;Total;;155258.0;;;;;;;;;2013;3
BARAJAS;Total;;46065.0;;;;;;;;;2013;3
CENTRO;Total;;137358.0;;;;;;;;;2013;4
ARGANZUELA;Total;;153682.0;;;;;;;;;2013;4
RETIRO;Total;;120100.0;;;;;;;;;2013;4
SALAMANCA;Total;;145396.0;;;;;;;;;2013;4
CHAMARTÍN;Total;;144331.0;;;;;;;;;2013;4
TETUÁN;Total;;154909.0;;;;;;;;;2013;4
CHAMBERÍ;Total;;140860.0;;;;;;;;;2013;4
FUENCARRAL - EL PARDO;Total;;234027.0;;;;;;;;;2013;4
MONCLOA - ARAVACA;Total;;117145.0;;;;;;;;;2013;4
LATINA;Total;;242799.0;;;;;;;;;2013;4
CARABANCHEL;Total;;246863.0;;;;;;;;;2013;4
USERA;Total;;135826.0;;;;;;;;;2013;4
PUENTE DE VALLECAS;Total;;232444.0;;;;;;;;;2013;4
MORATALAZ;Total;;97718.0;;;;;;;;;2013;4
CIUDAD LINEAL;Total;;218165.0;;;;;;;;;2013;4
HORTALEZA;Total;;173971.0;;;;;;;;;2013;4
VILLAVERDE;Total;;144167.0;;;;;;;;;2013;4
VILLA DE VALLECAS;Total;;98501.0;;;;;;;;;2013;4
VICÁLVARO;Total;;70301.0;;;;;;;;;2013;4
SAN BLAS-CANILLEJAS;Total;;155396.0;;;;;;;;;2013;4
BARAJAS;Total;;46118.0;;;;;;;;;2013;4
CENTRO;Total;;136752.0;;;;;;;;;2013;5
ARGANZUELA;Total;;153249.0;;;;;;;;;2013;5
RETIRO;Total;;119946.0;;;;;;;;;2013;5
SALAMANCA;Total;;144844.0;;;;;;;;;2013;5
CHAMARTÍN;Total;;144160.0;;;;;;;;;2013;5
TETUÁN;Total;;154196.0;;;;;;;;;2013;5
CHAMBERÍ;Total;;140551.0;;;;;;;;;2013;5
FUENCARRAL - EL PARDO;Total;;233917.0;;;;;;;;;2013;5
MONCLOA - ARAVACA;Total;;117005.0;;;;;;;;;2013;5
LATINA;Total;;242307.0;;;;;;;;;2013;5
CARABANCHEL;Total;;246235.0;;;;;;;;;2013;5
USERA;Total;;135468.0;;;;;;;;;2013;5
PUENTE DE VALLECAS;Total;;231946.0;;;;;;;;;2013;5
MORATALAZ;Total;;97512.0;;;;;;;;;2013;5
CIUDAD LINEAL;Total;;217569.0;;;;;;;;;2013;5
HORTALEZA;Total;;173806.0;;;;;;;;;2013;5
VILLAVERDE;Total;;143953.0;;;;;;;;;2013;5
VILLA DE VALLECAS;Total;;98652.0;;;;;;;;;2013;5
VICÁLVARO;Total;;70236.0;;;;;;;;;2013;5
SAN BLAS-CANILLEJAS;Total;;155125.0;;;;;;;;;2013;5
BARAJAS;Total;;46053.0;;;;;;;;;2013;5
CENTRO;Total;;136669.0;;;;;;;;;2013;6
ARGANZUELA;Total;;153241.0;;;;;;;;;2013;6
RETIRO;Total;;119811.0;;;;;;;;;2013;6
SALAMANCA;Total;;144899.0;;;;;;;;;2013;6
CHAMARTÍN;Total;;144049.0;;;;;;;;;2013;6
TETUÁN;Total;;154173.0;;;;;;;;;2013;6
CHAMBERÍ;Total;;140300.0;;;;;;;;;2013;6
FUENCARRAL - EL PARDO;Total;;233909.0;;;;;;;;;2013;6
MONCLOA - ARAVACA;Total;;116895.0;;;;;;;;;2013;6
LATINA;Total;;242167.0;;;;;;;;;2013;6
CARABANCHEL;Total;;246204.0;;;;;;;;;2013;6
USERA;Total;;135486.0;;;;;;;;;2013;6
PUENTE DE VALLECAS;Total;;231762.0;;;;;;;;;2013;6
MORATALAZ;Total;;97372.0;;;;;;;;;2013;6
CIUDAD LINEAL;Total;;217407.0;;;;;;;;;2013;6
HORTALEZA;Total;;173770.0;;;;;;;;;2013;6
VILLAVERDE;Total;;143868.0;;;;;;;;;2013;6
VILLA DE VALLECAS;Total;;98726.0;;;;;;;;;2013;6
VICÁLVARO;Total;;70211.0;;;;;;;;;2013;6
SAN BLAS-CANILLEJAS;Total;;155128.0;;;;;;;;;2013;6
BARAJAS;Total;;46062.0;;;;;;;;;2013;6
CENTRO;Total;;135176.0;;;;;;;;;2013;7
ARGANZUELA;Total;;152366.0;;;;;;;;;2013;7
RETIRO;Total;;119423.0;;;;;;;;;2013;7
SALAMANCA;Total;;143949.0;;;;;;;;;2013;7
CHAMARTÍN;Total;;143376.0;;;;;;;;;2013;7
TETUÁN;Total;;153087.0;;;;;;;;;2013;7
CHAMBERÍ;Total;;139468.0;;;;;;;;;2013;7
FUENCARRAL - EL PARDO;Total;;233100.0;;;;;;;;;2013;7
MONCLOA - ARAVACA;Total;;116209.0;;;;;;;;;2013;7
LATINA;Total;;240508.0;;;;;;;;;2013;7
CARABANCHEL;Total;;244355.0;;;;;;;;;2013;7
USERA;Total;;134517.0;;;;;;;;;2013;7
PUENTE DE VALLECAS;Total;;230296.0;;;;;;;;;2013;7
MORATALAZ;Total;;96788.0;;;;;;;;;2013;7
CIUDAD LINEAL;Total;;216121.0;;;;;;;;;2013;7
HORTALEZA;Total;;173162.0;;;;;;;;;2013;7
VILLAVERDE;Total;;143073.0;;;;;;;;;2013;7
VILLA DE VALLECAS;Total;;98291.0;;;;;;;;;2013;7
VICÁLVARO;Total;;69872.0;;;;;;;;;2013;7
SAN BLAS-CANILLEJAS;Total;;154401.0;;;;;;;;;2013;7
BARAJAS;Total;;45839.0;;;;;;;;;2013;7
CENTRO;Total;;135148.0;;;;;;;;;2013;8
ARGANZUELA;Total;;152293.0;;;;;;;;;2013;8
RETIRO;Total;;119258.0;;;;;;;;;2013;8
SALAMANCA;Total;;143826.0;;;;;;;;;2013;8
CHAMARTÍN;Total;;143357.0;;;;;;;;;2013;8
TETUÁN;Total;;153226.0;;;;;;;;;2013;8
CHAMBERÍ;Total;;139326.0;;;;;;;;;2013;8
FUENCARRAL - EL PARDO;Total;;233171.0;;;;;;;;;2013;8
MONCLOA - ARAVACA;Total;;116083.0;;;;;;;;;2013;8
LATINA;Total;;240256.0;;;;;;;;;2013;8
CARABANCHEL;Total;;244244.0;;;;;;;;;2013;8
USERA;Total;;134526.0;;;;;;;;;2013;8
PUENTE DE VALLECAS;Total;;230409.0;;;;;;;;;2013;8
MORATALAZ;Total;;96842.0;;;;;;;;;2013;8
CIUDAD LINEAL;Total;;216116.0;;;;;;;;;2013;8
HORTALEZA;Total;;173195.0;;;;;;;;;2013;8
VILLAVERDE;Total;;143182.0;;;;;;;;;2013;8
VILLA DE VALLECAS;Total;;98459.0;;;;;;;;;2013;8
VICÁLVARO;Total;;69973.0;;;;;;;;;2013;8
SAN BLAS-CANILLEJAS;Total;;154386.0;;;;;;;;;2013;8
BARAJAS;Total;;45858.0;;;;;;;;;2013;8
CENTRO;Total;;135594.0;;;;;;;;;2013;9
ARGANZUELA;Total;;152589.0;;;;;;;;;2013;9
RETIRO;Total;;119395.0;;;;;;;;;2013;9
SALAMANCA;Total;;144068.0;;;;;;;;;2013;9
CHAMARTÍN;Total;;143525.0;;;;;;;;;2013;9
TETUÁN;Total;;153529.0;;;;;;;;;2013;9
CHAMBERÍ;Total;;139614.0;;;;;;;;;2013;9
FUENCARRAL - EL PARDO;Total;;233620.0;;;;;;;;;2013;9
MONCLOA - ARAVACA;Total;;116361.0;;;;;;;;;2013;9
LATINA;Total;;240417.0;;;;;;;;;2013;9
CARABANCHEL;Total;;244647.0;;;;;;;;;2013;9
USERA;Total;;134813.0;;;;;;;;;2013;9
PUENTE DE VALLECAS;Total;;230908.0;;;;;;;;;2013;9
MORATALAZ;Total;;96843.0;;;;;;;;;2013;9
CIUDAD LINEAL;Total;;216442.0;;;;;;;;;2013;9
HORTALEZA;Total;;173594.0;;;;;;;;;2013;9
VILLAVERDE;Total;;143396.0;;;;;;;;;2013;9
VILLA DE VALLECAS;Total;;98761.0;;;;;;;;;2013;9
VICÁLVARO;Total;;70051.0;;;;;;;;;2013;9
SAN BLAS-CANILLEJAS;Total;;154560.0;;;;;;;;;2013;9
BARAJAS;Total;;45894.0;;;;;;;;;2013;9
CENTRO;Total;;135472.0;;;;;;;;;2013;10
ARGANZUELA;Total;;152314.0;;;;;;;;;2013;10
RETIRO;Total;;119343.0;;;;;;;;;2013;10
SALAMANCA;Total;;144139.0;;;;;;;;;2013;10
CHAMARTÍN;Total;;143301.0;;;;;;;;;2013;10
TETUÁN;Total;;153277.0;;;;;;;;;2013;10
CHAMBERÍ;Total;;139508.0;;;;;;;;;2013;10
FUENCARRAL - EL PARDO;Total;;233464.0;;;;;;;;;2013;10
MONCLOA - ARAVACA;Total;;116307.0;;;;;;;;;2013;10
LATINA;Total;;239720.0;;;;;;;;;2013;10
CARABANCHEL;Total;;244292.0;;;;;;;;;2013;10
USERA;Total;;134458.0;;;;;;;;;2013;10
PUENTE DE VALLECAS;Total;;230125.0;;;;;;;;;2013;10
MORATALAZ;Total;;96716.0;;;;;;;;;2013;10
CIUDAD LINEAL;Total;;215902.0;;;;;;;;;2013;10
HORTALEZA;Total;;173385.0;;;;;;;;;2013;10
VILLAVERDE;Total;;142983.0;;;;;;;;;2013;10
VILLA DE VALLECAS;Total;;98822.0;;;;;;;;;2013;10
VICÁLVARO;Total;;69972.0;;;;;;;;;2013;10
SAN BLAS-CANILLEJAS;Total;;154190.0;;;;;;;;;2013;10
BARAJAS;Total;;45806.0;;;;;;;;;2013;10
CENTRO;Total;;135183.0;;;;;;;;;2013;11
ARGANZUELA;Total;;152094.0;;;;;;;;;2013;11
RETIRO;Total;;119197.0;;;;;;;;;2013;11
SALAMANCA;Total;;144052.0;;;;;;;;;2013;11
CHAMARTÍN;Total;;143153.0;;;;;;;;;2013;11
TETUÁN;Total;;153029.0;;;;;;;;;2013;11
CHAMBERÍ;Total;;139250.0;;;;;;;;;2013;11
FUENCARRAL - EL PARDO;Total;;233322.0;;;;;;;;;2013;11
MONCLOA - ARAVACA;Total;;116217.0;;;;;;;;;2013;11
LATINA;Total;;239246.0;;;;;;;;;2013;11
CARABANCHEL;Total;;243937.0;;;;;;;;;2013;11
USERA;Total;;134352.0;;;;;;;;;2013;11
PUENTE DE VALLECAS;Total;;229743.0;;;;;;;;;2013;11
MORATALAZ;Total;;96546.0;;;;;;;;;2013;11
CIUDAD LINEAL;Total;;215274.0;;;;;;;;;2013;11
HORTALEZA;Total;;173128.0;;;;;;;;;2013;11
VILLAVERDE;Total;;142746.0;;;;;;;;;2013;11
VILLA DE VALLECAS;Total;;98890.0;;;;;;;;;2013;11
VICÁLVARO;Total;;69899.0;;;;;;;;;2013;11
SAN BLAS-CANILLEJAS;Total;;153928.0;;;;;;;;;2013;11
BARAJAS;Total;;45778.0;;;;;;;;;2013;11
CENTRO;Total;;134937.0;;;;;;;;;2013;12
ARGANZUELA;Total;;152052.0;;;;;;;;;2013;12
RETIRO;Total;;119148.0;;;;;;;;;2013;12
SALAMANCA;Total;;144095.0;;;;;;;;;2013;12
CHAMARTÍN;Total;;143124.0;;;;;;;;;2013;12
TETUÁN;Total;;153143.0;;;;;;;;;2013;12
CHAMBERÍ;Total;;139176.0;;;;;;;;;2013;12
FUENCARRAL - EL PARDO;Total;;233198.0;;;;;;;;;2013;12
MONCLOA - ARAVACA;Total;;116147.0;;;;;;;;;2013;12
LATINA;Total;;238858.0;;;;;;;;;2013;12
CARABANCHEL;Total;;243573.0;;;;;;;;;2013;12
USERA;Total;;134154.0;;;;;;;;;2013;12
PUENTE DE VALLECAS;Total;;229508.0;;;;;;;;;2013;12
MORATALAZ;Total;;96471.0;;;;;;;;;2013;12
CIUDAD LINEAL;Total;;214974.0;;;;;;;;;2013;12
HORTALEZA;Total;;173122.0;;;;;;;;;2013;12
VILLAVERDE;Total;;142502.0;;;;;;;;;2013;12
VILLA DE VALLECAS;Total;;98933.0;;;;;;;;;2013;12
VICÁLVARO;Total;;69884.0;;;;;;;;;2013;12
SAN BLAS-CANILLEJAS;Total;;153788.0;;;;;;;;;2013;12
BARAJAS;Total;;45721.0;;;;;;;;;2013;12
CENTRO;Total;;134319.0;;;;;;;;;2014;1
ARGANZUELA;Total;;151677.0;;;;;;;;;2014;1
RETIRO;Total;;118996.0;;;;;;;;;2014;1
SALAMANCA;Total;;143624.0;;;;;;;;;2014;1
CHAMARTÍN;Total;;142968.0;;;;;;;;;2014;1
TETUÁN;Total;;152578.0;;;;;;;;;2014;1
CHAMBERÍ;Total;;138875.0;;;;;;;;;2014;1
FUENCARRAL - EL PARDO;Total;;232996.0;;;;;;;;;2014;1
MONCLOA - ARAVACA;Total;;115859.0;;;;;;;;;2014;1
LATINA;Total;;237995.0;;;;;;;;;2014;1
CARABANCHEL;Total;;242717.0;;;;;;;;;2014;1
USERA;Total;;133571.0;;;;;;;;;2014;1
PUENTE DE VALLECAS;Total;;228729.0;;;;;;;;;2014;1
MORATALAZ;Total;;96296.0;;;;;;;;;2014;1
CIUDAD LINEAL;Total;;214163.0;;;;;;;;;2014;1
HORTALEZA;Total;;172917.0;;;;;;;;;2014;1
VILLAVERDE;Total;;142085.0;;;;;;;;;2014;1
VILLA DE VALLECAS;Total;;98934.0;;;;;;;;;2014;1
VICÁLVARO;Total;;69724.0;;;;;;;;;2014;1
SAN BLAS-CANILLEJAS;Total;;153396.0;;;;;;;;;2014;1
BARAJAS;Total;;45661.0;;;;;;;;;2014;1
CENTRO;Total;;133963.0;;;;;;;;;2014;2
ARGANZUELA;Total;;151624.0;;;;;;;;;2014;2
RETIRO;Total;;118839.0;;;;;;;;;2014;2
SALAMANCA;Total;;143532.0;;;;;;;;;2014;2
CHAMARTÍN;Total;;142835.0;;;;;;;;;2014;2
TETUÁN;Total;;152532.0;;;;;;;;;2014;2
CHAMBERÍ;Total;;138601.0;;;;;;;;;2014;2
FUENCARRAL - EL PARDO;Total;;233064.0;;;;;;;;;2014;2
MONCLOA - ARAVACA;Total;;115817.0;;;;;;;;;2014;2
LATINA;Total;;237733.0;;;;;;;;;2014;2
CARABANCHEL;Total;;242750.0;;;;;;;;;2014;2
USERA;Total;;133532.0;;;;;;;;;2014;2
PUENTE DE VALLECAS;Total;;228706.0;;;;;;;;;2014;2
MORATALAZ;Total;;96172.0;;;;;;;;;2014;2
CIUDAD LINEAL;Total;;213956.0;;;;;;;;;2014;2
HORTALEZA;Total;;173142.0;;;;;;;;;2014;2
VILLAVERDE;Total;;142103.0;;;;;;;;;2014;2
VILLA DE VALLECAS;Total;;99029.0;;;;;;;;;2014;2
VICÁLVARO;Total;;69650.0;;;;;;;;;2014;2
SAN BLAS-CANILLEJAS;Total;;153404.0;;;;;;;;;2014;2
BARAJAS;Total;;45633.0;;;;;;;;;2014;2
CENTRO;Total;;134195.0;;;;;;;;;2014;3
ARGANZUELA;Total;;151826.0;;;;;;;;;2014;3
RETIRO;Total;;118987.0;;;;;;;;;2014;3
SALAMANCA;Total;;143712.0;;;;;;;;;2014;3
CHAMARTÍN;Total;;142947.0;;;;;;;;;2014;3
TETUÁN;Total;;152808.0;;;;;;;;;2014;3
CHAMBERÍ;Total;;138841.0;;;;;;;;;2014;3
FUENCARRAL - EL PARDO;Total;;233708.0;;;;;;;;;2014;3
MONCLOA - ARAVACA;Total;;116014.0;;;;;;;;;2014;3
LATINA;Total;;237844.0;;;;;;;;;2014;3
CARABANCHEL;Total;;243139.0;;;;;;;;;2014;3
USERA;Total;;133753.0;;;;;;;;;2014;3
PUENTE DE VALLECAS;Total;;228872.0;;;;;;;;;2014;3
MORATALAZ;Total;;96158.0;;;;;;;;;2014;3
CIUDAD LINEAL;Total;;214347.0;;;;;;;;;2014;3
HORTALEZA;Total;;173576.0;;;;;;;;;2014;3
VILLAVERDE;Total;;142382.0;;;;;;;;;2014;3
VILLA DE VALLECAS;Total;;99176.0;;;;;;;;;2014;3
VICÁLVARO;Total;;69838.0;;;;;;;;;2014;3
SAN BLAS-CANILLEJAS;Total;;153568.0;;;;;;;;;2014;3
BARAJAS;Total;;45735.0;;;;;;;;;2014;3
CENTRO;Total;;133329.0;;;;;;;;;2014;4
ARGANZUELA;Total;;151473.0;;;;;;;;;2014;4
RETIRO;Total;;118862.0;;;;;;;;;2014;4
SALAMANCA;Total;;143504.0;;;;;;;;;2014;4
CHAMARTÍN;Total;;142773.0;;;;;;;;;2014;4
TETUÁN;Total;;152375.0;;;;;;;;;2014;4
CHAMBERÍ;Total;;138533.0;;;;;;;;;2014;4
FUENCARRAL - EL PARDO;Total;;233816.0;;;;;;;;;2014;4
MONCLOA - ARAVACA;Total;;115826.0;;;;;;;;;2014;4
LATINA;Total;;237398.0;;;;;;;;;2014;4
CARABANCHEL;Total;;242706.0;;;;;;;;;2014;4
USERA;Total;;133485.0;;;;;;;;;2014;4
PUENTE DE VALLECAS;Total;;228375.0;;;;;;;;;2014;4
MORATALAZ;Total;;95984.0;;;;;;;;;2014;4
CIUDAD LINEAL;Total;;214064.0;;;;;;;;;2014;4
HORTALEZA;Total;;173672.0;;;;;;;;;2014;4
VILLAVERDE;Total;;142190.0;;;;;;;;;2014;4
VILLA DE VALLECAS;Total;;99218.0;;;;;;;;;2014;4
VICÁLVARO;Total;;69772.0;;;;;;;;;2014;4
SAN BLAS-CANILLEJAS;Total;;153440.0;;;;;;;;;2014;4
BARAJAS;Total;;45744.0;;;;;;;;;2014;4
CENTRO;Total;;132684.0;;;;;;;;;2014;5
ARGANZUELA;Total;;151272.0;;;;;;;;;2014;5
RETIRO;Total;;118799.0;;;;;;;;;2014;5
SALAMANCA;Total;;143260.0;;;;;;;;;2014;5
CHAMARTÍN;Total;;142463.0;;;;;;;;;2014;5
TETUÁN;Total;;152094.0;;;;;;;;;2014;5
CHAMBERÍ;Total;;138370.0;;;;;;;;;2014;5
FUENCARRAL - EL PARDO;Total;;233726.0;;;;;;;;;2014;5
MONCLOA - ARAVACA;Total;;115861.0;;;;;;;;;2014;5
LATINA;Total;;237066.0;;;;;;;;;2014;5
CARABANCHEL;Total;;242571.0;;;;;;;;;2014;5
USERA;Total;;133451.0;;;;;;;;;2014;5
PUENTE DE VALLECAS;Total;;228226.0;;;;;;;;;2014;5
MORATALAZ;Total;;95785.0;;;;;;;;;2014;5
CIUDAD LINEAL;Total;;213956.0;;;;;;;;;2014;5
HORTALEZA;Total;;173822.0;;;;;;;;;2014;5
VILLAVERDE;Total;;142090.0;;;;;;;;;2014;5
VILLA DE VALLECAS;Total;;99275.0;;;;;;;;;2014;5
VICÁLVARO;Total;;69789.0;;;;;;;;;2014;5
SAN BLAS-CANILLEJAS;Total;;153363.0;;;;;;;;;2014;5
BARAJAS;Total;;45776.0;;;;;;;;;2014;5
CENTRO;Total;;132356.0;;;;;;;;;2014;6
ARGANZUELA;Total;;151146.0;;;;;;;;;2014;6
RETIRO;Total;;118685.0;;;;;;;;;2014;6
SALAMANCA;Total;;143093.0;;;;;;;;;2014;6
CHAMARTÍN;Total;;142290.0;;;;;;;;;2014;6
TETUÁN;Total;;151921.0;;;;;;;;;2014;6
CHAMBERÍ;Total;;138147.0;;;;;;;;;2014;6
FUENCARRAL - EL PARDO;Total;;233744.0;;;;;;;;;2014;6
MONCLOA - ARAVACA;Total;;115719.0;;;;;;;;;2014;6
LATINA;Total;;236798.0;;;;;;;;;2014;6
CARABANCHEL;Total;;242366.0;;;;;;;;;2014;6
USERA;Total;;133367.0;;;;;;;;;2014;6
PUENTE DE VALLECAS;Total;;227939.0;;;;;;;;;2014;6
MORATALAZ;Total;;95728.0;;;;;;;;;2014;6
CIUDAD LINEAL;Total;;213842.0;;;;;;;;;2014;6
HORTALEZA;Total;;173866.0;;;;;;;;;2014;6
VILLAVERDE;Total;;142052.0;;;;;;;;;2014;6
VILLA DE VALLECAS;Total;;99346.0;;;;;;;;;2014;6
VICÁLVARO;Total;;69741.0;;;;;;;;;2014;6
SAN BLAS-CANILLEJAS;Total;;153240.0;;;;;;;;;2014;6
BARAJAS;Total;;45758.0;;;;;;;;;2014;6
CENTRO;Total;;131841.0;;;;;;;;;2014;7
ARGANZUELA;Total;;150786.0;;;;;;;;;2014;7
RETIRO;Total;;118415.0;;;;;;;;;2014;7
SALAMANCA;Total;;142746.0;;;;;;;;;2014;7
CHAMARTÍN;Total;;141908.0;;;;;;;;;2014;7
TETUÁN;Total;;151470.0;;;;;;;;;2014;7
CHAMBERÍ;Total;;137792.0;;;;;;;;;2014;7
FUENCARRAL - EL PARDO;Total;;233541.0;;;;;;;;;2014;7
MONCLOA - ARAVACA;Total;;115778.0;;;;;;;;;2014;7
LATINA;Total;;236126.0;;;;;;;;;2014;7
CARABANCHEL;Total;;241729.0;;;;;;;;;2014;7
USERA;Total;;133018.0;;;;;;;;;2014;7
PUENTE DE VALLECAS;Total;;227418.0;;;;;;;;;2014;7
MORATALAZ;Total;;95560.0;;;;;;;;;2014;7
CIUDAD LINEAL;Total;;213381.0;;;;;;;;;2014;7
HORTALEZA;Total;;173771.0;;;;;;;;;2014;7
VILLAVERDE;Total;;141687.0;;;;;;;;;2014;7
VILLA DE VALLECAS;Total;;99306.0;;;;;;;;;2014;7
VICÁLVARO;Total;;69580.0;;;;;;;;;2014;7
SAN BLAS-CANILLEJAS;Total;;153027.0;;;;;;;;;2014;7
BARAJAS;Total;;45727.0;;;;;;;;;2014;7
CENTRO;Total;;131939.0;;;;;;;;;2014;8
ARGANZUELA;Total;;150770.0;;;;;;;;;2014;8
RETIRO;Total;;118383.0;;;;;;;;;2014;8
SALAMANCA;Total;;142749.0;;;;;;;;;2014;8
CHAMARTÍN;Total;;141891.0;;;;;;;;;2014;8
TETUÁN;Total;;151633.0;;;;;;;;;2014;8
CHAMBERÍ;Total;;137779.0;;;;;;;;;2014;8
FUENCARRAL - EL PARDO;Total;;233551.0;;;;;;;;;2014;8
MONCLOA - ARAVACA;Total;;115806.0;;;;;;;;;2014;8
LATINA;Total;;235900.0;;;;;;;;;2014;8
