col_0;col_1;col_2;Total Total;Total Españoles;Total Extranjeros;Hombres Total;Hombres Españoles;Hombres Extranjeros;Mujeres Total;Mujeres Españoles;Mujeres Extranjeros;Año;Mes
CARABANCHEL;Total;;241779.0;;;;;;;;;2014;8
USERA;Total;;133181.0;;;;;;;;;2014;8
PUENTE DE VALLECAS;Total;;227493.0;;;;;;;;;2014;8
MORATALAZ;Total;;95549.0;;;;;;;;;2014;8
CIUDAD LINEAL;Total;;213330.0;;;;;;;;;2014;8
HORTALEZA;Total;;174152.0;;;;;;;;;2014;8
VILLAVERDE;Total;;141772.0;;;;;;;;;2014;8
VILLA DE VALLECAS;Total;;99434.0;;;;;;;;;2014;8
VICÁLVARO;Total;;69659.0;;;;;;;;;2014;8
SAN BLAS-CANILLEJAS;Total;;153028.0;;;;;;;;;2014;8
BARAJAS;Total;;45757.0;;;;;;;;;2014;8
CENTRO;Total;;132348.0;;;;;;;;;2014;9
ARGANZUELA;Total;;151090.0;;;;;;;;;2014;9
RETIRO;Total;;118548.0;;;;;;;;;2014;9
SALAMANCA;Total;;143198.0;;;;;;;;;2014;9
CHAMARTÍN;Total;;142048.0;;;;;;;;;2014;9
TETUÁN;Total;;151834.0;;;;;;;;;2014;9
CHAMBERÍ;Total;;138109.0;;;;;;;;;2014;9
FUENCARRAL - EL PARDO;Total;;233874.0;;;;;;;;;2014;9
MONCLOA - ARAVACA;Total;;116375.0;;;;;;;;;2014;9
LATINA;Total;;236149.0;;;;;;;;;2014;9
CARABANCHEL;Total;;242230.0;;;;;;;;;2014;9
USERA;Total;;133522.0;;;;;;;;;2014;9
PUENTE DE VALLECAS;Total;;228100.0;;;;;;;;;2014;9
MORATALAZ;Total;;95582.0;;;;;;;;;2014;9
CIUDAD LINEAL;Total;;213527.0;;;;;;;;;2014;9
HORTALEZA;Total;;174714.0;;;;;;;;;2014;9
VILLAVERDE;Total;;142099.0;;;;;;;;;2014;9
VILLA DE VALLECAS;Total;;99677.0;;;;;;;;;2014;9
VICÁLVARO;Total;;69740.0;;;;;;;;;2014;9
SAN BLAS-CANILLEJAS;Total;;153397.0;;;;;;;;;2014;9
BARAJAS;Total;;45884.0;;;;;;;;;2014;9
CENTRO;Total;;132400.0;;;;;;;;;2014;10
ARGANZUELA;Total;;151011.0;;;;;;;;;2014;10
RETIRO;Total;;118499.0;;;;;;;;;2014;10
SALAMANCA;Total;;143461.0;;;;;;;;;2014;10
CHAMARTÍN;Total;;142127.0;;;;;;;;;2014;10
TETUÁN;Total;;151815.0;;;;;;;;;2014;10
CHAMBERÍ;Total;;138338.0;;;;;;;;;2014;10
FUENCARRAL - EL PARDO;Total;;233905.0;;;;;;;;;2014;10
MONCLOA - ARAVACA;Total;;116572.0;;;;;;;;;2014;10
LATINA;Total;;235684.0;;;;;;;;;2014;10
CARABANCHEL;Total;;241592.0;;;;;;;;;2014;10
USERA;Total;;133426.0;;;;;;;;;2014;10
PUENTE DE VALLECAS;Total;;227700.0;;;;;;;;;2014;10
MORATALAZ;Total;;95336.0;;;;;;;;;2014;10
CIUDAD LINEAL;Total;;213129.0;;;;;;;;;2014;10
HORTALEZA;Total;;174825.0;;;;;;;;;2014;10
VILLAVERDE;Total;;141784.0;;;;;;;;;2014;10
VILLA DE VALLECAS;Total;;99674.0;;;;;;;;;2014;10
VICÁLVARO;Total;;69641.0;;;;;;;;;2014;10
SAN BLAS-CANILLEJAS;Total;;153233.0;;;;;;;;;2014;10
BARAJAS;Total;;45852.0;;;;;;;;;2014;10
CENTRO;Total;;132899.0;;;;;;;;;2014;11
ARGANZUELA;Total;;151249.0;;;;;;;;;2014;11
RETIRO;Total;;118665.0;;;;;;;;;2014;11
SALAMANCA;Total;;143768.0;;;;;;;;;2014;11
CHAMARTÍN;Total;;142236.0;;;;;;;;;2014;11
TETUÁN;Total;;152236.0;;;;;;;;;2014;11
CHAMBERÍ;Total;;138564.0;;;;;;;;;2014;11
FUENCARRAL - EL PARDO;Total;;234148.0;;;;;;;;;2014;11
MONCLOA - ARAVACA;Total;;116836.0;;;;;;;;;2014;11
LATINA;Total;;235935.0;;;;;;;;;2014;11
CARABANCHEL;Total;;242042.0;;;;;;;;;2014;11
USERA;Total;;133626.0;;;;;;;;;2014;11
PUENTE DE VALLECAS;Total;;227841.0;;;;;;;;;2014;11
MORATALAZ;Total;;95347.0;;;;;;;;;2014;11
CIUDAD LINEAL;Total;;213345.0;;;;;;;;;2014;11
HORTALEZA;Total;;175241.0;;;;;;;;;2014;11
VILLAVERDE;Total;;141771.0;;;;;;;;;2014;11
VILLA DE VALLECAS;Total;;99913.0;;;;;;;;;2014;11
VICÁLVARO;Total;;69694.0;;;;;;;;;2014;11
SAN BLAS-CANILLEJAS;Total;;153394.0;;;;;;;;;2014;11
BARAJAS;Total;;45952.0;;;;;;;;;2014;11
CENTRO;Total;;131568.0;;;;;;;;;2014;12
ARGANZUELA;Total;;150467.0;;;;;;;;;2014;12
RETIRO;Total;;118212.0;;;;;;;;;2014;12
SALAMANCA;Total;;142843.0;;;;;;;;;2014;12
CHAMARTÍN;Total;;141738.0;;;;;;;;;2014;12
TETUÁN;Total;;151313.0;;;;;;;;;2014;12
CHAMBERÍ;Total;;137767.0;;;;;;;;;2014;12
FUENCARRAL - EL PARDO;Total;;233341.0;;;;;;;;;2014;12
MONCLOA - ARAVACA;Total;;116280.0;;;;;;;;;2014;12
LATINA;Total;;234839.0;;;;;;;;;2014;12
CARABANCHEL;Total;;240853.0;;;;;;;;;2014;12
USERA;Total;;133035.0;;;;;;;;;2014;12
PUENTE DE VALLECAS;Total;;226744.0;;;;;;;;;2014;12
MORATALAZ;Total;;95031.0;;;;;;;;;2014;12
CIUDAD LINEAL;Total;;212264.0;;;;;;;;;2014;12
HORTALEZA;Total;;174640.0;;;;;;;;;2014;12
VILLAVERDE;Total;;140974.0;;;;;;;;;2014;12
VILLA DE VALLECAS;Total;;99702.0;;;;;;;;;2014;12
VICÁLVARO;Total;;69460.0;;;;;;;;;2014;12
SAN BLAS-CANILLEJAS;Total;;152780.0;;;;;;;;;2014;12
BARAJAS;Total;;45812.0;;;;;;;;;2014;12
CENTRO;Total;;131990.0;;;;;;;;;2015;1
ARGANZUELA;Total;;150884.0;;;;;;;;;2015;1
RETIRO;Total;;118500.0;;;;;;;;;2015;1
SALAMANCA;Total;;143152.0;;;;;;;;;2015;1
CHAMARTÍN;Total;;142039.0;;;;;;;;;2015;1
TETUÁN;Total;;151641.0;;;;;;;;;2015;1
CHAMBERÍ;Total;;137985.0;;;;;;;;;2015;1
FUENCARRAL - EL PARDO;Total;;233978.0;;;;;;;;;2015;1
MONCLOA - ARAVACA;Total;;116492.0;;;;;;;;;2015;1
LATINA;Total;;235093.0;;;;;;;;;2015;1
CARABANCHEL;Total;;241319.0;;;;;;;;;2015;1
USERA;Total;;133429.0;;;;;;;;;2015;1
PUENTE DE VALLECAS;Total;;227263.0;;;;;;;;;2015;1
MORATALAZ;Total;;95089.0;;;;;;;;;2015;1
CIUDAD LINEAL;Total;;212492.0;;;;;;;;;2015;1
HORTALEZA;Total;;175293.0;;;;;;;;;2015;1
VILLAVERDE;Total;;141279.0;;;;;;;;;2015;1
VILLA DE VALLECAS;Total;;100039.0;;;;;;;;;2015;1
VICÁLVARO;Total;;69614.0;;;;;;;;;2015;1
SAN BLAS-CANILLEJAS;Total;;153131.0;;;;;;;;;2015;1
BARAJAS;Total;;45870.0;;;;;;;;;2015;1
CENTRO;Total;;131525.0;;;;;;;;;2015;2
ARGANZUELA;Total;;150726.0;;;;;;;;;2015;2
RETIRO;Total;;118404.0;;;;;;;;;2015;2
SALAMANCA;Total;;142863.0;;;;;;;;;2015;2
CHAMARTÍN;Total;;142132.0;;;;;;;;;2015;2
TETUÁN;Total;;151681.0;;;;;;;;;2015;2
CHAMBERÍ;Total;;137716.0;;;;;;;;;2015;2
FUENCARRAL - EL PARDO;Total;;233907.0;;;;;;;;;2015;2
MONCLOA - ARAVACA;Total;;116397.0;;;;;;;;;2015;2
LATINA;Total;;234844.0;;;;;;;;;2015;2
CARABANCHEL;Total;;241175.0;;;;;;;;;2015;2
USERA;Total;;133370.0;;;;;;;;;2015;2
PUENTE DE VALLECAS;Total;;226920.0;;;;;;;;;2015;2
MORATALAZ;Total;;94945.0;;;;;;;;;2015;2
CIUDAD LINEAL;Total;;212199.0;;;;;;;;;2015;2
HORTALEZA;Total;;175553.0;;;;;;;;;2015;2
VILLAVERDE;Total;;141310.0;;;;;;;;;2015;2
VILLA DE VALLECAS;Total;;100251.0;;;;;;;;;2015;2
VICÁLVARO;Total;;69586.0;;;;;;;;;2015;2
SAN BLAS-CANILLEJAS;Total;;153056.0;;;;;;;;;2015;2
BARAJAS;Total;;45950.0;;;;;;;;;2015;2
CENTRO;Total;;131995.0;;;;;;;;;2015;3
ARGANZUELA;Total;;150814.0;;;;;;;;;2015;3
RETIRO;Total;;118598.0;;;;;;;;;2015;3
SALAMANCA;Total;;143096.0;;;;;;;;;2015;3
CHAMARTÍN;Total;;142369.0;;;;;;;;;2015;3
TETUÁN;Total;;152015.0;;;;;;;;;2015;3
CHAMBERÍ;Total;;137762.0;;;;;;;;;2015;3
FUENCARRAL - EL PARDO;Total;;234509.0;;;;;;;;;2015;3
MONCLOA - ARAVACA;Total;;116652.0;;;;;;;;;2015;3
LATINA;Total;;235147.0;;;;;;;;;2015;3
CARABANCHEL;Total;;241704.0;;;;;;;;;2015;3
USERA;Total;;133485.0;;;;;;;;;2015;3
PUENTE DE VALLECAS;Total;;227262.0;;;;;;;;;2015;3
MORATALAZ;Total;;94987.0;;;;;;;;;2015;3
CIUDAD LINEAL;Total;;212468.0;;;;;;;;;2015;3
HORTALEZA;Total;;176062.0;;;;;;;;;2015;3
VILLAVERDE;Total;;141304.0;;;;;;;;;2015;3
VILLA DE VALLECAS;Total;;100716.0;;;;;;;;;2015;3
VICÁLVARO;Total;;69803.0;;;;;;;;;2015;3
SAN BLAS-CANILLEJAS;Total;;153233.0;;;;;;;;;2015;3
BARAJAS;Total;;46164.0;;;;;;;;;2015;3
CENTRO;Total;;131508.0;;;;;;;;;2015;4
ARGANZUELA;Total;;150706.0;;;;;;;;;2015;4
RETIRO;Total;;118371.0;;;;;;;;;2015;4
SALAMANCA;Total;;142804.0;;;;;;;;;2015;4
CHAMARTÍN;Total;;142186.0;;;;;;;;;2015;4
TETUÁN;Total;;151750.0;;;;;;;;;2015;4
CHAMBERÍ;Total;;137282.0;;;;;;;;;2015;4
FUENCARRAL - EL PARDO;Total;;234502.0;;;;;;;;;2015;4
MONCLOA - ARAVACA;Total;;116467.0;;;;;;;;;2015;4
LATINA;Total;;234795.0;;;;;;;;;2015;4
CARABANCHEL;Total;;241556.0;;;;;;;;;2015;4
USERA;Total;;133335.0;;;;;;;;;2015;4
PUENTE DE VALLECAS;Total;;226869.0;;;;;;;;;2015;4
MORATALAZ;Total;;94768.0;;;;;;;;;2015;4
CIUDAD LINEAL;Total;;212273.0;;;;;;;;;2015;4
HORTALEZA;Total;;175937.0;;;;;;;;;2015;4
VILLAVERDE;Total;;141142.0;;;;;;;;;2015;4
VILLA DE VALLECAS;Total;;100716.0;;;;;;;;;2015;4
VICÁLVARO;Total;;69630.0;;;;;;;;;2015;4
SAN BLAS-CANILLEJAS;Total;;153065.0;;;;;;;;;2015;4
BARAJAS;Total;;46076.0;;;;;;;;;2015;4
CENTRO;Total;;131805.0;;;;;;;;;2015;5
ARGANZUELA;Total;;151061.0;;;;;;;;;2015;5
RETIRO;Total;;118390.0;;;;;;;;;2015;5
SALAMANCA;Total;;143123.0;;;;;;;;;2015;5
CHAMARTÍN;Total;;142334.0;;;;;;;;;2015;5
TETUÁN;Total;;152142.0;;;;;;;;;2015;5
CHAMBERÍ;Total;;137454.0;;;;;;;;;2015;5
FUENCARRAL - EL PARDO;Total;;234883.0;;;;;;;;;2015;5
MONCLOA - ARAVACA;Total;;116581.0;;;;;;;;;2015;5
LATINA;Total;;234842.0;;;;;;;;;2015;5
CARABANCHEL;Total;;242032.0;;;;;;;;;2015;5
USERA;Total;;133579.0;;;;;;;;;2015;5
PUENTE DE VALLECAS;Total;;227183.0;;;;;;;;;2015;5
MORATALAZ;Total;;94785.0;;;;;;;;;2015;5
CIUDAD LINEAL;Total;;212626.0;;;;;;;;;2015;5
HORTALEZA;Total;;176320.0;;;;;;;;;2015;5
VILLAVERDE;Total;;141457.0;;;;;;;;;2015;5
VILLA DE VALLECAS;Total;;101011.0;;;;;;;;;2015;5
VICÁLVARO;Total;;69709.0;;;;;;;;;2015;5
SAN BLAS-CANILLEJAS;Total;;153303.0;;;;;;;;;2015;5
BARAJAS;Total;;46166.0;;;;;;;;;2015;5
CENTRO;Total;;132086.0;;;;;;;;;2015;6
ARGANZUELA;Total;;151226.0;;;;;;;;;2015;6
RETIRO;Total;;118553.0;;;;;;;;;2015;6
SALAMANCA;Total;;143143.0;;;;;;;;;2015;6
CHAMARTÍN;Total;;142329.0;;;;;;;;;2015;6
TETUÁN;Total;;152411.0;;;;;;;;;2015;6
CHAMBERÍ;Total;;137561.0;;;;;;;;;2015;6
FUENCARRAL - EL PARDO;Total;;235214.0;;;;;;;;;2015;6
MONCLOA - ARAVACA;Total;;116633.0;;;;;;;;;2015;6
LATINA;Total;;234903.0;;;;;;;;;2015;6
CARABANCHEL;Total;;242274.0;;;;;;;;;2015;6
USERA;Total;;133973.0;;;;;;;;;2015;6
PUENTE DE VALLECAS;Total;;227652.0;;;;;;;;;2015;6
MORATALAZ;Total;;94852.0;;;;;;;;;2015;6
CIUDAD LINEAL;Total;;212898.0;;;;;;;;;2015;6
HORTALEZA;Total;;176694.0;;;;;;;;;2015;6
VILLAVERDE;Total;;141801.0;;;;;;;;;2015;6
VILLA DE VALLECAS;Total;;101289.0;;;;;;;;;2015;6
VICÁLVARO;Total;;69830.0;;;;;;;;;2015;6
SAN BLAS-CANILLEJAS;Total;;153532.0;;;;;;;;;2015;6
BARAJAS;Total;;46284.0;;;;;;;;;2015;6
CENTRO;Total;;131349.0;;;;;;;;;2015;7
ARGANZUELA;Total;;150945.0;;;;;;;;;2015;7
RETIRO;Total;;118319.0;;;;;;;;;2015;7
SALAMANCA;Total;;142442.0;;;;;;;;;2015;7
CHAMARTÍN;Total;;142027.0;;;;;;;;;2015;7
TETUÁN;Total;;151968.0;;;;;;;;;2015;7
CHAMBERÍ;Total;;137097.0;;;;;;;;;2015;7
FUENCARRAL - EL PARDO;Total;;234968.0;;;;;;;;;2015;7
MONCLOA - ARAVACA;Total;;116523.0;;;;;;;;;2015;7
LATINA;Total;;234210.0;;;;;;;;;2015;7
CARABANCHEL;Total;;241583.0;;;;;;;;;2015;7
USERA;Total;;133596.0;;;;;;;;;2015;7
PUENTE DE VALLECAS;Total;;226853.0;;;;;;;;;2015;7
MORATALAZ;Total;;94721.0;;;;;;;;;2015;7
CIUDAD LINEAL;Total;;212263.0;;;;;;;;;2015;7
HORTALEZA;Total;;176421.0;;;;;;;;;2015;7
VILLAVERDE;Total;;141297.0;;;;;;;;;2015;7
VILLA DE VALLECAS;Total;;101226.0;;;;;;;;;2015;7
VICÁLVARO;Total;;69710.0;;;;;;;;;2015;7
SAN BLAS-CANILLEJAS;Total;;153331.0;;;;;;;;;2015;7
BARAJAS;Total;;46163.0;;;;;;;;;2015;7
CENTRO;Total;;131525.0;;;;;;;;;2015;8
ARGANZUELA;Total;;150911.0;;;;;;;;;2015;8
RETIRO;Total;;118263.0;;;;;;;;;2015;8
SALAMANCA;Total;;142469.0;;;;;;;;;2015;8
CHAMARTÍN;Total;;142110.0;;;;;;;;;2015;8
TETUÁN;Total;;152062.0;;;;;;;;;2015;8
CHAMBERÍ;Total;;137014.0;;;;;;;;;2015;8
FUENCARRAL - EL PARDO;Total;;234972.0;;;;;;;;;2015;8
MONCLOA - ARAVACA;Total;;116496.0;;;;;;;;;2015;8
LATINA;Total;;234277.0;;;;;;;;;2015;8
CARABANCHEL;Total;;241606.0;;;;;;;;;2015;8
USERA;Total;;133794.0;;;;;;;;;2015;8
PUENTE DE VALLECAS;Total;;226859.0;;;;;;;;;2015;8
MORATALAZ;Total;;94652.0;;;;;;;;;2015;8
CIUDAD LINEAL;Total;;212215.0;;;;;;;;;2015;8
HORTALEZA;Total;;176763.0;;;;;;;;;2015;8
VILLAVERDE;Total;;141342.0;;;;;;;;;2015;8
VILLA DE VALLECAS;Total;;101409.0;;;;;;;;;2015;8
VICÁLVARO;Total;;69735.0;;;;;;;;;2015;8
SAN BLAS-CANILLEJAS;Total;;153307.0;;;;;;;;;2015;8
BARAJAS;Total;;46198.0;;;;;;;;;2015;8
CENTRO;Total;;132428.0;;;;;;;;;2015;9
ARGANZUELA;Total;;151414.0;;;;;;;;;2015;9
RETIRO;Total;;118592.0;;;;;;;;;2015;9
SALAMANCA;Total;;143227.0;;;;;;;;;2015;9
CHAMARTÍN;Total;;142592.0;;;;;;;;;2015;9
TETUÁN;Total;;152661.0;;;;;;;;;2015;9
CHAMBERÍ;Total;;137665.0;;;;;;;;;2015;9
FUENCARRAL - EL PARDO;Total;;235678.0;;;;;;;;;2015;9
MONCLOA - ARAVACA;Total;;116835.0;;;;;;;;;2015;9
LATINA;Total;;234731.0;;;;;;;;;2015;9
CARABANCHEL;Total;;242616.0;;;;;;;;;2015;9
USERA;Total;;134181.0;;;;;;;;;2015;9
PUENTE DE VALLECAS;Total;;227601.0;;;;;;;;;2015;9
MORATALAZ;Total;;94862.0;;;;;;;;;2015;9
CIUDAD LINEAL;Total;;212908.0;;;;;;;;;2015;9
HORTALEZA;Total;;177698.0;;;;;;;;;2015;9
VILLAVERDE;Total;;141811.0;;;;;;;;;2015;9
VILLA DE VALLECAS;Total;;101885.0;;;;;;;;;2015;9
VICÁLVARO;Total;;69979.0;;;;;;;;;2015;9
SAN BLAS-CANILLEJAS;Total;;153813.0;;;;;;;;;2015;9
BARAJAS;Total;;46342.0;;;;;;;;;2015;9
CENTRO;Total;;133187.0;;;;;;;;;2015;10
ARGANZUELA;Total;;151816.0;;;;;;;;;2015;10
RETIRO;Total;;118661.0;;;;;;;;;2015;10
SALAMANCA;Total;;143802.0;;;;;;;;;2015;10
CHAMARTÍN;Total;;142878.0;;;;;;;;;2015;10
TETUÁN;Total;;152978.0;;;;;;;;;2015;10
CHAMBERÍ;Total;;138036.0;;;;;;;;;2015;10
FUENCARRAL - EL PARDO;Total;;236056.0;;;;;;;;;2015;10
MONCLOA - ARAVACA;Total;;117171.0;;;;;;;;;2015;10
LATINA;Total;;234949.0;;;;;;;;;2015;10
CARABANCHEL;Total;;242881.0;;;;;;;;;2015;10
USERA;Total;;134469.0;;;;;;;;;2015;10
PUENTE DE VALLECAS;Total;;227893.0;;;;;;;;;2015;10
MORATALAZ;Total;;95036.0;;;;;;;;;2015;10
CIUDAD LINEAL;Total;;213224.0;;;;;;;;;2015;10
HORTALEZA;Total;;177890.0;;;;;;;;;2015;10
VILLAVERDE;Total;;141954.0;;;;;;;;;2015;10
VILLA DE VALLECAS;Total;;102074.0;;;;;;;;;2015;10
VICÁLVARO;Total;;69994.0;;;;;;;;;2015;10
SAN BLAS-CANILLEJAS;Total;;153958.0;;;;;;;;;2015;10
BARAJAS;Total;;46393.0;;;;;;;;;2015;10
CENTRO;Total;;133095.0;;;;;;;;;2015;11
ARGANZUELA;Total;;151757.0;;;;;;;;;2015;11
RETIRO;Total;;118649.0;;;;;;;;;2015;11
SALAMANCA;Total;;143760.0;;;;;;;;;2015;11
CHAMARTÍN;Total;;142950.0;;;;;;;;;2015;11
TETUÁN;Total;;152876.0;;;;;;;;;2015;11
CHAMBERÍ;Total;;138037.0;;;;;;;;;2015;11
FUENCARRAL - EL PARDO;Total;;235929.0;;;;;;;;;2015;11
MONCLOA - ARAVACA;Total;;117079.0;;;;;;;;;2015;11
LATINA;Total;;234829.0;;;;;;;;;2015;11
CARABANCHEL;Total;;242638.0;;;;;;;;;2015;11
USERA;Total;;134374.0;;;;;;;;;2015;11
PUENTE DE VALLECAS;Total;;227667.0;;;;;;;;;2015;11
MORATALAZ;Total;;94859.0;;;;;;;;;2015;11
CIUDAD LINEAL;Total;;213012.0;;;;;;;;;2015;11
HORTALEZA;Total;;177938.0;;;;;;;;;2015;11
VILLAVERDE;Total;;141768.0;;;;;;;;;2015;11
VILLA DE VALLECAS;Total;;102111.0;;;;;;;;;2015;11
VICÁLVARO;Total;;69944.0;;;;;;;;;2015;11
SAN BLAS-CANILLEJAS;Total;;153784.0;;;;;;;;;2015;11
BARAJAS;Total;;46340.0;;;;;;;;;2015;11
CENTRO;Total;;133133.0;;;;;;;;;2015;12
ARGANZUELA;Total;;151901.0;;;;;;;;;2015;12
RETIRO;Total;;118831.0;;;;;;;;;2015;12
SALAMANCA;Total;;143719.0;;;;;;;;;2015;12
CHAMARTÍN;Total;;143069.0;;;;;;;;;2015;12
TETUÁN;Total;;153076.0;;;;;;;;;2015;12
CHAMBERÍ;Total;;138053.0;;;;;;;;;2015;12
FUENCARRAL - EL PARDO;Total;;236059.0;;;;;;;;;2015;12
MONCLOA - ARAVACA;Total;;117035.0;;;;;;;;;2015;12
LATINA;Total;;234683.0;;;;;;;;;2015;12
CARABANCHEL;Total;;242743.0;;;;;;;;;2015;12
USERA;Total;;134400.0;;;;;;;;;2015;12
PUENTE DE VALLECAS;Total;;227852.0;;;;;;;;;2015;12
MORATALAZ;Total;;94875.0;;;;;;;;;2015;12
CIUDAD LINEAL;Total;;213048.0;;;;;;;;;2015;12
HORTALEZA;Total;;178130.0;;;;;;;;;2015;12
VILLAVERDE;Total;;141855.0;;;;;;;;;2015;12
VILLA DE VALLECAS;Total;;102296.0;;;;;;;;;2015;12
VICÁLVARO;Total;;69958.0;;;;;;;;;2015;12
SAN BLAS-CANILLEJAS;Total;;153856.0;;;;;;;;;2015;12
BARAJAS;Total;;46373.0;;;;;;;;;2015;12
CENTRO;Total;;133342.0;;;;;;;;;2016;1
ARGANZUELA;Total;;152313.0;;;;;;;;;2016;1
RETIRO;Total;;118980.0;;;;;;;;;2016;1
SALAMANCA;Total;;144050.0;;;;;;;;;2016;1
CHAMARTÍN;Total;;143376.0;;;;;;;;;2016;1
TETUÁN;Total;;153463.0;;;;;;;;;2016;1
CHAMBERÍ;Total;;138212.0;;;;;;;;;2016;1
FUENCARRAL - EL PARDO;Total;;236518.0;;;;;;;;;2016;1
MONCLOA - ARAVACA;Total;;117207.0;;;;;;;;;2016;1
LATINA;Total;;234975.0;;;;;;;;;2016;1
CARABANCHEL;Total;;243321.0;;;;;;;;;2016;1
USERA;Total;;134736.0;;;;;;;;;2016;1
PUENTE DE VALLECAS;Total;;228283.0;;;;;;;;;2016;1
MORATALAZ;Total;;95029.0;;;;;;;;;2016;1
CIUDAD LINEAL;Total;;213448.0;;;;;;;;;2016;1
HORTALEZA;Total;;178682.0;;;;;;;;;2016;1
VILLAVERDE;Total;;142163.0;;;;;;;;;2016;1
VILLA DE VALLECAS;Total;;102742.0;;;;;;;;;2016;1
VICÁLVARO;Total;;70010.0;;;;;;;;;2016;1
SAN BLAS-CANILLEJAS;Total;;154017.0;;;;;;;;;2016;1
BARAJAS;Total;;46530.0;;;;;;;;;2016;1
CENTRO;Total;;132684.0;;;;;;;;;2016;2
ARGANZUELA;Total;;152034.0;;;;;;;;;2016;2
RETIRO;Total;;118892.0;;;;;;;;;2016;2
SALAMANCA;Total;;143728.0;;;;;;;;;2016;2
CHAMARTÍN;Total;;142998.0;;;;;;;;;2016;2
TETUÁN;Total;;153113.0;;;;;;;;;2016;2
CHAMBERÍ;Total;;137845.0;;;;;;;;;2016;2
FUENCARRAL - EL PARDO;Total;;236299.0;;;;;;;;;2016;2
MONCLOA - ARAVACA;Total;;116889.0;;;;;;;;;2016;2
LATINA;Total;;234479.0;;;;;;;;;2016;2
CARABANCHEL;Total;;242997.0;;;;;;;;;2016;2
USERA;Total;;134425.0;;;;;;;;;2016;2
PUENTE DE VALLECAS;Total;;227661.0;;;;;;;;;2016;2
MORATALAZ;Total;;94698.0;;;;;;;;;2016;2
CIUDAD LINEAL;Total;;212901.0;;;;;;;;;2016;2
HORTALEZA;Total;;178692.0;;;;;;;;;2016;2
VILLAVERDE;Total;;141880.0;;;;;;;;;2016;2
VILLA DE VALLECAS;Total;;102692.0;;;;;;;;;2016;2
VICÁLVARO;Total;;69862.0;;;;;;;;;2016;2
SAN BLAS-CANILLEJAS;Total;;153859.0;;;;;;;;;2016;2
BARAJAS;Total;;46536.0;;;;;;;;;2016;2
CENTRO;Total;;132819.0;;;;;;;;;2016;3
ARGANZUELA;Total;;152302.0;;;;;;;;;2016;3
RETIRO;Total;;119034.0;;;;;;;;;2016;3
SALAMANCA;Total;;143944.0;;;;;;;;;2016;3
CHAMARTÍN;Total;;143201.0;;;;;;;;;2016;3
TETUÁN;Total;;153620.0;;;;;;;;;2016;3
CHAMBERÍ;Total;;137898.0;;;;;;;;;2016;3
FUENCARRAL - EL PARDO;Total;;236889.0;;;;;;;;;2016;3
MONCLOA - ARAVACA;Total;;117045.0;;;;;;;;;2016;3
LATINA;Total;;234801.0;;;;;;;;;2016;3
CARABANCHEL;Total;;243504.0;;;;;;;;;2016;3
USERA;Total;;134689.0;;;;;;;;;2016;3
PUENTE DE VALLECAS;Total;;228073.0;;;;;;;;;2016;3
MORATALAZ;Total;;94831.0;;;;;;;;;2016;3
CIUDAD LINEAL;Total;;213183.0;;;;;;;;;2016;3
HORTALEZA;Total;;179180.0;;;;;;;;;2016;3
VILLAVERDE;Total;;142373.0;;;;;;;;;2016;3
VILLA DE VALLECAS;Total;;103024.0;;;;;;;;;2016;3
VICÁLVARO;Total;;69973.0;;;;;;;;;2016;3
SAN BLAS-CANILLEJAS;Total;;154115.0;;;;;;;;;2016;3
BARAJAS;Total;;46667.0;;;;;;;;;2016;3
CENTRO;Total;;133203.0;;;;;;;;;2016;4
ARGANZUELA;Total;;152599.0;;;;;;;;;2016;4
RETIRO;Total;;119210.0;;;;;;;;;2016;4
SALAMANCA;Total;;144347.0;;;;;;;;;2016;4
CHAMARTÍN;Total;;143540.0;;;;;;;;;2016;4
TETUÁN;Total;;154099.0;;;;;;;;;2016;4
CHAMBERÍ;Total;;138299.0;;;;;;;;;2016;4
FUENCARRAL - EL PARDO;Total;;237643.0;;;;;;;;;2016;4
MONCLOA - ARAVACA;Total;;117284.0;;;;;;;;;2016;4
LATINA;Total;;235262.0;;;;;;;;;2016;4
CARABANCHEL;Total;;244213.0;;;;;;;;;2016;4
USERA;Total;;135224.0;;;;;;;;;2016;4
PUENTE DE VALLECAS;Total;;228659.0;;;;;;;;;2016;4
MORATALAZ;Total;;94977.0;;;;;;;;;2016;4
CIUDAD LINEAL;Total;;213671.0;;;;;;;;;2016;4
HORTALEZA;Total;;179742.0;;;;;;;;;2016;4
VILLAVERDE;Total;;142699.0;;;;;;;;;2016;4
VILLA DE VALLECAS;Total;;103313.0;;;;;;;;;2016;4
VICÁLVARO;Total;;70098.0;;;;;;;;;2016;4
SAN BLAS-CANILLEJAS;Total;;154496.0;;;;;;;;;2016;4
BARAJAS;Total;;46846.0;;;;;;;;;2016;4
CENTRO;Total;;132364.0;;;;;;;;;2016;5
ARGANZUELA;Total;;152181.0;;;;;;;;;2016;5
RETIRO;Total;;118922.0;;;;;;;;;2016;5
SALAMANCA;Total;;143709.0;;;;;;;;;2016;5
CHAMARTÍN;Total;;143008.0;;;;;;;;;2016;5
TETUÁN;Total;;153648.0;;;;;;;;;2016;5
CHAMBERÍ;Total;;137650.0;;;;;;;;;2016;5
FUENCARRAL - EL PARDO;Total;;237457.0;;;;;;;;;2016;5
MONCLOA - ARAVACA;Total;;117024.0;;;;;;;;;2016;5
