"LOCATIONID";"LOCATIONNAME";"MUNICIPALITY";"PERIOD";"PRICE_SALE";"PRICE_RENT";"UNITPRICE_SALE";"UNITPRICE_RENT";"GROSS_YIELD";"GROSS_YIELD_MA12";"GROSS_YIELD_VOLATILITY";"VIEWS_PER_AD_SALE";"VIEWS_PER_AD_RENT";"LEADS_PER_AD_SALE";"LEADS_PER_AD_RENT";"NET_HOUSEHOLD_INCOME";"EFFORTRATE_SALE";"EFFORTRATE_RENT"
"0-EU-ES-28-07-001-079-01";"Centro";"Madrid";201501;309776.494726716;858.385527360874;3453.16501718146;14.0497860038756;4.88240298994223;;;59.0520995316792;121.722430917517;0.565912071916689;1.9165340418033;;;
"0-EU-ES-28-07-001-079-01";"Centro";"Madrid";201502;313206.916240195;863.342084211777;3482.54204816068;14.1384699302387;4.87177575508305;;;69.540385217081;129.331809299348;0.729357726419625;2.03776003087751;;;
"0-EU-ES-28-07-001-079-01";"Centro";"Madrid";201503;318908.462134535;863.161845780835;3513.20904901357;14.1833772166982;4.8445886431998;;;79.233866070546;140.973994750551;0.851813991872201;2.27964619470602;32322.7636999494;56.672277410883;42.7345877704164
"0-EU-ES-28-07-001-079-01";"Centro";"Madrid";201504;321714.75786396;874.381688106969;3538.709809184;14.212698938718;4.81962060923962;;;45.4170307002951;79.6347722757652;0.666946181006531;1.90076115544425;;;
"0-EU-ES-28-07-001-079-01";"Centro";"Madrid";201505;325996.582712219;891.279041007774;3551.18665561208;14.3148160357683;4.83719412939763;;;64.7711579327859;113.648094491278;0.70229286336212;2.14605125337517;;;
"0-EU-ES-28-07-001-079-01";"Centro";"Madrid";201506;329650.484185675;902.543942941644;3574.81289173794;14.4705640088001;4.85750648675714;;;56.0501018599623;116.56778553684;0.627341327349703;2.34994493603211;33811.0431695172;55.1388965105169;41.3606908137529
"0-EU-ES-28-07-001-079-01";"Centro";"Madrid";201507;331036.811200057;921.9195742679;3568.70797170098;14.6493279990179;4.92592662056419;;;49.0112168035203;111.105164860884;0.551078077500942;2.47794406469941;;;
"0-EU-ES-28-07-001-079-01";"Centro";"Madrid";201508;333946.756390047;948.955338909187;3574.25519204866;14.8253999205641;4.97739499525773;;;66.1083928759475;127.298435941575;0.488939341146506;2.96746292580452;;;
"0-EU-ES-28-07-001-079-01";"Centro";"Madrid";201509;336749.295806883;1002.80157015308;3577.98888102345;14.8082616117403;4.96645308998431;;;81.5301383886339;178.471136645728;0.79185219299784;4.21270301560684;31228.0993629689;56.6597890960406;46.1890102348467
"0-EU-ES-28-07-001-079-01";"Centro";"Madrid";201510;336670.867302273;1080.07879741943;3583.14813612292;14.6923241820252;4.92047449578998;;;76.9672677760747;168.171283107902;0.822541587175774;3.94066483391667;;;
"0-EU-ES-28-07-001-079-01";"Centro";"Madrid";201511;336904.088908086;1110.98968832597;3576.5244513922;14.7849145061716;4.96065318398695;;;69.9750995221166;148.108653901119;0.793666513274767;3.44918309850868;;;
"0-EU-ES-28-07-001-079-01";"Centro";"Madrid";201512;338795.660604797;1091.79429543066;3576.93841319527;15.0475459893933;5.04818733268088;4.90934819432363;0.0661279229196533;58.9346591450289;124.912839920524;0.63177554474795;3.01772515058852;32758.6920601356;48.6512114039845;44.2954203531822
"0-EU-ES-28-07-001-079-01";"Centro";"Madrid";201601;340667.831566157;1076.92462487795;3586.30954234799;15.1428713089406;5.06689268066686;4.92472233521735;0.0783861578529492;74.8260971543877;172.21983487132;0.88931522605236;4.23043103779871;;;
"0-EU-ES-28-07-001-079-01";"Centro";"Madrid";201602;342915.526112251;1085.45675029977;3610.70653808506;15.400879367745;5.11840412571868;4.94527469943698;0.0928139610722226;80.3767084489874;169.642282628398;1.06220296462736;4.15619728231345;;;
"0-EU-ES-28-07-001-079-01";"Centro";"Madrid";201603;347349.43512841;1091.4840305939;3632.54217766551;15.7305031716661;5.19652708289558;4.97460290274496;0.110318301821271;69.5307718286378;139.469487535686;0.914315617804163;3.43030433596832;32684.7434071508;46.532945013295;46.2008952609176
"0-EU-ES-28-07-001-079-01";"Centro";"Madrid";201604;354847.59360091;1096.13978739145;3660.68390225518;15.8008836955158;5.17964974330012;5.00460533058334;0.113013450529816;80.5030561700244;157.408362269851;1.05034409686875;3.85759468278832;;;
"0-EU-ES-28-07-001-079-01";"Centro";"Madrid";201605;361808.672219898;1121.13122648532;3701.22615268161;15.9682157143817;5.17716509794327;5.03293624462881;0.110069354934708;73.1039232693017;153.592008590112;0.966393922743566;3.94674788902558;;;
"0-EU-ES-28-07-001-079-01";"Centro";"Madrid";201606;366551.075293509;1104.37495835919;3726.34911377342;16.1141403129744;5.18925301553079;5.06058178869328;0.104031715671953;69.5457557388458;149.793179300482;0.899714111663823;3.92529614613101;34114.6001007031;43.7622766391273;45.6696003737897
"0-EU-ES-28-07-001-079-01";"Centro";"Madrid";201607;368572.341693136;1062.47153316128;3755.42859184823;16.398454819668;5.23992010560824;5.08674791244695;0.10633492669015;59.7543697756716;133.571450466339;0.748023760067451;3.62322284293171;;;
"0-EU-ES-28-07-001-079-01";"Centro";"Madrid";201608;371445.692040187;1130.12758626908;3779.17058429905;16.8911262877792;5.363439170898;5.11891826041697;0.125122012502985;57.1007361918465;145.188161922301;0.741915489035262;4.43892639209212;;;
"0-EU-ES-28-07-001-079-01";"Centro";"Madrid";201609;372061.130317576;1191.54574641095;3800.88507101388;16.8972816713698;5.33474115286389;5.1496089323236;0.129066230013139;84.3202944370672;190.011069470571;1.21358293624895;6.08414588767888;35509.1020241326;42.4309748238855;46.3148490290376
"0-EU-ES-28-07-001-079-01";"Centro";"Madrid";201610;374337.643542685;1287.51885850736;3809.10660281152;17.0056234200838;5.35735809783802;5.18601589916094;0.120640174248485;86.8819998849684;165.355133775015;1.3608833039996;5.60024559003643;;;
"0-EU-ES-28-07-001-079-01";"Centro";"Madrid";201611;375067.416112782;1283.16569433238;3790.04090648149;17.2645166911552;5.46627873961904;5.22815136213028;0.122849080578544;90.4236477470224;150.935226847819;1.40100384351884;4.84522663246705;;;
"0-EU-ES-28-07-001-079-01";"Centro";"Madrid";201612;383497.955142257;1261.28713882456;3826.82087187781;17.5513469646224;5.50368492874138;5.26610949513532;0.131448537232614;82.9787876798769;133.496101825978;1.21737377106232;4.11375550587052;35931.5527754942;40.5490893206618;47.1060312937027
"0-EU-ES-28-07-001-079-01";"Centro";"Madrid";201701;395594.547643509;1269.96577448081;3868.07250795128;17.8259002815693;5.53016529393161;5.30471554624072;0.135245953363537;95.762424556768;138.20121550862;1.61708618784811;4.56766537397206;;;
"0-EU-ES-28-07-001-079-01";"Centro";"Madrid";201702;401514.37187841;1286.96910975224;3908.95463527723;17.8450642549308;5.47821069926493;5.33469942736957;0.130415310958793;116.230047905838;149.372237690115;1.92112647686296;4.45946478744955;;;
"0-EU-ES-28-07-001-079-01";"Centro";"Madrid";201703;429879.333075298;1409.22800855698;4017.40211470999;18.6810450232635;5.58003739427377;5.36665861998442;0.139325841496955;99.0615141981795;108.070274003853;1.54412938207223;3.2788570725201;33238.0800663771;45.0478057743812;53.6171229571829
"0-EU-ES-28-07-001-079-01";"Centro";"Madrid";201704;447666.132231082;1417.33482654971;4116.26784316491;18.7873162064577;5.47699525558935;5.39143741267519;0.129991753487598;87.8884415241639;101.051041841322;1.44709651721233;3.01397338229485;;;
"0-EU-ES-28-07-001-079-01";"Centro";"Madrid";201705;437692.021844153;1286.21320091058;4174.88401363308;18.0383027896257;5.18480591960543;5.3920741478137;0.128955210436722;91.142789651079;114.66289044374;1.61924641658558;3.71160324855419;;;
"0-EU-ES-28-07-001-079-01";"Centro";"Madrid";201706;434143.848837905;1236.19740274286;4226.94640719481;17.967689314154;5.10089911248573;5.38471132255995;0.142170470074528;90.0590892655057;109.096399877222;1.55536167196828;3.6965441252854;35017.7743296026;44.9680376311347;51.5606097423424
"0-EU-ES-28-07-001-079-01";"Centro";"Madrid";201707;443308.058465252;1240.71801118915;4311.62175001176;18.4541759821151;5.13612103809379;5.37606140026708;0.153428618009351;84.1009118880656;101.216137248139;1.36305063139661;3.43988727476775;;;
"0-EU-ES-28-07-001-079-01";"Centro";"Madrid";201708;444194.07256228;1272.40201529713;4373.14754555342;18.9247271673407;5.1929811112593;5.36185656196385;0.161612146889085;67.6422701952462;94.9636594657291;1.10893328295254;3.89091632096687;;;
"0-EU-ES-28-07-001-079-01";"Centro";"Madrid";201709;456329.757312182;1405.69640225651;4452.29009880859;19.0900174330098;5.14522198940762;5.3460632983425;0.172391028085287;93.4316258097759;112.461765902234;1.56027350940957;4.68003819114271;34356.1259008279;48.7085065888338;54.1345038081264
"0-EU-ES-28-07-001-079-01";"Centro";"Madrid";201710;448062.803135826;1400.6207433655;4520.17767513097;18.7086045821121;4.96669093829016;5.31350770171351;0.20159807608729;101.891476232485;114.501798391014;1.84339122978299;4.38711385816045;;;
"0-EU-ES-28-07-001-079-01";"Centro";"Madrid";201711;451537.64167005;1363.67176661199;4611.51857331087;18.8488825041953;4.90481793479912;5.26671930131185;0.224558807070887;106.042840065722;102.851799496463;2.0012001924381;4.12454175767828;;;
"0-EU-ES-28-07-001-079-01";"Centro";"Madrid";201712;476395.353648742;1385.28823381626;4723.35933204248;19.1011436487601;4.85276913467442;5.21247631847293;0.23892368231059;88.0854409069482;75.4033676939587;1.48012996811959;2.73489638972104;34607.1045202934;49.5910912569442;53.8623045668684
