Año;Mes;01. Centro;02. Arganzuela;03. Retiro;04. Salamanca;05. Chamartín;06. Tetuán;07. Chamberí;08. Fuencarral-El Pardo;09. Moncloa-Aravaca;10. Latina;11. Carabanchel;12. Usera;13. Puente de Vallecas;14. Moratalaz;15. Ciudad Lineal;16. Hortaleza;17. Villaverde;18. Villa de Vallecas;19. Vicálvaro;20. San Blas-Canillejas;21. Barajas
2006;Enero;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..
2006;Febrero;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..
2006;Marzo;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..
2006;Abril;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..
2006;Mayo;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..
2006;Junio;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..
2006;Julio;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..
2006;Agosto;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..
2006;Septiembre;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..
2006;Octubre;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..
2006;Noviembre;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..
2006;Diciembre;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..
2007;Enero;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..
2007;Febrero;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..
2007;Marzo;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..
2007;Abril;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..
2007;Mayo;..;..;..;..;..;3.760;..;..;..;..;3.101;..;..;..;..;..;..;..;..;..;..
2007;Junio;4.702;..;..;..;..;3.857;..;..;..;..;3.173;..;..;..;..;..;..;..;..;..;..
2007;Julio;4.603;..;..;..;..;3.785;..;..;..;..;3.162;..;2.797;..;3.421;..;..;..;..;..;..
2007;Agosto;4.541;..;..;..;..;3.696;..;3.407;3.988;..;2.892;..;2.617;..;3.451;..;..;..;..;3.333;..
2007;Septiembre;4.475;..;..;..;..;3.527;..;3.372;3.993;..;2.828;..;2.449;..;3.440;..;..;..;..;3.317;..
2007;Octubre;4.384;..;..;..;4.521;3.639;..;3.482;3.947;..;2.900;3.099;2.714;..;3.578;3.514;..;..;..;3.521;..
2007;Noviembre;4.384;4.000;..;4.906;4.611;3.774;..;3.391;3.866;3.019;3.009;3.110;2.717;..;3.538;3.617;..;..;..;3.603;..
2007;Diciembre;4.394;4.000;..;4.636;4.549;3.857;..;3.510;3.880;2.928;2.992;2.851;2.786;..;3.422;3.806;..;..;..;3.470;..
2008;Enero;4.375;4.000;..;4.749;4.664;3.783;4.657;3.387;3.858;2.844;2.897;2.933;2.741;..;3.386;3.472;2.648;..;..;3.310;..
2008;Febrero;4.332;3.824;..;4.701;4.756;3.813;4.596;3.430;3.966;2.904;2.942;2.793;2.792;..;3.454;3.573;2.900;..;..;3.323;..
2008;Marzo;4.280;4.000;4.427;4.906;4.901;3.833;4.799;3.562;3.966;2.985;2.927;2.883;2.828;..;3.557;3.555;2.899;..;..;3.243;..
2008;Abril;4.392;3.894;4.337;4.706;4.760;3.760;4.852;3.724;3.940;2.995;2.954;2.833;2.942;..;3.521;3.556;2.806;..;..;3.302;..
2008;Mayo;4.392;4.000;4.275;4.643;4.615;3.702;4.843;3.726;3.920;2.996;2.883;2.787;2.879;..;3.504;3.512;2.745;2.955;..;3.199;3.240
2008;Junio;4.388;3.784;4.275;4.845;4.637;3.707;4.895;3.682;3.923;2.915;2.919;2.781;2.834;..;3.366;3.531;2.686;2.797;..;3.202;3.209
2008;Julio;4.371;3.770;4.256;4.845;4.676;3.679;4.784;3.594;3.921;2.880;2.830;2.818;2.694;..;3.309;3.494;2.604;2.871;..;3.208;3.465
2008;Agosto;4.252;3.714;4.313;4.907;4.674;3.617;4.902;3.528;3.906;2.841;2.798;2.813;2.697;..;3.341;3.512;2.578;2.881;..;3.160;3.542
2008;Septiembre;4.300;3.736;4.325;4.778;4.742;3.577;4.887;3.530;3.904;2.921;2.829;2.712;2.682;..;3.335;3.558;2.488;2.816;..;3.208;3.482
2008;Octubre;4.180;3.696;4.205;4.894;4.639;3.608;4.885;3.417;3.979;2.920;2.819;2.789;2.711;..;3.409;3.576;2.467;2.826;..;3.157;3.517
2008;Noviembre;4.157;3.714;4.154;4.806;4.651;3.599;4.879;3.455;4.003;2.916;2.903;2.797;2.689;..;3.427;3.611;2.536;2.816;..;3.111;3.499
2008;Diciembre;4.099;3.667;4.151;4.776;4.522;3.539;4.684;3.436;4.012;2.727;2.824;2.718;2.657;..;3.306;3.495;2.452;2.714;..;3.086;3.528
2009;Enero;4.167;3.782;3.964;4.853;4.740;3.461;4.870;3.463;3.967;2.788;2.824;2.699;2.661;..;3.200;3.452;2.444;2.616;..;3.095;3.384
2009;Febrero;4.188;3.719;3.987;4.897;4.706;3.541;4.861;3.460;3.968;2.789;2.813;2.628;2.746;..;3.207;3.510;2.474;2.765;..;3.171;3.349
2009;Marzo;4.198;3.719;4.135;4.957;4.808;3.529;4.857;3.423;3.967;2.833;2.817;2.636;2.730;..;3.245;3.575;2.419;2.846;..;3.136;3.663
2009;Abril;4.145;3.721;4.134;5.018;4.793;3.502;4.675;3.423;3.847;2.771;2.772;2.672;2.691;..;3.291;3.630;2.367;2.860;..;3.134;3.458
2009;Mayo;4.162;3.696;3.960;4.911;4.655;3.467;4.703;3.413;3.859;2.707;2.750;2.639;2.644;..;3.227;3.685;2.415;2.864;..;3.158;3.386
2009;Junio;4.025;3.643;3.956;4.878;4.609;3.550;4.631;3.320;3.911;2.683;2.724;2.583;2.608;..;3.238;3.574;2.422;2.813;..;3.133;3.280
2009;Julio;4.000;3.571;3.958;4.715;4.458;3.564;4.604;3.313;3.880;2.703;2.676;2.549;2.532;..;3.201;3.659;2.498;2.857;..;3.120;3.275
2009;Agosto;4.000;3.589;3.936;4.702;4.409;3.525;4.594;3.283;3.884;2.713;2.659;2.510;2.507;..;3.118;3.582;2.472;2.748;..;3.067;3.228
2009;Septiembre;4.049;3.589;3.985;4.738;4.537;3.531;4.583;3.278;3.888;2.684;2.705;2.517;2.524;2.718;3.155;3.584;2.325;2.755;..;3.066;3.212
2009;Octubre;4.077;3.561;4.008;4.783;4.556;3.500;4.636;3.322;3.811;2.716;2.737;2.515;2.497;2.500;3.166;3.633;2.258;2.650;..;3.080;3.269
2009;Noviembre;4.047;3.556;4.008;4.781;4.624;3.497;4.598;3.298;3.822;2.718;2.729;2.516;2.531;2.589;3.193;3.549;2.246;2.650;..;3.017;3.278
2009;Diciembre;4.063;3.494;3.938;4.718;4.588;3.476;4.587;3.311;3.813;2.690;2.693;2.511;2.507;2.600;3.187;3.569;2.230;2.651;..;2.915;3.291
2010;Enero;4.074;3.494;3.928;4.707;4.624;3.497;4.573;3.278;3.834;2.671;2.620;2.480;2.500;2.610;3.182;3.532;2.201;2.668;..;2.896;3.216
2010;Febrero;4.025;3.506;3.968;4.703;4.559;3.497;4.565;3.324;3.825;2.644;2.622;2.504;2.456;2.610;3.190;3.550;2.222;2.668;2.628;2.914;3.200
2010;Marzo;4.029;3.500;4.003;4.704;4.545;3.468;4.543;3.333;3.893;2.663;2.655;2.430;2.482;2.687;3.188;3.530;2.244;2.661;2.640;2.945;3.277
2010;Abril;4.012;3.518;4.055;4.673;4.593;3.467;4.540;3.406;3.872;2.619;2.726;2.406;2.510;2.689;3.207;3.535;2.333;2.690;2.632;2.948;3.339
2010;Mayo;3.996;3.539;4.035;4.720;4.726;3.472;4.558;3.341;3.868;2.579;2.696;2.419;2.501;2.715;3.178;3.620;2.254;2.665;2.637;2.925;3.303
2010;Junio;3.986;3.556;4.030;4.734;4.694;3.503;4.546;3.279;3.812;2.521;2.670;2.441;2.471;2.629;3.164;3.544;2.242;2.699;2.593;2.906;3.257
2010;Julio;3.967;3.545;4.019;4.751;4.669;3.467;4.500;3.273;3.814;2.526;2.609;2.456;2.434;2.583;3.147;3.565;2.231;2.692;2.601;2.896;3.243
2010;Agosto;3.977;3.538;3.957;4.729;4.654;3.456;4.455;3.290;3.684;2.522;2.562;2.381;2.414;2.545;3.145;3.508;2.211;2.694;2.509;2.866;3.175
2010;Septiembre;3.949;3.545;3.934;4.706;4.675;3.444;4.462;3.298;3.699;2.537;2.583;2.372;2.416;2.600;3.164;3.473;2.207;2.665;2.617;2.857;3.144
2010;Octubre;3.987;3.564;3.982;4.666;4.737;3.421;4.479;3.331;3.662;2.514;2.585;2.386;2.422;2.575;3.188;3.468;2.222;2.669;2.600;2.880;3.223
2010;Noviembre;4.007;3.575;3.920;4.723;4.674;3.422;4.537;3.392;3.732;2.532;2.567;2.416;2.394;2.600;3.253;3.463;2.225;2.651;2.656;2.895;3.240
2010;Diciembre;3.987;3.560;3.868;4.654;4.699;3.399;4.506;3.425;3.686;2.513;2.532;2.403;2.374;2.600;3.213;3.449;2.198;2.691;2.583;2.887;3.221
2011;Enero;3.987;3.543;3.882;4.652;4.655;3.391;4.523;3.426;3.677;2.504;2.524;2.372;2.322;2.685;3.211;3.461;2.159;2.621;2.553;2.870;3.156
2011;Febrero;3.987;3.523;3.884;4.634;4.619;3.393;4.443;3.364;3.645;2.486;2.494;2.331;2.286;2.669;3.169;3.466;2.142;2.590;2.545;2.846;3.190
2011;Marzo;3.989;3.475;3.881;4.641;4.577;3.397;4.416;3.393;3.680;2.463;2.479;2.331;2.288;2.625;3.197;3.494;2.095;2.576;2.536;2.813;3.169
2011;Abril;3.958;3.462;3.862;4.622;4.576;3.352;4.394;3.390;3.650;2.430;2.429;2.307;2.218;2.567;3.185;3.496;2.058;2.596;2.485;2.811;3.260
2011;Mayo;3.946;3.440;3.854;4.609;4.596;3.355;4.404;3.380;3.634;2.395;2.408;2.296;2.192;2.545;3.183;3.458;2.046;2.596;2.473;2.776;3.246
2011;Junio;3.891;3.426;3.832;4.607;4.609;3.330;4.349;3.376;3.580;2.373;2.378;2.253;2.166;2.500;3.166;3.447;2.026;2.470;2.436;2.758;3.249
2011;Julio;3.844;3.386;3.776;4.602;4.540;3.290;4.319;3.354;3.567;2.337;2.332;2.233;2.130;2.500;3.128;3.379;2.000;2.443;2.420;2.724;3.171
2011;Agosto;3.806;3.328;3.756;4.496;4.473;3.245;4.252;3.332;3.528;2.293;2.280;2.185;2.079;2.484;3.079;3.365;1.938;2.433;2.417;2.687;3.121
2011;Septiembre;3.799;3.332;3.702;4.461;4.465;3.238;4.254;3.335;3.535;2.262;2.282;2.274;2.040;2.422;3.071;3.361;1.863;2.515;2.411;2.675;3.103
2011;Octubre;3.803;3.332;3.700;4.476;4.446;3.225;4.224;3.328;3.535;2.234;2.291;2.214;2.039;2.366;3.084;3.434;1.864;2.498;2.401;2.667;3.109
2011;Noviembre;3.800;3.323;3.640;4.498;4.420;3.208;4.231;3.309;3.537;2.209;2.262;2.142;1.986;2.350;3.033;3.457;1.889;2.501;2.379;2.624;3.098
2011;Diciembre;3.772;3.309;3.618;4.454;4.368;3.157;4.169;3.281;3.485;2.178;2.233;2.106;1.910;2.293;3.053;3.423;1.897;2.497;2.343;2.598;3.029
2012;Enero;3.745;3.271;3.607;4.442;4.374;3.157;4.158;3.270;3.476;2.204;2.212;2.080;1.897;2.319;3.056;3.391;1.910;2.493;2.348;2.603;3.028
2012;Febrero;3.737;3.223;3.582;4.423;4.336;3.130;4.131;3.250;3.440;2.176;2.207;2.039;1.887;2.310;3.009;3.353;1.904;2.437;2.345;2.581;3.027
2012;Marzo;3.707;3.239;3.601;4.334;4.293;3.088;4.128;3.213;3.430;2.127;2.170;2.040;1.880;2.290;2.970;3.337;1.931;2.464;2.349;2.552;3.049
2012;Abril;3.651;3.165;3.552;4.285;4.302;3.062;4.087;3.146;3.412;2.089;2.143;1.999;1.845;2.251;2.874;3.298;1.829;2.412;2.302;2.505;3.049
