Año;Mes;Distrito;Paro registrado
2018;Febrero;12. Usera;9.995
2018;Febrero;13. Puente de Vallecas;19.585
2018;Febrero;14. Moratalaz;5.557
2018;Febrero;15. Ciudad Lineal;11.573
2018;Febrero;16. Hortaleza;8.422
2018;Febrero;17. Villaverde;11.519
2018;Febrero;18. Villa de Vallecas;7.587
2018;Febrero;19. Vicálvaro;4.849
2018;Febrero;20. San Blas-Canillejas;9.612
2018;Febrero;21. Barajas;1.992
2018;Marzo;01. Centro;8.176
2018;Marzo;02. Arganzuela;7.237
2018;Marzo;03. Retiro;4.444
2018;Marzo;04. Salamanca;5.184
2018;Marzo;05. Chamartín;4.887
2018;Marzo;06. Tetuán;8.798
2018;Marzo;07. Chamberí;5.165
2018;Marzo;08. Fuencarral-El Pardo;9.569
2018;Marzo;09. Moncloa-Aravaca;4.343
2018;Marzo;10. Latina;14.342
2018;Marzo;11. Carabanchel;17.340
2018;Marzo;12. Usera;10.005
2018;Marzo;13. Puente de Vallecas;19.475
2018;Marzo;14. Moratalaz;5.529
2018;Marzo;15. Ciudad Lineal;11.419
2018;Marzo;16. Hortaleza;8.297
2018;Marzo;17. Villaverde;11.480
2018;Marzo;18. Villa de Vallecas;7.576
2018;Marzo;19. Vicálvaro;4.764
2018;Marzo;20. San Blas-Canillejas;9.411
2018;Marzo;21. Barajas;1.965
2018;Abril;01. Centro;7.932
2018;Abril;02. Arganzuela;7.047
2018;Abril;03. Retiro;4.324
2018;Abril;04. Salamanca;5.016
2018;Abril;05. Chamartín;4.776
2018;Abril;06. Tetuán;8.611
2018;Abril;07. Chamberí;5.004
2018;Abril;08. Fuencarral-El Pardo;9.355
2018;Abril;09. Moncloa-Aravaca;4.303
2018;Abril;10. Latina;13.982
2018;Abril;11. Carabanchel;16.982
2018;Abril;12. Usera;9.838
2018;Abril;13. Puente de Vallecas;18.951
2018;Abril;14. Moratalaz;5.412
2018;Abril;15. Ciudad Lineal;11.122
2018;Abril;16. Hortaleza;8.113
2018;Abril;17. Villaverde;11.303
2018;Abril;18. Villa de Vallecas;7.383
2018;Abril;19. Vicálvaro;4.750
2018;Abril;20. San Blas-Canillejas;9.317
2018;Abril;21. Barajas;1.943
2018;Mayo;01. Centro;7.715
2018;Mayo;02. Arganzuela;6.917
2018;Mayo;03. Retiro;4.251
2018;Mayo;04. Salamanca;4.904
2018;Mayo;05. Chamartín;4.705
2018;Mayo;06. Tetuán;8.258
2018;Mayo;07. Chamberí;4.916
2018;Mayo;08. Fuencarral-El Pardo;9.123
2018;Mayo;09. Moncloa-Aravaca;4.177
2018;Mayo;10. Latina;13.412
2018;Mayo;11. Carabanchel;16.419
2018;Mayo;12. Usera;9.552
2018;Mayo;13. Puente de Vallecas;18.513
2018;Mayo;14. Moratalaz;5.356
2018;Mayo;15. Ciudad Lineal;10.671
2018;Mayo;16. Hortaleza;7.921
2018;Mayo;17. Villaverde;11.071
2018;Mayo;18. Villa de Vallecas;7.221
2018;Mayo;19. Vicálvaro;4.598
2018;Mayo;20. San Blas-Canillejas;9.038
2018;Mayo;21. Barajas;1.882
2018;Junio;01. Centro;7.612
2018;Junio;02. Arganzuela;6.701
2018;Junio;03. Retiro;4.145
2018;Junio;04. Salamanca;4.767
2018;Junio;05. Chamartín;4.585
2018;Junio;06. Tetuán;8.073
2018;Junio;07. Chamberí;4.763
2018;Junio;08. Fuencarral-El Pardo;8.893
2018;Junio;09. Moncloa-Aravaca;4.089
2018;Junio;10. Latina;13.153
2018;Junio;11. Carabanchel;15.978
2018;Junio;12. Usera;9.336
2018;Junio;13. Puente de Vallecas;18.166
2018;Junio;14. Moratalaz;5.181
2018;Junio;15. Ciudad Lineal;10.430
2018;Junio;16. Hortaleza;7.753
2018;Junio;17. Villaverde;10.810
2018;Junio;18. Villa de Vallecas;7.042
2018;Junio;19. Vicálvaro;4.487
2018;Junio;20. San Blas-Canillejas;8.728
2018;Junio;21. Barajas;1.781
2018;Julio;01. Centro;7.768
2018;Julio;02. Arganzuela;6.801
2018;Julio;03. Retiro;4.177
2018;Julio;04. Salamanca;4.812
2018;Julio;05. Chamartín;4.617
2018;Julio;06. Tetuán;8.020
2018;Julio;07. Chamberí;4.802
2018;Julio;08. Fuencarral-El Pardo;8.893
2018;Julio;09. Moncloa-Aravaca;4.190
2018;Julio;10. Latina;13.104
2018;Julio;11. Carabanchel;15.699
2018;Julio;12. Usera;9.276
2018;Julio;13. Puente de Vallecas;17.959
2018;Julio;14. Moratalaz;5.226
2018;Julio;15. Ciudad Lineal;10.416
2018;Julio;16. Hortaleza;7.927
2018;Julio;17. Villaverde;10.679
2018;Julio;18. Villa de Vallecas;7.123
2018;Julio;19. Vicálvaro;4.438
2018;Julio;20. San Blas-Canillejas;8.635
2018;Julio;21. Barajas;1.760
2018;Agosto;01. Centro;7.807
2018;Agosto;02. Arganzuela;6.946
2018;Agosto;03. Retiro;4.200
2018;Agosto;04. Salamanca;4.916
2018;Agosto;05. Chamartín;4.681
2018;Agosto;06. Tetuán;8.067
2018;Agosto;07. Chamberí;4.895
2018;Agosto;08. Fuencarral-El Pardo;8.994
2018;Agosto;09. Moncloa-Aravaca;4.246
2018;Agosto;10. Latina;13.246
2018;Agosto;11. Carabanchel;15.851
2018;Agosto;12. Usera;9.417
2018;Agosto;13. Puente de Vallecas;17.980
2018;Agosto;14. Moratalaz;5.244
2018;Agosto;15. Ciudad Lineal;10.530
2018;Agosto;16. Hortaleza;7.966
2018;Agosto;17. Villaverde;10.733
2018;Agosto;18. Villa de Vallecas;7.130
2018;Agosto;19. Vicálvaro;4.508
2018;Agosto;20. San Blas-Canillejas;8.770
2018;Agosto;21. Barajas;1.744
2018;Septiembre;01. Centro;7.563
2018;Septiembre;02. Arganzuela;6.902
2018;Septiembre;03. Retiro;4.207
2018;Septiembre;04. Salamanca;4.870
2018;Septiembre;05. Chamartín;4.601
2018;Septiembre;06. Tetuán;7.994
2018;Septiembre;07. Chamberí;4.874
2018;Septiembre;08. Fuencarral-El Pardo;8.988
2018;Septiembre;09. Moncloa-Aravaca;4.189
2018;Septiembre;10. Latina;13.283
2018;Septiembre;11. Carabanchel;15.818
2018;Septiembre;12. Usera;9.521
2018;Septiembre;13. Puente de Vallecas;18.024
2018;Septiembre;14. Moratalaz;5.193
2018;Septiembre;15. Ciudad Lineal;10.493
2018;Septiembre;16. Hortaleza;7.800
2018;Septiembre;17. Villaverde;10.813
2018;Septiembre;18. Villa de Vallecas;7.068
2018;Septiembre;19. Vicálvaro;4.560
2018;Septiembre;20. San Blas-Canillejas;8.769
2018;Septiembre;21. Barajas;1.789
2018;Octubre;01. Centro;7.431
2018;Octubre;02. Arganzuela;6.786
2018;Octubre;03. Retiro;4.170
2018;Octubre;04. Salamanca;4.757
2018;Octubre;05. Chamartín;4.562
2018;Octubre;06. Tetuán;7.938
2018;Octubre;07. Chamberí;4.805
2018;Octubre;08. Fuencarral-El Pardo;8.907
2018;Octubre;09. Moncloa-Aravaca;4.147
2018;Octubre;10. Latina;13.334
2018;Octubre;11. Carabanchel;15.883
2018;Octubre;12. Usera;9.469
2018;Octubre;13. Puente de Vallecas;18.105
2018;Octubre;14. Moratalaz;5.131
2018;Octubre;15. Ciudad Lineal;10.443
2018;Octubre;16. Hortaleza;7.758
2018;Octubre;17. Villaverde;10.737
2018;Octubre;18. Villa de Vallecas;6.986
2018;Octubre;19. Vicálvaro;4.444
2018;Octubre;20. San Blas-Canillejas;8.751
2018;Octubre;21. Barajas;1.801
2018;Noviembre;01. Centro;7.406
2018;Noviembre;02. Arganzuela;6.624
2018;Noviembre;03. Retiro;4.076
2018;Noviembre;04. Salamanca;4.714
2018;Noviembre;05. Chamartín;4.480
2018;Noviembre;06. Tetuán;7.796
2018;Noviembre;07. Chamberí;4.724
2018;Noviembre;08. Fuencarral-El Pardo;8.749
2018;Noviembre;09. Moncloa-Aravaca;4.090
2018;Noviembre;10. Latina;13.024
2018;Noviembre;11. Carabanchel;15.750
2018;Noviembre;12. Usera;9.323
2018;Noviembre;13. Puente de Vallecas;17.887
2018;Noviembre;14. Moratalaz;4.951
2018;Noviembre;15. Ciudad Lineal;10.236
2018;Noviembre;16. Hortaleza;7.695
2018;Noviembre;17. Villaverde;10.591
2018;Noviembre;18. Villa de Vallecas;6.974
2018;Noviembre;19. Vicálvaro;4.396
2018;Noviembre;20. San Blas-Canillejas;8.617
2018;Noviembre;21. Barajas;1.763
2018;Diciembre;01. Centro;7.280
2018;Diciembre;02. Arganzuela;6.513
2018;Diciembre;03. Retiro;4.023
2018;Diciembre;04. Salamanca;4.614
2018;Diciembre;05. Chamartín;4.440
2018;Diciembre;06. Tetuán;7.669
2018;Diciembre;07. Chamberí;4.684
2018;Diciembre;08. Fuencarral-El Pardo;8.547
2018;Diciembre;09. Moncloa-Aravaca;4.031
2018;Diciembre;10. Latina;12.750
2018;Diciembre;11. Carabanchel;15.449
2018;Diciembre;12. Usera;9.004
2018;Diciembre;13. Puente de Vallecas;17.488
2018;Diciembre;14. Moratalaz;4.898
2018;Diciembre;15. Ciudad Lineal;10.024
2018;Diciembre;16. Hortaleza;7.435
2018;Diciembre;17. Villaverde;10.354
2018;Diciembre;18. Villa de Vallecas;6.863
2018;Diciembre;19. Vicálvaro;4.233
2018;Diciembre;20. San Blas-Canillejas;8.373
2018;Diciembre;21. Barajas;1.741
2019;Enero;01. Centro;7.571
2019;Enero;02. Arganzuela;6.727
2019;Enero;03. Retiro;4.074
2019;Enero;04. Salamanca;4.730
2019;Enero;05. Chamartín;4.542
2019;Enero;06. Tetuán;7.947
2019;Enero;07. Chamberí;4.778
2019;Enero;08. Fuencarral-El Pardo;8.851
2019;Enero;09. Moncloa-Aravaca;4.082
2019;Enero;10. Latina;13.154
2019;Enero;11. Carabanchel;15.870
2019;Enero;12. Usera;9.527
2019;Enero;13. Puente de Vallecas;18.101
2019;Enero;14. Moratalaz;5.003
2019;Enero;15. Ciudad Lineal;10.447
2019;Enero;16. Hortaleza;7.705
2019;Enero;17. Villaverde;10.707
2019;Enero;18. Villa de Vallecas;7.065
2019;Enero;19. Vicálvaro;4.437
2019;Enero;20. San Blas-Canillejas;8.739
2019;Enero;21. Barajas;1.854
2019;Febrero;01. Centro;7.589
2019;Febrero;02. Arganzuela;6.856
2019;Febrero;03. Retiro;4.079
2019;Febrero;04. Salamanca;4.733
2019;Febrero;05. Chamartín;4.521
2019;Febrero;06. Tetuán;8.092
2019;Febrero;07. Chamberí;4.779
2019;Febrero;08. Fuencarral-El Pardo;8.993
2019;Febrero;09. Moncloa-Aravaca;4.098
2019;Febrero;10. Latina;13.262
2019;Febrero;11. Carabanchel;16.284
2019;Febrero;12. Usera;9.802
2019;Febrero;13. Puente de Vallecas;18.315
2019;Febrero;14. Moratalaz;5.050
2019;Febrero;15. Ciudad Lineal;10.618
2019;Febrero;16. Hortaleza;7.683
2019;Febrero;17. Villaverde;10.765
2019;Febrero;18. Villa de Vallecas;7.169
2019;Febrero;19. Vicálvaro;4.512
2019;Febrero;20. San Blas-Canillejas;8.806
2019;Febrero;21. Barajas;1.874
2019;Marzo;01. Centro;7.641
2019;Marzo;02. Arganzuela;6.790
2019;Marzo;03. Retiro;4.067
2019;Marzo;04. Salamanca;4.681
2019;Marzo;05. Chamartín;4.531
2019;Marzo;06. Tetuán;8.079
2019;Marzo;07. Chamberí;4.733
2019;Marzo;08. Fuencarral-El Pardo;8.928
2019;Marzo;09. Moncloa-Aravaca;4.099
2019;Marzo;10. Latina;13.170
2019;Marzo;11. Carabanchel;16.332
2019;Marzo;12. Usera;9.707
2019;Marzo;13. Puente de Vallecas;18.350
2019;Marzo;14. Moratalaz;5.030
2019;Marzo;15. Ciudad Lineal;10.530
2019;Marzo;16. Hortaleza;7.729
2019;Marzo;17. Villaverde;10.746
2019;Marzo;18. Villa de Vallecas;7.273
2019;Marzo;19. Vicálvaro;4.542
2019;Marzo;20. San Blas-Canillejas;8.849
2019;Marzo;21. Barajas;1.865
2019;Abril;01. Centro;7.452
2019;Abril;02. Arganzuela;6.612
2019;Abril;03. Retiro;4.063
2019;Abril;04. Salamanca;4.623
2019;Abril;05. Chamartín;4.477
2019;Abril;06. Tetuán;7.968
2019;Abril;07. Chamberí;4.572
2019;Abril;08. Fuencarral-El Pardo;8.878
2019;Abril;09. Moncloa-Aravaca;4.018
2019;Abril;10. Latina;12.899
2019;Abril;11. Carabanchel;16.155
2019;Abril;12. Usera;9.489
2019;Abril;13. Puente de Vallecas;18.143
2019;Abril;14. Moratalaz;4.923
2019;Abril;15. Ciudad Lineal;10.248
2019;Abril;16. Hortaleza;7.582
2019;Abril;17. Villaverde;10.595
2019;Abril;18. Villa de Vallecas;7.212
2019;Abril;19. Vicálvaro;4.438
2019;Abril;20. San Blas-Canillejas;8.658
2019;Abril;21. Barajas;1.830
2019;Mayo;01. Centro;7.269
2019;Mayo;02. Arganzuela;6.487
2019;Mayo;03. Retiro;4.025
2019;Mayo;04. Salamanca;4.505
2019;Mayo;05. Chamartín;4.398
2019;Mayo;06. Tetuán;7.803
2019;Mayo;07. Chamberí;4.487
2019;Mayo;08. Fuencarral-El Pardo;8.726
2019;Mayo;09. Moncloa-Aravaca;3.912
2019;Mayo;10. Latina;12.607
2019;Mayo;11. Carabanchel;15.725
2019;Mayo;12. Usera;9.293
2019;Mayo;13. Puente de Vallecas;17.726
2019;Mayo;14. Moratalaz;4.893
2019;Mayo;15. Ciudad Lineal;10.021
2019;Mayo;16. Hortaleza;7.454
2019;Mayo;17. Villaverde;10.453
2019;Mayo;18. Villa de Vallecas;7.037
2019;Mayo;19. Vicálvaro;4.352
2019;Mayo;20. San Blas-Canillejas;8.482
2019;Mayo;21. Barajas;1.768
2019;Junio;01. Centro;7.246
2019;Junio;02. Arganzuela;6.360
2019;Junio;03. Retiro;3.917
2019;Junio;04. Salamanca;4.428
2019;Junio;05. Chamartín;4.326
2019;Junio;06. Tetuán;7.765
2019;Junio;07. Chamberí;4.478
2019;Junio;08. Fuencarral-El Pardo;8.599
2019;Junio;09. Moncloa-Aravaca;3.854
2019;Junio;10. Latina;12.518
2019;Junio;11. Carabanchel;15.530
2019;Junio;12. Usera;9.095
2019;Junio;13. Puente de Vallecas;17.353
2019;Junio;14. Moratalaz;4.787
2019;Junio;15. Ciudad Lineal;9.868
2019;Junio;16. Hortaleza;7.470
2019;Junio;17. Villaverde;10.325
2019;Junio;18. Villa de Vallecas;7.040
2019;Junio;19. Vicálvaro;4.273
2019;Junio;20. San Blas-Canillejas;8.354
2019;Junio;21. Barajas;1.769
2019;Julio;01. Centro;7.199
2019;Julio;02. Arganzuela;6.499
2019;Julio;03. Retiro;4.011
2019;Julio;04. Salamanca;4.560
2019;Julio;05. Chamartín;4.516
2019;Julio;06. Tetuán;7.607
2019;Julio;07. Chamberí;4.663
2019;Julio;08. Fuencarral-El Pardo;8.705
2019;Julio;09. Moncloa-Aravaca;3.905
2019;Julio;10. Latina;12.549
2019;Julio;11. Carabanchel;15.399
2019;Julio;12. Usera;9.034
2019;Julio;13. Puente de Vallecas;17.787
2019;Julio;14. Moratalaz;4.761
2019;Julio;15. Ciudad Lineal;10.190
2019;Julio;16. Hortaleza;7.591
2019;Julio;17. Villaverde;10.188
2019;Julio;18. Villa de Vallecas;6.658
2019;Julio;19. Vicálvaro;4.248
2019;Julio;20. San Blas-Canillejas;8.362
2019;Julio;21. Barajas;1.800
2019;Agosto;01. Centro;7.543
2019;Agosto;02. Arganzuela;6.701
2019;Agosto;03. Retiro;4.124
2019;Agosto;04. Salamanca;4.732
2019;Agosto;05. Chamartín;4.583
2019;Agosto;06. Tetuán;7.850
2019;Agosto;07. Chamberí;4.586
2019;Agosto;08. Fuencarral-El Pardo;8.931
2019;Agosto;09. Moncloa-Aravaca;4.089
2019;Agosto;10. Latina;12.763
2019;Agosto;11. Carabanchel;15.633
2019;Agosto;12. Usera;9.178
2019;Agosto;13. Puente de Vallecas;17.409
2019;Agosto;14. Moratalaz;4.878
2019;Agosto;15. Ciudad Lineal;10.321
2019;Agosto;16. Hortaleza;7.858
2019;Agosto;17. Villaverde;10.256
2019;Agosto;18. Villa de Vallecas;7.199
2019;Agosto;19. Vicálvaro;4.440
2019;Agosto;20. San Blas-Canillejas;8.554
2019;Agosto;21. Barajas;1.839
2019;Septiembre;01. Centro;7.399
2019;Septiembre;02. Arganzuela;6.698
2019;Septiembre;03. Retiro;4.082
2019;Septiembre;04. Salamanca;4.658
2019;Septiembre;05. Chamartín;4.527
2019;Septiembre;06. Tetuán;7.897
2019;Septiembre;07. Chamberí;4.546
2019;Septiembre;08. Fuencarral-El Pardo;8.821
2019;Septiembre;09. Moncloa-Aravaca;4.049
2019;Septiembre;10. Latina;12.724
2019;Septiembre;11. Carabanchel;15.594
2019;Septiembre;12. Usera;9.286
2019;Septiembre;13. Puente de Vallecas;17.215
2019;Septiembre;14. Moratalaz;4.939
2019;Septiembre;15. Ciudad Lineal;10.226
2019;Septiembre;16. Hortaleza;7.750
2019;Septiembre;17. Villaverde;10.375
2019;Septiembre;18. Villa de Vallecas;7.144
2019;Septiembre;19. Vicálvaro;4.387
2019;Septiembre;20. San Blas-Canillejas;8.495
2019;Septiembre;21. Barajas;1.793
2019;Octubre;01. Centro;7.439
2019;Octubre;02. Arganzuela;6.700
2019;Octubre;03. Retiro;4.076
2019;Octubre;04. Salamanca;4.720
2019;Octubre;05. Chamartín;4.480
2019;Octubre;06. Tetuán;8.064
2019;Octubre;07. Chamberí;4.624
2019;Octubre;08. Fuencarral-El Pardo;8.915
2019;Octubre;09. Moncloa-Aravaca;4.027
2019;Octubre;10. Latina;12.990
2019;Octubre;11. Carabanchel;15.871
2019;Octubre;12. Usera;9.335
2019;Octubre;13. Puente de Vallecas;17.339
2019;Octubre;14. Moratalaz;4.967
2019;Octubre;15. Ciudad Lineal;10.368
2019;Octubre;16. Hortaleza;7.780
2019;Octubre;17. Villaverde;10.561
2019;Octubre;18. Villa de Vallecas;7.222
2019;Octubre;19. Vicálvaro;4.491
2019;Octubre;20. San Blas-Canillejas;8.574
2019;Octubre;21. Barajas;1.799
2019;Noviembre;01. Centro;7.521
2019;Noviembre;02. Arganzuela;6.646
2019;Noviembre;03. Retiro;4.039
2019;Noviembre;04. Salamanca;4.736
2019;Noviembre;05. Chamartín;4.480
2019;Noviembre;06. Tetuán;8.015
2019;Noviembre;07. Chamberí;4.612
2019;Noviembre;08. Fuencarral-El Pardo;8.879
2019;Noviembre;09. Moncloa-Aravaca;4.079
2019;Noviembre;10. Latina;12.987
2019;Noviembre;11. Carabanchel;15.792
2019;Noviembre;12. Usera;9.245
2019;Noviembre;13. Puente de Vallecas;17.246
2019;Noviembre;14. Moratalaz;4.921
2019;Noviembre;15. Ciudad Lineal;10.257
2019;Noviembre;16. Hortaleza;7.678
2019;Noviembre;17. Villaverde;10.478
2019;Noviembre;18. Villa de Vallecas;7.216
2019;Noviembre;19. Vicálvaro;4.431
2019;Noviembre;20. San Blas-Canillejas;8.536
2019;Noviembre;21. Barajas;1.838
2019;Diciembre;01. Centro;7.424
2019;Diciembre;02. Arganzuela;6.580
2019;Diciembre;03. Retiro;4.006
2019;Diciembre;04. Salamanca;4.641
2019;Diciembre;05. Chamartín;4.419
2019;Diciembre;06. Tetuán;7.963
2019;Diciembre;07. Chamberí;4.643
2019;Diciembre;08. Fuencarral-El Pardo;8.691
2019;Diciembre;09. Moncloa-Aravaca;4.054
2019;Diciembre;10. Latina;12.675
2019;Diciembre;11. Carabanchel;15.470
2019;Diciembre;12. Usera;9.095
2019;Diciembre;13. Puente de Vallecas;16.851
2019;Diciembre;14. Moratalaz;4.839
2019;Diciembre;15. Ciudad Lineal;10.173
2019;Diciembre;16. Hortaleza;7.653
2019;Diciembre;17. Villaverde;10.295
2019;Diciembre;18. Villa de Vallecas;6.993
2019;Diciembre;19. Vicálvaro;4.352
2019;Diciembre;20. San Blas-Canillejas;8.334
2019;Diciembre;21. Barajas;1.804
2020;Enero;01. Centro;7.631
2020;Enero;02. Arganzuela;6.825
2020;Enero;03. Retiro;4.118
2020;Enero;04. Salamanca;4.717
2020;Enero;05. Chamartín;4.508
2020;Enero;06. Tetuán;8.144
2020;Enero;07. Chamberí;4.798
2020;Enero;08. Fuencarral-El Pardo;8.898
2020;Enero;09. Moncloa-Aravaca;4.145
2020;Enero;10. Latina;13.211
2020;Enero;11. Carabanchel;15.984
2020;Enero;12. Usera;9.461
2020;Enero;13. Puente de Vallecas;17.537
2020;Enero;14. Moratalaz;4.981
2020;Enero;15. Ciudad Lineal;10.512
2020;Enero;16. Hortaleza;7.834
2020;Enero;17. Villaverde;10.703
2020;Enero;18. Villa de Vallecas;7.331
2020;Enero;19. Vicálvaro;4.466
2020;Enero;20. San Blas-Canillejas;8.683
2020;Enero;21. Barajas;1.850
2020;Febrero;01. Centro;7.595
2020;Febrero;02. Arganzuela;6.802
2020;Febrero;03. Retiro;4.097
2020;Febrero;04. Salamanca;4.717
2020;Febrero;05. Chamartín;4.577
2020;Febrero;06. Tetuán;8.193
2020;Febrero;07. Chamberí;4.832
2020;Febrero;08. Fuencarral-El Pardo;8.951
2020;Febrero;09. Moncloa-Aravaca;4.191
2020;Febrero;10. Latina;13.138
2020;Febrero;11. Carabanchel;16.114
2020;Febrero;12. Usera;9.529
2020;Febrero;13. Puente de Vallecas;17.806
2020;Febrero;14. Moratalaz;5.018
2020;Febrero;15. Ciudad Lineal;10.467
2020;Febrero;16. Hortaleza;7.856
2020;Febrero;17. Villaverde;10.808
2020;Febrero;18. Villa de Vallecas;7.306
2020;Febrero;19. Vicálvaro;4.550
2020;Febrero;20. San Blas-Canillejas;8.747
2020;Febrero;21. Barajas;1.894
2020;Marzo;01. Centro;8.158
2020;Marzo;02. Arganzuela;7.028
2020;Marzo;03. Retiro;4.199
2020;Marzo;04. Salamanca;4.901
2020;Marzo;05. Chamartín;4.713
2020;Marzo;06. Tetuán;8.519
2020;Marzo;07. Chamberí;4.960
2020;Marzo;08. Fuencarral-El Pardo;9.075
2020;Marzo;09. Moncloa-Aravaca;4.265
2020;Marzo;10. Latina;13.557
2020;Marzo;11. Carabanchel;16.653
2020;Marzo;12. Usera;9.973
2020;Marzo;13. Puente de Vallecas;18.279
2020;Marzo;14. Moratalaz;5.151
2020;Marzo;15. Ciudad Lineal;10.725
2020;Marzo;16. Hortaleza;8.136
2020;Marzo;17. Villaverde;11.202
2020;Marzo;18. Villa de Vallecas;7.551
2020;Marzo;19. Vicálvaro;4.633
2020;Marzo;20. San Blas-Canillejas;9.030
2020;Marzo;21. Barajas;1.962
2020;Abril;01. Centro;9.544
2020;Abril;02. Arganzuela;8.212
2020;Abril;03. Retiro;4.670
2020;Abril;04. Salamanca;5.424
2020;Abril;05. Chamartín;5.240
2020;Abril;06. Tetuán;9.456
2020;Abril;07. Chamberí;5.541
2020;Abril;08. Fuencarral-El Pardo;9.965
2020;Abril;09. Moncloa-Aravaca;4.716
2020;Abril;10. Latina;15.265
2020;Abril;11. Carabanchel;18.745
2020;Abril;12. Usera;11.297
2020;Abril;13. Puente de Vallecas;20.083
2020;Abril;14. Moratalaz;5.629
2020;Abril;15. Ciudad Lineal;12.172
2020;Abril;16. Hortaleza;8.988
2020;Abril;17. Villaverde;12.939
2020;Abril;18. Villa de Vallecas;8.228
2020;Abril;19. Vicálvaro;5.011
2020;Abril;20. San Blas-Canillejas;10.006
2020;Abril;21. Barajas;2.176
2020;Mayo;01. Centro;10.209
2020;Mayo;02. Arganzuela;8.588
2020;Mayo;03. Retiro;4.904
2020;Mayo;04. Salamanca;5.755
2020;Mayo;05. Chamartín;5.607
2020;Mayo;06. Tetuán;9.671
2020;Mayo;07. Chamberí;5.801
2020;Mayo;08. Fuencarral-El Pardo;10.325
2020;Mayo;09. Moncloa-Aravaca;4.901
2020;Mayo;10. Latina;15.843
2020;Mayo;11. Carabanchel;19.481
2020;Mayo;12. Usera;11.725
2020;Mayo;13. Puente de Vallecas;21.110
2020;Mayo;14. Moratalaz;5.891
2020;Mayo;15. Ciudad Lineal;12.802
2020;Mayo;16. Hortaleza;9.415
2020;Mayo;17. Villaverde;13.402
2020;Mayo;18. Villa de Vallecas;8.556
2020;Mayo;19. Vicálvaro;5.187
2020;Mayo;20. San Blas-Canillejas;10.468
2020;Mayo;21. Barajas;2.335
2020;Junio;01. Centro;10.302
2020;Junio;02. Arganzuela;8.484
2020;Junio;03. Retiro;4.920
2020;Junio;04. Salamanca;5.872
2020;Junio;05. Chamartín;5.742
2020;Junio;06. Tetuán;9.801
2020;Junio;07. Chamberí;5.846
2020;Junio;08. Fuencarral-El Pardo;10.462
2020;Junio;09. Moncloa-Aravaca;4.965
2020;Junio;10. Latina;15.893
2020;Junio;11. Carabanchel;19.468
2020;Junio;12. Usera;11.687
2020;Junio;13. Puente de Vallecas;21.417
2020;Junio;14. Moratalaz;5.905
2020;Junio;15. Ciudad Lineal;12.752
2020;Junio;16. Hortaleza;9.453
2020;Junio;17. Villaverde;13.121
2020;Junio;18. Villa de Vallecas;8.568
2020;Junio;19. Vicálvaro;5.182
2020;Junio;20. San Blas-Canillejas;10.459
2020;Junio;21. Barajas;2.345
2020;Julio;01. Centro;10.474
2020;Julio;02. Arganzuela;8.633
2020;Julio;03. Retiro;4.982
2020;Julio;04. Salamanca;6.040
2020;Julio;05. Chamartín;5.905
2020;Julio;06. Tetuán;10.195
2020;Julio;07. Chamberí;6.025
2020;Julio;08. Fuencarral-El Pardo;10.771
2020;Julio;09. Moncloa-Aravaca;5.123
2020;Julio;10. Latina;16.212
2020;Julio;11. Carabanchel;19.929
2020;Julio;12. Usera;11.804
2020;Julio;13. Puente de Vallecas;21.478
2020;Julio;14. Moratalaz;6.019
2020;Julio;15. Ciudad Lineal;13.048
2020;Julio;16. Hortaleza;9.695
2020;Julio;17. Villaverde;13.292
2020;Julio;18. Villa de Vallecas;8.644
2020;Julio;19. Vicálvaro;5.263
2020;Julio;20. San Blas-Canillejas;10.615
2020;Julio;21. Barajas;2.402
2020;Agosto;01. Centro;10.645
2020;Agosto;02. Arganzuela;8.701
2020;Agosto;03. Retiro;5.059
2020;Agosto;04. Salamanca;6.108
2020;Agosto;05. Chamartín;6.015
2020;Agosto;06. Tetuán;10.331
2020;Agosto;07. Chamberí;6.042
2020;Agosto;08. Fuencarral-El Pardo;10.988
2020;Agosto;09. Moncloa-Aravaca;5.251
2020;Agosto;10. Latina;16.515
2020;Agosto;11. Carabanchel;20.110
2020;Agosto;12. Usera;11.898
2020;Agosto;13. Puente de Vallecas;21.649
2020;Agosto;14. Moratalaz;6.116
2020;Agosto;15. Ciudad Lineal;13.266
2020;Agosto;16. Hortaleza;9.942
2020;Agosto;17. Villaverde;13.530
2020;Agosto;18. Villa de Vallecas;8.767
2020;Agosto;19. Vicálvaro;5.344
2020;Agosto;20. San Blas-Canillejas;10.832
2020;Agosto;21. Barajas;2.440
2020;Septiembre;01. Centro;10.308
2020;Septiembre;02. Arganzuela;8.430
2020;Septiembre;03. Retiro;4.976
2020;Septiembre;04. Salamanca;6.032
2020;Septiembre;05. Chamartín;5.820
2020;Septiembre;06. Tetuán;10.224
2020;Septiembre;07. Chamberí;5.870
2020;Septiembre;08. Fuencarral-El Pardo;10.738
2020;Septiembre;09. Moncloa-Aravaca;5.141
2020;Septiembre;10. Latina;16.351
2020;Septiembre;11. Carabanchel;20.057
2020;Septiembre;12. Usera;11.816
2020;Septiembre;13. Puente de Vallecas;21.324
2020;Septiembre;14. Moratalaz;6.082
2020;Septiembre;15. Ciudad Lineal;13.040
2020;Septiembre;16. Hortaleza;9.854
2020;Septiembre;17. Villaverde;13.510
2020;Septiembre;18. Villa de Vallecas;8.580
2020;Septiembre;19. Vicálvaro;5.345
