Año;Mes;Distrito;Paro registrado
2015;Julio;08. Fuencarral-El Pardo;11.486
2015;Julio;09. Moncloa-Aravaca;5.126
2015;Julio;10. Latina;16.984
2015;Julio;11. Carabanchel;19.658
2015;Julio;12. Usera;11.660
2015;Julio;13. Puente de Vallecas;22.377
2015;Julio;14. Moratalaz;6.577
2015;Julio;15. Ciudad Lineal;13.910
2015;Julio;16. Hortaleza;9.704
2015;Julio;17. Villaverde;13.482
2015;Julio;18. Villa de Vallecas;8.336
2015;Julio;19. Vicálvaro;5.591
2015;Julio;20. San Blas-Canillejas;11.093
2015;Julio;21. Barajas;2.392
2015;Agosto;01. Centro;9.832
2015;Agosto;02. Arganzuela;9.236
2015;Agosto;03. Retiro;5.397
2015;Agosto;04. Salamanca;6.218
2015;Agosto;05. Chamartín;5.995
2015;Agosto;06. Tetuán;10.499
2015;Agosto;07. Chamberí;6.338
2015;Agosto;08. Fuencarral-El Pardo;11.717
2015;Agosto;09. Moncloa-Aravaca;5.259
2015;Agosto;10. Latina;17.160
2015;Agosto;11. Carabanchel;19.747
2015;Agosto;12. Usera;11.709
2015;Agosto;13. Puente de Vallecas;22.450
2015;Agosto;14. Moratalaz;6.646
2015;Agosto;15. Ciudad Lineal;13.948
2015;Agosto;16. Hortaleza;9.961
2015;Agosto;17. Villaverde;13.431
2015;Agosto;18. Villa de Vallecas;8.456
2015;Agosto;19. Vicálvaro;5.571
2015;Agosto;20. San Blas-Canillejas;11.304
2015;Agosto;21. Barajas;2.413
2015;Septiembre;01. Centro;9.583
2015;Septiembre;02. Arganzuela;9.018
2015;Septiembre;03. Retiro;5.283
2015;Septiembre;04. Salamanca;6.130
2015;Septiembre;05. Chamartín;5.833
2015;Septiembre;06. Tetuán;10.444
2015;Septiembre;07. Chamberí;6.208
2015;Septiembre;08. Fuencarral-El Pardo;11.543
2015;Septiembre;09. Moncloa-Aravaca;5.155
2015;Septiembre;10. Latina;17.248
2015;Septiembre;11. Carabanchel;19.856
2015;Septiembre;12. Usera;11.952
2015;Septiembre;13. Puente de Vallecas;22.674
2015;Septiembre;14. Moratalaz;6.527
2015;Septiembre;15. Ciudad Lineal;13.901
2015;Septiembre;16. Hortaleza;9.772
2015;Septiembre;17. Villaverde;13.578
2015;Septiembre;18. Villa de Vallecas;8.472
2015;Septiembre;19. Vicálvaro;5.503
2015;Septiembre;20. San Blas-Canillejas;11.279
2015;Septiembre;21. Barajas;2.350
2015;Octubre;01. Centro;9.592
2015;Octubre;02. Arganzuela;9.141
2015;Octubre;03. Retiro;5.326
2015;Octubre;04. Salamanca;6.167
2015;Octubre;05. Chamartín;5.799
2015;Octubre;06. Tetuán;10.616
2015;Octubre;07. Chamberí;6.232
2015;Octubre;08. Fuencarral-El Pardo;11.643
2015;Octubre;09. Moncloa-Aravaca;5.186
2015;Octubre;10. Latina;17.330
2015;Octubre;11. Carabanchel;20.184
2015;Octubre;12. Usera;12.051
2015;Octubre;13. Puente de Vallecas;22.987
2015;Octubre;14. Moratalaz;6.522
2015;Octubre;15. Ciudad Lineal;14.068
2015;Octubre;16. Hortaleza;9.824
2015;Octubre;17. Villaverde;13.758
2015;Octubre;18. Villa de Vallecas;8.542
2015;Octubre;19. Vicálvaro;5.605
2015;Octubre;20. San Blas-Canillejas;11.413
2015;Octubre;21. Barajas;2.352
2015;Noviembre;01. Centro;9.560
2015;Noviembre;02. Arganzuela;9.020
2015;Noviembre;03. Retiro;5.255
2015;Noviembre;04. Salamanca;6.111
2015;Noviembre;05. Chamartín;5.773
2015;Noviembre;06. Tetuán;10.497
2015;Noviembre;07. Chamberí;6.155
2015;Noviembre;08. Fuencarral-El Pardo;11.404
2015;Noviembre;09. Moncloa-Aravaca;5.126
2015;Noviembre;10. Latina;17.168
2015;Noviembre;11. Carabanchel;20.095
2015;Noviembre;12. Usera;11.964
2015;Noviembre;13. Puente de Vallecas;22.863
2015;Noviembre;14. Moratalaz;6.421
2015;Noviembre;15. Ciudad Lineal;13.841
2015;Noviembre;16. Hortaleza;9.636
2015;Noviembre;17. Villaverde;13.656
2015;Noviembre;18. Villa de Vallecas;8.402
2015;Noviembre;19. Vicálvaro;5.526
2015;Noviembre;20. San Blas-Canillejas;11.281
2015;Noviembre;21. Barajas;2.321
2015;Diciembre;01. Centro;9.442
2015;Diciembre;02. Arganzuela;8.955
2015;Diciembre;03. Retiro;5.161
2015;Diciembre;04. Salamanca;5.938
2015;Diciembre;05. Chamartín;5.680
2015;Diciembre;06. Tetuán;10.248
2015;Diciembre;07. Chamberí;6.111
2015;Diciembre;08. Fuencarral-El Pardo;11.071
2015;Diciembre;09. Moncloa-Aravaca;5.043
2015;Diciembre;10. Latina;16.795
2015;Diciembre;11. Carabanchel;19.661
2015;Diciembre;12. Usera;11.666
2015;Diciembre;13. Puente de Vallecas;22.303
2015;Diciembre;14. Moratalaz;6.275
2015;Diciembre;15. Ciudad Lineal;13.596
2015;Diciembre;16. Hortaleza;9.456
2015;Diciembre;17. Villaverde;13.324
2015;Diciembre;18. Villa de Vallecas;8.224
2015;Diciembre;19. Vicálvaro;5.416
2015;Diciembre;20. San Blas-Canillejas;11.118
2015;Diciembre;21. Barajas;2.319
2016;Enero;01. Centro;9.664
2016;Enero;02. Arganzuela;9.079
2016;Enero;03. Retiro;5.233
2016;Enero;04. Salamanca;6.070
2016;Enero;05. Chamartín;5.789
2016;Enero;06. Tetuán;10.503
2016;Enero;07. Chamberí;6.222
2016;Enero;08. Fuencarral-El Pardo;11.201
2016;Enero;09. Moncloa-Aravaca;5.172
2016;Enero;10. Latina;17.130
2016;Enero;11. Carabanchel;19.946
2016;Enero;12. Usera;11.849
2016;Enero;13. Puente de Vallecas;22.737
2016;Enero;14. Moratalaz;6.394
2016;Enero;15. Ciudad Lineal;13.797
2016;Enero;16. Hortaleza;9.620
2016;Enero;17. Villaverde;13.554
2016;Enero;18. Villa de Vallecas;8.335
2016;Enero;19. Vicálvaro;5.446
2016;Enero;20. San Blas-Canillejas;11.303
2016;Enero;21. Barajas;2.326
2016;Febrero;01. Centro;9.683
2016;Febrero;02. Arganzuela;9.030
2016;Febrero;03. Retiro;5.190
2016;Febrero;04. Salamanca;6.142
2016;Febrero;05. Chamartín;5.839
2016;Febrero;06. Tetuán;10.497
2016;Febrero;07. Chamberí;6.214
2016;Febrero;08. Fuencarral-El Pardo;11.290
2016;Febrero;09. Moncloa-Aravaca;5.164
2016;Febrero;10. Latina;17.235
2016;Febrero;11. Carabanchel;20.164
2016;Febrero;12. Usera;11.980
2016;Febrero;13. Puente de Vallecas;22.894
2016;Febrero;14. Moratalaz;6.430
2016;Febrero;15. Ciudad Lineal;13.876
2016;Febrero;16. Hortaleza;9.715
2016;Febrero;17. Villaverde;13.654
2016;Febrero;18. Villa de Vallecas;8.421
2016;Febrero;19. Vicálvaro;5.457
2016;Febrero;20. San Blas-Canillejas;11.347
2016;Febrero;21. Barajas;2.381
2016;Marzo;01. Centro;9.613
2016;Marzo;02. Arganzuela;8.925
2016;Marzo;03. Retiro;5.133
2016;Marzo;04. Salamanca;6.116
2016;Marzo;05. Chamartín;5.768
2016;Marzo;06. Tetuán;10.449
2016;Marzo;07. Chamberí;6.153
2016;Marzo;08. Fuencarral-El Pardo;11.249
2016;Marzo;09. Moncloa-Aravaca;5.132
2016;Marzo;10. Latina;17.067
2016;Marzo;11. Carabanchel;20.185
2016;Marzo;12. Usera;11.863
2016;Marzo;13. Puente de Vallecas;22.742
2016;Marzo;14. Moratalaz;6.365
2016;Marzo;15. Ciudad Lineal;13.771
2016;Marzo;16. Hortaleza;9.680
2016;Marzo;17. Villaverde;13.524
2016;Marzo;18. Villa de Vallecas;8.374
2016;Marzo;19. Vicálvaro;5.391
2016;Marzo;20. San Blas-Canillejas;11.195
2016;Marzo;21. Barajas;2.351
2016;Abril;01. Centro;9.368
2016;Abril;02. Arganzuela;8.741
2016;Abril;03. Retiro;4.973
2016;Abril;04. Salamanca;5.956
2016;Abril;05. Chamartín;5.699
2016;Abril;06. Tetuán;10.347
2016;Abril;07. Chamberí;6.025
2016;Abril;08. Fuencarral-El Pardo;11.037
2016;Abril;09. Moncloa-Aravaca;4.999
2016;Abril;10. Latina;16.772
2016;Abril;11. Carabanchel;19.876
2016;Abril;12. Usera;11.557
2016;Abril;13. Puente de Vallecas;22.276
2016;Abril;14. Moratalaz;6.269
2016;Abril;15. Ciudad Lineal;13.542
2016;Abril;16. Hortaleza;9.504
2016;Abril;17. Villaverde;13.277
2016;Abril;18. Villa de Vallecas;8.213
2016;Abril;19. Vicálvaro;5.300
2016;Abril;20. San Blas-Canillejas;11.129
2016;Abril;21. Barajas;2.323
2016;Mayo;01. Centro;9.184
2016;Mayo;02. Arganzuela;8.437
2016;Mayo;03. Retiro;4.868
2016;Mayo;04. Salamanca;5.760
2016;Mayo;05. Chamartín;5.591
2016;Mayo;06. Tetuán;10.068
2016;Mayo;07. Chamberí;5.873
2016;Mayo;08. Fuencarral-El Pardo;10.856
2016;Mayo;09. Moncloa-Aravaca;4.913
2016;Mayo;10. Latina;16.242
2016;Mayo;11. Carabanchel;19.225
2016;Mayo;12. Usera;11.213
2016;Mayo;13. Puente de Vallecas;21.705
2016;Mayo;14. Moratalaz;6.132
2016;Mayo;15. Ciudad Lineal;13.195
2016;Mayo;16. Hortaleza;9.270
2016;Mayo;17. Villaverde;12.853
2016;Mayo;18. Villa de Vallecas;7.991
2016;Mayo;19. Vicálvaro;5.190
2016;Mayo;20. San Blas-Canillejas;10.776
2016;Mayo;21. Barajas;2.263
2016;Junio;01. Centro;9.008
2016;Junio;02. Arganzuela;8.290
2016;Junio;03. Retiro;4.788
2016;Junio;04. Salamanca;5.717
2016;Junio;05. Chamartín;5.526
2016;Junio;06. Tetuán;9.777
2016;Junio;07. Chamberí;5.743
2016;Junio;08. Fuencarral-El Pardo;10.621
2016;Junio;09. Moncloa-Aravaca;4.825
2016;Junio;10. Latina;15.920
2016;Junio;11. Carabanchel;18.802
2016;Junio;12. Usera;10.840
2016;Junio;13. Puente de Vallecas;21.403
2016;Junio;14. Moratalaz;5.953
2016;Junio;15. Ciudad Lineal;12.867
2016;Junio;16. Hortaleza;9.178
2016;Junio;17. Villaverde;12.533
2016;Junio;18. Villa de Vallecas;7.982
2016;Junio;19. Vicálvaro;5.144
2016;Junio;20. San Blas-Canillejas;10.595
2016;Junio;21. Barajas;2.241
2016;Julio;01. Centro;9.213
2016;Julio;02. Arganzuela;8.464
2016;Julio;03. Retiro;4.877
2016;Julio;04. Salamanca;5.713
2016;Julio;05. Chamartín;5.551
2016;Julio;06. Tetuán;9.710
2016;Julio;07. Chamberí;5.765
2016;Julio;08. Fuencarral-El Pardo;10.615
2016;Julio;09. Moncloa-Aravaca;4.828
2016;Julio;10. Latina;15.635
2016;Julio;11. Carabanchel;18.428
2016;Julio;12. Usera;10.643
2016;Julio;13. Puente de Vallecas;20.911
2016;Julio;14. Moratalaz;5.920
2016;Julio;15. Ciudad Lineal;12.698
2016;Julio;16. Hortaleza;9.202
2016;Julio;17. Villaverde;12.244
2016;Julio;18. Villa de Vallecas;7.929
2016;Julio;19. Vicálvaro;5.055
2016;Julio;20. San Blas-Canillejas;10.472
2016;Julio;21. Barajas;2.219
2016;Agosto;01. Centro;9.264
2016;Agosto;02. Arganzuela;8.553
2016;Agosto;03. Retiro;4.986
2016;Agosto;04. Salamanca;5.810
2016;Agosto;05. Chamartín;5.644
2016;Agosto;06. Tetuán;9.711
2016;Agosto;07. Chamberí;5.827
2016;Agosto;08. Fuencarral-El Pardo;10.810
2016;Agosto;09. Moncloa-Aravaca;4.876
2016;Agosto;10. Latina;15.930
2016;Agosto;11. Carabanchel;18.454
2016;Agosto;12. Usera;10.646
2016;Agosto;13. Puente de Vallecas;20.921
2016;Agosto;14. Moratalaz;5.987
2016;Agosto;15. Ciudad Lineal;12.827
2016;Agosto;16. Hortaleza;9.324
2016;Agosto;17. Villaverde;12.293
2016;Agosto;18. Villa de Vallecas;8.070
2016;Agosto;19. Vicálvaro;5.110
2016;Agosto;20. San Blas-Canillejas;10.459
2016;Agosto;21. Barajas;2.253
2016;Septiembre;01. Centro;9.002
2016;Septiembre;02. Arganzuela;8.320
2016;Septiembre;03. Retiro;4.867
2016;Septiembre;04. Salamanca;5.772
2016;Septiembre;05. Chamartín;5.503
2016;Septiembre;06. Tetuán;9.559
2016;Septiembre;07. Chamberí;5.672
2016;Septiembre;08. Fuencarral-El Pardo;10.644
2016;Septiembre;09. Moncloa-Aravaca;4.797
2016;Septiembre;10. Latina;15.799
2016;Septiembre;11. Carabanchel;18.472
2016;Septiembre;12. Usera;10.716
2016;Septiembre;13. Puente de Vallecas;20.977
2016;Septiembre;14. Moratalaz;5.917
2016;Septiembre;15. Ciudad Lineal;12.707
2016;Septiembre;16. Hortaleza;9.075
2016;Septiembre;17. Villaverde;12.434
2016;Septiembre;18. Villa de Vallecas;7.954
2016;Septiembre;19. Vicálvaro;5.068
2016;Septiembre;20. San Blas-Canillejas;10.514
2016;Septiembre;21. Barajas;2.151
2016;Octubre;01. Centro;8.894
2016;Octubre;02. Arganzuela;8.117
2016;Octubre;03. Retiro;4.806
2016;Octubre;04. Salamanca;5.630
2016;Octubre;05. Chamartín;5.446
2016;Octubre;06. Tetuán;9.656
2016;Octubre;07. Chamberí;5.598
2016;Octubre;08. Fuencarral-El Pardo;10.624
2016;Octubre;09. Moncloa-Aravaca;4.714
2016;Octubre;10. Latina;15.851
2016;Octubre;11. Carabanchel;18.687
2016;Octubre;12. Usera;10.714
2016;Octubre;13. Puente de Vallecas;20.956
2016;Octubre;14. Moratalaz;5.928
2016;Octubre;15. Ciudad Lineal;12.715
2016;Octubre;16. Hortaleza;9.022
2016;Octubre;17. Villaverde;12.515
2016;Octubre;18. Villa de Vallecas;7.882
2016;Octubre;19. Vicálvaro;5.087
2016;Octubre;20. San Blas-Canillejas;10.403
2016;Octubre;21. Barajas;2.143
2016;Noviembre;01. Centro;8.883
2016;Noviembre;02. Arganzuela;8.065
2016;Noviembre;03. Retiro;4.762
2016;Noviembre;04. Salamanca;5.586
2016;Noviembre;05. Chamartín;5.389
2016;Noviembre;06. Tetuán;9.746
2016;Noviembre;07. Chamberí;5.581
2016;Noviembre;08. Fuencarral-El Pardo;10.416
2016;Noviembre;09. Moncloa-Aravaca;4.699
2016;Noviembre;10. Latina;15.776
2016;Noviembre;11. Carabanchel;18.454
2016;Noviembre;12. Usera;10.744
2016;Noviembre;13. Puente de Vallecas;20.650
2016;Noviembre;14. Moratalaz;5.794
2016;Noviembre;15. Ciudad Lineal;12.511
2016;Noviembre;16. Hortaleza;8.918
2016;Noviembre;17. Villaverde;12.325
2016;Noviembre;18. Villa de Vallecas;7.788
2016;Noviembre;19. Vicálvaro;5.050
2016;Noviembre;20. San Blas-Canillejas;10.270
2016;Noviembre;21. Barajas;2.140
2016;Diciembre;01. Centro;8.725
2016;Diciembre;02. Arganzuela;7.881
2016;Diciembre;03. Retiro;4.703
2016;Diciembre;04. Salamanca;5.481
2016;Diciembre;05. Chamartín;5.352
2016;Diciembre;06. Tetuán;9.471
2016;Diciembre;07. Chamberí;5.466
2016;Diciembre;08. Fuencarral-El Pardo;10.155
2016;Diciembre;09. Moncloa-Aravaca;4.594
2016;Diciembre;10. Latina;15.298
2016;Diciembre;11. Carabanchel;17.829
2016;Diciembre;12. Usera;10.394
2016;Diciembre;13. Puente de Vallecas;20.089
2016;Diciembre;14. Moratalaz;5.666
2016;Diciembre;15. Ciudad Lineal;12.203
2016;Diciembre;16. Hortaleza;8.665
2016;Diciembre;17. Villaverde;12.128
2016;Diciembre;18. Villa de Vallecas;7.648
2016;Diciembre;19. Vicálvaro;4.942
2016;Diciembre;20. San Blas-Canillejas;10.048
2016;Diciembre;21. Barajas;2.100
2017;Enero;01. Centro;8.942
2017;Enero;02. Arganzuela;8.093
2017;Enero;03. Retiro;4.773
2017;Enero;04. Salamanca;5.640
2017;Enero;05. Chamartín;5.452
2017;Enero;06. Tetuán;9.559
2017;Enero;07. Chamberí;5.549
2017;Enero;08. Fuencarral-El Pardo;10.493
2017;Enero;09. Moncloa-Aravaca;4.630
2017;Enero;10. Latina;15.512
2017;Enero;11. Carabanchel;18.396
2017;Enero;12. Usera;10.566
2017;Enero;13. Puente de Vallecas;20.476
2017;Enero;14. Moratalaz;5.809
2017;Enero;15. Ciudad Lineal;12.451
2017;Enero;16. Hortaleza;8.935
2017;Enero;17. Villaverde;12.361
2017;Enero;18. Villa de Vallecas;7.764
2017;Enero;19. Vicálvaro;5.068
2017;Enero;20. San Blas-Canillejas;10.309
2017;Enero;21. Barajas;2.127
2017;Febrero;01. Centro;8.884
2017;Febrero;02. Arganzuela;8.121
2017;Febrero;03. Retiro;4.824
2017;Febrero;04. Salamanca;5.621
2017;Febrero;05. Chamartín;5.388
2017;Febrero;06. Tetuán;9.785
2017;Febrero;07. Chamberí;5.575
2017;Febrero;08. Fuencarral-El Pardo;10.439
2017;Febrero;09. Moncloa-Aravaca;4.563
2017;Febrero;10. Latina;15.606
2017;Febrero;11. Carabanchel;18.516
2017;Febrero;12. Usera;10.664
2017;Febrero;13. Puente de Vallecas;20.775
2017;Febrero;14. Moratalaz;5.932
2017;Febrero;15. Ciudad Lineal;12.572
2017;Febrero;16. Hortaleza;8.988
2017;Febrero;17. Villaverde;12.407
2017;Febrero;18. Villa de Vallecas;7.798
2017;Febrero;19. Vicálvaro;5.166
2017;Febrero;20. San Blas-Canillejas;10.456
2017;Febrero;21. Barajas;2.152
2017;Marzo;01. Centro;8.712
2017;Marzo;02. Arganzuela;8.002
2017;Marzo;03. Retiro;4.724
2017;Marzo;04. Salamanca;5.515
2017;Marzo;05. Chamartín;5.297
2017;Marzo;06. Tetuán;9.670
2017;Marzo;07. Chamberí;5.461
2017;Marzo;08. Fuencarral-El Pardo;10.254
2017;Marzo;09. Moncloa-Aravaca;4.514
2017;Marzo;10. Latina;15.232
2017;Marzo;11. Carabanchel;18.231
2017;Marzo;12. Usera;10.569
2017;Marzo;13. Puente de Vallecas;20.531
2017;Marzo;14. Moratalaz;5.806
2017;Marzo;15. Ciudad Lineal;12.473
2017;Marzo;16. Hortaleza;8.812
2017;Marzo;17. Villaverde;12.293
2017;Marzo;18. Villa de Vallecas;7.702
2017;Marzo;19. Vicálvaro;5.143
2017;Marzo;20. San Blas-Canillejas;10.344
2017;Marzo;21. Barajas;2.152
2017;Abril;01. Centro;8.395
2017;Abril;02. Arganzuela;7.716
2017;Abril;03. Retiro;4.624
2017;Abril;04. Salamanca;5.365
2017;Abril;05. Chamartín;5.145
2017;Abril;06. Tetuán;9.334
2017;Abril;07. Chamberí;5.265
2017;Abril;08. Fuencarral-El Pardo;10.010
2017;Abril;09. Moncloa-Aravaca;4.431
2017;Abril;10. Latina;14.712
2017;Abril;11. Carabanchel;17.579
2017;Abril;12. Usera;10.330
2017;Abril;13. Puente de Vallecas;19.932
2017;Abril;14. Moratalaz;5.612
2017;Abril;15. Ciudad Lineal;12.083
2017;Abril;16. Hortaleza;8.639
2017;Abril;17. Villaverde;12.076
2017;Abril;18. Villa de Vallecas;7.581
2017;Abril;19. Vicálvaro;5.018
2017;Abril;20. San Blas-Canillejas;10.081
2017;Abril;21. Barajas;2.105
2017;Mayo;01. Centro;8.292
2017;Mayo;02. Arganzuela;7.533
2017;Mayo;03. Retiro;4.487
2017;Mayo;04. Salamanca;5.235
2017;Mayo;05. Chamartín;5.007
2017;Mayo;06. Tetuán;9.111
2017;Mayo;07. Chamberí;5.182
2017;Mayo;08. Fuencarral-El Pardo;9.805
2017;Mayo;09. Moncloa-Aravaca;4.387
2017;Mayo;10. Latina;14.407
2017;Mayo;11. Carabanchel;17.156
2017;Mayo;12. Usera;10.070
2017;Mayo;13. Puente de Vallecas;19.406
2017;Mayo;14. Moratalaz;5.525
2017;Mayo;15. Ciudad Lineal;11.653
2017;Mayo;16. Hortaleza;8.452
2017;Mayo;17. Villaverde;11.790
2017;Mayo;18. Villa de Vallecas;7.516
2017;Mayo;19. Vicálvaro;4.896
2017;Mayo;20. San Blas-Canillejas;9.756
2017;Mayo;21. Barajas;2.069
2017;Junio;01. Centro;8.181
2017;Junio;02. Arganzuela;7.405
2017;Junio;03. Retiro;4.371
2017;Junio;04. Salamanca;5.158
2017;Junio;05. Chamartín;4.934
2017;Junio;06. Tetuán;8.954
2017;Junio;07. Chamberí;5.101
2017;Junio;08. Fuencarral-El Pardo;9.627
2017;Junio;09. Moncloa-Aravaca;4.431
2017;Junio;10. Latina;14.177
2017;Junio;11. Carabanchel;16.909
2017;Junio;12. Usera;10.109
2017;Junio;13. Puente de Vallecas;19.359
2017;Junio;14. Moratalaz;5.500
2017;Junio;15. Ciudad Lineal;11.408
2017;Junio;16. Hortaleza;8.377
2017;Junio;17. Villaverde;11.426
2017;Junio;18. Villa de Vallecas;7.464
2017;Junio;19. Vicálvaro;4.808
2017;Junio;20. San Blas-Canillejas;9.649
2017;Junio;21. Barajas;1.976
2017;Julio;01. Centro;8.373
2017;Julio;02. Arganzuela;7.607
2017;Julio;03. Retiro;4.462
2017;Julio;04. Salamanca;5.198
2017;Julio;05. Chamartín;5.036
2017;Julio;06. Tetuán;8.951
2017;Julio;07. Chamberí;5.175
2017;Julio;08. Fuencarral-El Pardo;9.745
2017;Julio;09. Moncloa-Aravaca;4.453
2017;Julio;10. Latina;14.424
2017;Julio;11. Carabanchel;16.838
2017;Julio;12. Usera;9.904
2017;Julio;13. Puente de Vallecas;19.266
2017;Julio;14. Moratalaz;5.609
2017;Julio;15. Ciudad Lineal;11.404
2017;Julio;16. Hortaleza;8.518
2017;Julio;17. Villaverde;11.374
2017;Julio;18. Villa de Vallecas;7.545
2017;Julio;19. Vicálvaro;4.809
2017;Julio;20. San Blas-Canillejas;9.605
2017;Julio;21. Barajas;1.978
2017;Agosto;01. Centro;8.457
2017;Agosto;02. Arganzuela;7.693
2017;Agosto;03. Retiro;4.504
2017;Agosto;04. Salamanca;5.342
2017;Agosto;05. Chamartín;5.141
2017;Agosto;06. Tetuán;9.094
2017;Agosto;07. Chamberí;5.295
2017;Agosto;08. Fuencarral-El Pardo;9.890
2017;Agosto;09. Moncloa-Aravaca;4.572
2017;Agosto;10. Latina;14.576
2017;Agosto;11. Carabanchel;16.933
2017;Agosto;12. Usera;9.918
2017;Agosto;13. Puente de Vallecas;19.447
2017;Agosto;14. Moratalaz;5.642
2017;Agosto;15. Ciudad Lineal;11.535
2017;Agosto;16. Hortaleza;8.666
2017;Agosto;17. Villaverde;11.379
2017;Agosto;18. Villa de Vallecas;7.684
2017;Agosto;19. Vicálvaro;4.918
2017;Agosto;20. San Blas-Canillejas;9.662
2017;Agosto;21. Barajas;2.031
2017;Septiembre;01. Centro;8.257
2017;Septiembre;02. Arganzuela;7.579
2017;Septiembre;03. Retiro;4.549
2017;Septiembre;04. Salamanca;5.422
2017;Septiembre;05. Chamartín;5.046
2017;Septiembre;06. Tetuán;8.940
2017;Septiembre;07. Chamberí;5.267
2017;Septiembre;08. Fuencarral-El Pardo;9.774
2017;Septiembre;09. Moncloa-Aravaca;4.514
2017;Septiembre;10. Latina;14.459
2017;Septiembre;11. Carabanchel;16.944
2017;Septiembre;12. Usera;10.016
2017;Septiembre;13. Puente de Vallecas;19.575
2017;Septiembre;14. Moratalaz;5.624
2017;Septiembre;15. Ciudad Lineal;11.525
2017;Septiembre;16. Hortaleza;8.541
2017;Septiembre;17. Villaverde;11.578
2017;Septiembre;18. Villa de Vallecas;7.632
2017;Septiembre;19. Vicálvaro;4.888
2017;Septiembre;20. San Blas-Canillejas;9.697
2017;Septiembre;21. Barajas;2.032
2017;Octubre;01. Centro;8.300
2017;Octubre;02. Arganzuela;7.508
2017;Octubre;03. Retiro;4.455
2017;Octubre;04. Salamanca;5.371
2017;Octubre;05. Chamartín;4.990
2017;Octubre;06. Tetuán;8.874
2017;Octubre;07. Chamberí;5.228
2017;Octubre;08. Fuencarral-El Pardo;9.741
2017;Octubre;09. Moncloa-Aravaca;4.471
2017;Octubre;10. Latina;14.471
2017;Octubre;11. Carabanchel;16.985
2017;Octubre;12. Usera;10.064
2017;Octubre;13. Puente de Vallecas;19.735
2017;Octubre;14. Moratalaz;5.599
2017;Octubre;15. Ciudad Lineal;11.656
2017;Octubre;16. Hortaleza;8.492
2017;Octubre;17. Villaverde;11.661
2017;Octubre;18. Villa de Vallecas;7.603
2017;Octubre;19. Vicálvaro;4.904
2017;Octubre;20. San Blas-Canillejas;9.613
2017;Octubre;21. Barajas;1.994
2017;Noviembre;01. Centro;8.095
2017;Noviembre;02. Arganzuela;7.380
2017;Noviembre;03. Retiro;4.406
2017;Noviembre;04. Salamanca;5.312
2017;Noviembre;05. Chamartín;4.948
2017;Noviembre;06. Tetuán;8.828
2017;Noviembre;07. Chamberí;5.167
2017;Noviembre;08. Fuencarral-El Pardo;9.549
2017;Noviembre;09. Moncloa-Aravaca;4.371
2017;Noviembre;10. Latina;14.217
2017;Noviembre;11. Carabanchel;16.817
2017;Noviembre;12. Usera;9.920
2017;Noviembre;13. Puente de Vallecas;19.380
2017;Noviembre;14. Moratalaz;5.500
2017;Noviembre;15. Ciudad Lineal;11.376
2017;Noviembre;16. Hortaleza;8.288
2017;Noviembre;17. Villaverde;11.340
2017;Noviembre;18. Villa de Vallecas;7.396
2017;Noviembre;19. Vicálvaro;4.727
2017;Noviembre;20. San Blas-Canillejas;9.445
2017;Noviembre;21. Barajas;1.937
2017;Diciembre;01. Centro;7.989
2017;Diciembre;02. Arganzuela;7.227
2017;Diciembre;03. Retiro;4.275
2017;Diciembre;04. Salamanca;5.137
2017;Diciembre;05. Chamartín;4.874
2017;Diciembre;06. Tetuán;8.571
2017;Diciembre;07. Chamberí;5.098
2017;Diciembre;08. Fuencarral-El Pardo;9.386
2017;Diciembre;09. Moncloa-Aravaca;4.287
2017;Diciembre;10. Latina;13.895
2017;Diciembre;11. Carabanchel;16.506
2017;Diciembre;12. Usera;9.624
2017;Diciembre;13. Puente de Vallecas;18.699
2017;Diciembre;14. Moratalaz;5.343
2017;Diciembre;15. Ciudad Lineal;11.154
2017;Diciembre;16. Hortaleza;8.241
2017;Diciembre;17. Villaverde;10.989
2017;Diciembre;18. Villa de Vallecas;7.246
2017;Diciembre;19. Vicálvaro;4.573
2017;Diciembre;20. San Blas-Canillejas;9.169
2017;Diciembre;21. Barajas;1.929
2018;Enero;01. Centro;8.210
2018;Enero;02. Arganzuela;7.446
2018;Enero;03. Retiro;4.452
2018;Enero;04. Salamanca;5.260
2018;Enero;05. Chamartín;4.934
2018;Enero;06. Tetuán;8.834
2018;Enero;07. Chamberí;5.251
2018;Enero;08. Fuencarral-El Pardo;9.644
2018;Enero;09. Moncloa-Aravaca;4.351
2018;Enero;10. Latina;14.307
2018;Enero;11. Carabanchel;17.177
2018;Enero;12. Usera;9.886
2018;Enero;13. Puente de Vallecas;19.398
2018;Enero;14. Moratalaz;5.436
2018;Enero;15. Ciudad Lineal;11.557
2018;Enero;16. Hortaleza;8.379
2018;Enero;17. Villaverde;11.450
2018;Enero;18. Villa de Vallecas;7.493
2018;Enero;19. Vicálvaro;4.775
2018;Enero;20. San Blas-Canillejas;9.543
2018;Enero;21. Barajas;1.974
2018;Febrero;01. Centro;8.241
2018;Febrero;02. Arganzuela;7.416
2018;Febrero;03. Retiro;4.487
2018;Febrero;04. Salamanca;5.310
2018;Febrero;05. Chamartín;4.964
2018;Febrero;06. Tetuán;8.827
2018;Febrero;07. Chamberí;5.241
2018;Febrero;08. Fuencarral-El Pardo;9.803
2018;Febrero;09. Moncloa-Aravaca;4.408
2018;Febrero;10. Latina;14.415
2018;Febrero;11. Carabanchel;17.253
