,LOCATIONID,LOCATIONNAME,MUNICIPALITY,PRICE_SALE,PRICE_RENT,UNITPRICE_SALE,UNITPRICE_RENT,GROSS_YIELD,GROSS_YIELD_MA12,GROSS_YIELD_VOLATILITY,VIEWS_PER_AD_SALE,VIEWS_PER_AD_RENT,LEADS_PER_AD_SALE,LEADS_PER_AD_RENT,NET_HOUSEHOLD_INCOME,EFFORTRATE_SALE,EFFORTRATE_RENT,YEAR,MONTH,Edad media de la población,Población,Porcentaje de población de 65 y más años,Porcentaje de población menor de 18 años,Tamaño medio del hogar
347,0-EU-ES-28-07-001-079-05,Chamartín,Madrid,1169004.7711972,1619.03819457777,5317.47797990911,16.1593884368767,3.64670360601729,3.87244038145412,0.11523425927708,76.0301772683768,73.2455098170234,1.23575528692516,1.94249066967177,,,,2018,4,44.8,143849.0,23.0,15.4,2.5
348,0-EU-ES-28-07-001-079-05,Chamartín,Madrid,1155395.3788341,1587.29683144097,5391.01450107488,16.1879045075596,3.60330794977426,3.84276259871641,0.133429464266048,66.3724754978416,64.5832155540162,1.17358095434139,1.95238558215225,,,,2018,5,44.8,143849.0,23.0,15.4,2.5
349,0-EU-ES-28-07-001-079-05,Chamartín,Madrid,1123948.93931206,1547.59324796027,5451.50765964902,16.2588034167821,3.57892996180706,3.81449964180851,0.149440527631423,60.9280696213151,61.7088905618543,1.08255397132372,1.92391183184041,58814.7491031568,34.3101619644419,27.0839218597179,2018,6,44.8,143849.0,23.0,15.4,2.5
350,0-EU-ES-28-07-001-079-05,Chamartín,Madrid,1102975.21479743,1541.5677997792,5486.57542950351,16.342143035092,3.57428270039932,3.78160124261257,0.155138700063684,50.3480654080806,53.9760846523197,0.844694392257365,1.67717793255501,,,,2018,7,44.8,143849.0,23.0,15.4,2.5
351,0-EU-ES-28-07-001-079-05,Chamartín,Madrid,1107380.92531409,1595.44993328925,5493.00375368607,16.6204395047455,3.63089637291998,3.74794291747581,0.139590423030792,44.3107028607229,53.634648222429,0.682410418378515,1.94751978362962,,,,2018,8,44.8,143849.0,23.0,15.4,2.5
352,0-EU-ES-28-07-001-079-05,Chamartín,Madrid,1070454.70782378,1641.9354072927,5478.37313894546,16.469393504448,3.60750750343045,3.7135411007036,0.117314312863237,59.2142348736176,62.6501526887039,0.983182677564021,2.14065686768296,58814.7491031568,35.4793116612941,27.5255581162389,2018,9,44.8,143849.0,23.0,15.4,2.5
353,0-EU-ES-28-07-001-079-05,Chamartín,Madrid,1037249.6457931,1668.61530288443,5449.48123826698,16.2034453740466,3.56807072062504,3.68557295822959,0.108309278085176,56.0841322842249,54.4680786278219,0.861081426836081,1.69327970407477,,,,2018,10,44.8,143849.0,23.0,15.4,2.5
354,0-EU-ES-28-07-001-079-05,Chamartín,Madrid,1022841.26763706,1685.70836203104,5460.98783148141,16.2299700242423,3.56638114386852,3.65971109128767,0.0959222357125713,52.1657544450063,50.3595023677307,0.765274086426685,1.58694412828242,,,,2018,11,44.8,143849.0,23.0,15.4,2.5
355,0-EU-ES-28-07-001-079-05,Chamartín,Madrid,1014948.60278563,1667.58336591201,5449.74025624629,16.3348487415188,3.59683536611781,3.63816784863515,0.0766597832038866,45.5880159808226,44.0277981773265,0.625352907846284,1.43558431520746,62991.7243984354,31.9554903852462,25.3729115142014,2018,12,44.8,143849.0,23.0,15.4,2.5
356,0-EU-ES-28-07-001-079-05,Chamartín,Madrid,1013884.24937244,1660.27792091396,5464.47866457564,16.399503315407,3.60133238437975,3.62209505240832,0.0608479092617104,54.155842458783,56.102461854653,0.812693053450125,1.8686487641895,,,,2019,1,44.8,145401.0,23.1,15.3,2.5
357,0-EU-ES-28-07-001-079-05,Chamartín,Madrid,1006018.12949684,1632.79287576699,5442.59492554545,16.4089084513985,3.61788639629557,3.60917631630368,0.0405165453097151,59.8504774051547,55.770540803527,0.923586803186241,1.79385502752751,,,,2019,2,44.8,145401.0,23.1,15.3,2.5
358,0-EU-ES-28-07-001-079-05,Chamartín,Madrid,990714.407472319,1646.16990373547,5410.79225253753,16.4829127926357,3.65556362691373,3.60397481104573,0.0284130115163295,58.2575007682388,52.6876429259935,0.89700851456204,1.66756565187838,56556.3279168779,36.7302740125876,28.589139678606,2019,3,44.8,145401.0,23.1,15.3,2.5
359,0-EU-ES-28-07-001-079-05,Chamartín,Madrid,989859.621881779,1634.4654475613,5389.74683424134,16.5749080984997,3.69031984801923,3.60760949787923,0.0355419643881134,51.6767106526056,52.2507480967745,0.72673820914422,1.65342822142823,,,,2019,4,44.8,145401.0,23.1,15.3,2.5
360,0-EU-ES-28-07-001-079-05,Chamartín,Madrid,981815.528370581,1656.5541098654,5359.22689132095,16.6453627391219,3.72711133378102,3.61792644654646,0.0484283724526372,48.4119470409534,57.913928958039,0.687064403452404,1.90005756643289,,,,2019,5,44.8,145401.0,23.1,15.3,2.5
361,0-EU-ES-28-07-001-079-05,Chamartín,Madrid,971835.661660292,1651.98420628945,5348.1381302884,16.6691682358471,3.74018048818381,3.63136399041119,0.057301978553838,47.0211103483525,56.171491964003,0.663973901593904,1.86062551978101,57212.1454986715,34.8891394287355,28.5242714514583,2019,6,44.8,145401.0,23.1,15.3,2.5
362,0-EU-ES-28-07-001-079-05,Chamartín,Madrid,986558.893962323,1628.47892530071,5302.23688258829,16.8632417185459,3.81648170580733,3.65154724086185,0.0738941431222621,43.9251810611607,55.2638201009427,0.56183707874501,1.81880828570985,,,,2019,7,44.8,145401.0,23.1,15.3,2.5
363,0-EU-ES-28-07-001-079-05,Chamartín,Madrid,991353.806476856,1645.24687600238,5279.99109625186,17.0636799032673,3.87811560865254,3.67214884383957,0.0963231484149559,39.8079040530969,55.4821427388084,0.494977772074798,1.98153884338227,,,,2019,8,44.8,145401.0,23.1,15.3,2.5
364,0-EU-ES-28-07-001-079-05,Chamartín,Madrid,977180.928700281,1665.94583132188,5253.09062690904,16.6961397707969,3.81401524320269,3.68935782215392,0.101542918762488,51.6668692585334,62.5195310707666,0.726545937487776,2.35253620533013,55321.1126662864,35.9311461199295,30.0187633162599,2019,9,44.8,145401.0,23.1,15.3,2.5
365,0-EU-ES-28-07-001-079-05,Chamartín,Madrid,955948.68984562,1694.77106305801,5202.44272763131,16.2422843700216,3.74645955072342,3.70422355799545,0.0955814388330183,56.1201773798958,58.4167085514978,0.767480936978863,2.05370305842805,,,,2019,10,44.8,145401.0,23.1,15.3,2.5
366,0-EU-ES-28-07-001-079-05,Chamartín,Madrid,946218.964952977,1679.95361021086,5157.56401357922,16.254732785359,3.78195584021347,3.7221881160242,0.087938809131297,53.0083682487599,54.6152851481479,0.713112905311248,1.90565576343905,,,,2019,11,44.8,145401.0,23.1,15.3,2.5
367,0-EU-ES-28-07-001-079-05,Chamartín,Madrid,949433.088290177,1661.82936099557,5103.7513594738,16.3678400450932,3.84842573054673,3.74315397972661,0.0855115118658553,48.3710552673169,46.6946246431461,0.630475006407001,1.61658822987085,58650.5561798958,33.4853926273281,27.4475061734796,2019,12,44.8,145401.0,23.1,15.3,2.5
368,0-EU-ES-28-07-001-079-05,Chamartín,Madrid,958947.216956204,1643.28098282963,5103.03962715817,16.4232707090216,3.8619972194496,3.76487604931576,0.0796318586649801,62.1483753924244,59.3469764711141,0.859375401989692,1.96668940019825,,,,2020,1,45.0,143112.0,23.3,15.3,2.5
369,0-EU-ES-28-07-001-079-05,Chamartín,Madrid,969115.502437242,1630.32291788741,5109.74263309181,16.3249122005395,3.83383196519115,3.7828715133904,0.0679201212732627,71.7369025217466,62.9060634938471,1.01098385777533,1.90327612803983,,,,2020,2,45.0,143112.0,23.3,15.3,2.5
370,0-EU-ES-28-07-001-079-05,Chamartín,Madrid,983250.397436638,1614.87987778292,5128.82848555937,16.4750192561932,3.85468595081625,3.79946504038227,0.0584548175179095,50.5596554485999,44.8990616613901,0.607172271138937,1.20047315256686,60347.3052618398,33.7961126159132,26.7396786015492,2020,3,45.0,143112.0,23.3,15.3,2.5
371,0-EU-ES-28-07-001-079-05,Chamartín,Madrid,1005171.95531013,1612.60154525752,5129.95572575672,16.5967460021121,3.88231327271284,3.81546449244007,0.0523473616678937,51.916812415975,51.8133156060762,0.427508674650374,1.14803244206753,,,,2020,4,45.0,143112.0,23.3,15.3,2.5
372,0-EU-ES-28-07-001-079-05,Chamartín,Madrid,971449.436219259,1463.83973029846,5083.84211683622,16.5438117608253,3.90503356649183,3.83029134516597,0.0503829228041382,71.8986011410069,76.6629474127219,0.815964240546271,1.96957275906996,,,,2020,5,45.0,143112.0,23.3,15.3,2.5
373,0-EU-ES-28-07-001-079-05,Chamartín,Madrid,928301.646092986,1344.03234429928,5052.91402003019,16.2218512592573,3.85247432153862,3.83964916461221,0.0426053198954461,76.6411220904113,65.115294968247,0.96687075369706,1.62280528180024,56048.9612118272,35.8865305261771,28.6933901569571,2020,6,45.0,143112.0,23.3,15.3,2.5
374,0-EU-ES-28-07-001-079-05,Chamartín,Madrid,910159.577657859,1295.32400169659,5043.32381039795,16.0245415097019,3.8128525025493,3.83934673100737,0.0427812183849407,62.4649517601465,51.975589189189,0.72890026850562,1.25680145957594,,,,2020,7,45.0,143112.0,23.3,15.3,2.5
375,0-EU-ES-28-07-001-079-05,Chamartín,Madrid,898120.743776238,1263.75668727074,5037.09576576895,15.8907545507629,3.78569444529997,3.83164496739466,0.0434228508322318,56.3371121830944,49.2757843573299,0.626142845953982,1.25124848911062,,,,2020,8,45.0,143112.0,23.3,15.3,2.5
376,0-EU-ES-28-07-001-079-05,Chamartín,Madrid,888752.669184903,1219.58372074063,5058.16879136632,15.5769940737998,3.69548618473655,3.82176754585581,0.0575066468170056,71.3102353770399,52.9294467379774,0.894684678900259,1.29690651577629,53457.9428460647,35.4823372467112,29.2745191912658,2020,9,45.0,143112.0,23.3,15.3,2.5
377,0-EU-ES-28-07-001-079-05,Chamartín,Madrid,874330.670448391,1196.53483636414,5086.02449446894,15.2826271512175,3.60579320870452,3.81004535068757,0.0811423004151174,74.1424845543755,46.9671681202914,0.916391161152873,1.05565877547364,,,,2020,10,45.0,143112.0,23.3,15.3,2.5
378,0-EU-ES-28-07-001-079-05,Chamartín,Madrid,865849.906892534,1178.14581258641,5128.47030365234,15.1005178851743,3.53333847898157,3.78932723725158,0.111667536523406,73.1990832674044,47.1069925571868,0.873739379643106,1.02482465470308,,,,2020,11,45.0,143112.0,23.3,15.3,2.5
379,0-EU-ES-28-07-001-079-05,Chamartín,Madrid,859433.356038209,1187.64289002089,5145.59437593891,15.1332797417065,3.52922021505711,3.76272677762744,0.130801274910002,66.0958904682015,40.2813000590683,0.803818505135395,0.920674435161932,56356.5085251396,32.3712811309068,26.3085953996787,2020,12,45.0,143112.0,23.3,15.3,2.5
380,0-EU-ES-28-07-001-079-05,Chamartín,Madrid,858262.395524564,1191.25172146087,5173.34276466511,15.1927901390654,3.52409438079416,3.73456820773949,0.142268414659945,72.383701227439,48.5900847449959,0.964562149341845,1.19044975865359,,,,2021,1,45.2,142015.0,23.6,15.1,2.4
381,0-EU-ES-28-07-001-079-05,Chamartín,Madrid,856278.333083418,1183.47025599239,5171.39777595669,15.1276791894099,3.51031110228869,3.70760813583095,0.151272224756149,110.619119220583,71.4301443971595,1.33592274791315,1.33232358301363,,,,2021,2,45.2,142015.0,23.6,15.1,2.4
382,0-EU-ES-28-07-001-079-05,Chamartín,Madrid,870418.96922929,1181.16184140901,5200.19698120523,15.0399497515443,3.47062616417856,3.67560315361114,0.157277932436178,138.564781273743,92.8122758804214,1.3038014859987,1.26808870402691,54469.2690691825,35.3227573115241,27.1665277713687,2021,3,45.2,142015.0,23.6,15.1,2.4
383,0-EU-ES-28-07-001-079-05,Chamartín,Madrid,887494.825101624,1191.33193865096,5233.28047649196,15.0406213343875,3.44883972535782,3.63948035799822,0.15542159842299,140.079366686266,94.0491884734732,1.30161724639707,1.28048155121586,,,,2021,4,45.2,142015.0,23.6,15.1,2.4
384,0-EU-ES-28-07-001-079-05,Chamartín,Madrid,895424.210902129,1205.00189623662,5271.83145839863,15.1140914684626,3.4403432479354,3.60075616478519,0.141719442167514,132.254511428627,92.8894179124745,1.20564860459647,1.31659327564651,,,,2021,5,45.2,142015.0,23.6,15.1,2.4
385,0-EU-ES-28-07-001-079-06,Tetuán,Madrid,212676.439570709,737.635427806496,2624.82291280509,11.7287558620378,5.36207870092243,,,38.0530345451976,91.4575475849915,0.302877649606033,1.217652175114,,,,2015,1,44.0,150220.0,20.1,13.3,2.3
386,0-EU-ES-28-07-001-079-06,Tetuán,Madrid,215031.588673797,741.894739988056,2647.15300813525,11.802789169087,5.35040738460432,,,44.8116612607878,97.1749414967191,0.39035419964057,1.29467198590623,,,,2015,2,44.0,150220.0,20.1,13.3,2.3
387,0-EU-ES-28-07-001-079-06,Tetuán,Madrid,218945.973727211,741.739855908726,2670.46363653127,11.8402777542629,5.32054925247777,,,51.0581176053625,105.922431354346,0.455893119378032,1.44835212259644,31106.2690742851,44.762455693416,37.0699771915664,2015,3,44.0,150220.0,20.1,13.3,2.3
388,0-EU-ES-28-07-001-079-06,Tetuán,Madrid,220872.630508072,751.381389846984,2689.84729739203,11.8647555163391,5.29312821341614,,,29.2666281450584,59.8345014959986,0.356951374146893,1.20763101766831,,,,2015,4,44.0,150220.0,20.1,13.3,2.3
389,0-EU-ES-28-07-001-079-06,Tetuán,Madrid,223812.308886177,765.90177228412,2699.33120917182,11.950002829025,5.31242825856473,,,41.7383823758292,85.3908021022266,0.375869012777525,1.36347381240338,,,,2015,5,44.0,150220.0,20.1,13.3,2.3
390,0-EU-ES-28-07-001-079-06,Tetuán,Madrid,226320.887713639,775.58202724221,2717.29000512218,12.0800211760087,5.33473622023593,,,36.1185542809495,87.5845455291379,0.335754750883595,1.49301577761973,31579.4422172842,44.8740080608976,36.9678451314186,2015,6,44.0,150220.0,20.1,13.3,2.3
391,0-EU-ES-28-07-001-079-06,Tetuán,Madrid,227272.667782554,792.232065770126,2712.64952778788,12.229253285139,5.40987834655299,,,31.5827132467324,83.4801426952138,0.294938456247436,1.57433883999945,,,,2015,7,44.0,150220.0,20.1,13.3,2.3
392,0-EU-ES-28-07-001-079-06,Tetuán,Madrid,229270.484895499,815.464677669543,2716.86608593048,12.376238056395,5.46640327419289,,,42.6000934392923,95.6471430521369,0.26168163888926,1.88535012024946,,,,2015,8,44.0,150220.0,20.1,13.3,2.3
393,0-EU-ES-28-07-001-079-06,Tetuán,Madrid,231194.562787383,861.736296369216,2719.7041409674,12.3619310028906,5.454386372406,,,52.5378301056522,134.096339920987,0.423801404762886,2.67650189257084,30222.0275507152,44.5020056895151,39.8421575408587,2015,9,44.0,150220.0,20.1,13.3,2.3
394,0-EU-ES-28-07-001-079-06,Tetuán,Madrid,231140.717852712,928.142845381717,2723.62579861501,12.2651464819004,5.40389057328094,,,49.597526976348,126.357426575652,0.44022645034455,2.50366495024478,,,,2015,10,44.0,150220.0,20.1,13.3,2.3
395,0-EU-ES-28-07-001-079-06,Tetuán,Madrid,231300.835684761,954.705464986717,2718.59099739298,12.3424408482914,5.44801664985753,,,45.0917901401672,111.283139515095,0.424772433812058,2.19140657596344,,,,2015,11,44.0,150220.0,20.1,13.3,2.3
396,0-EU-ES-28-07-001-079-06,Tetuán,Madrid,232599.490490717,938.210310538131,2718.90565841274,12.5616855077861,5.54415066322799,5.39167115914497,0.0726247152793638,37.9773562352705,93.8546980609442,0.338127955856718,1.91728375982975,30714.7780047855,39.4416892694041,39.4384862436608,2015,12,44.0,150220.0,20.1,13.3,2.3
397,0-EU-ES-28-07-001-079-06,Tetuán,Madrid,233884.825760202,925.432373993452,2726.02884957115,12.6412630472684,5.56469373356356,5.4085557451984,0.0860872706198757,48.2177616457266,129.399352478397,0.475963879889188,2.68776522748249,,,,2016,1,43.9,151300.0,19.9,13.5,2.3
398,0-EU-ES-28-07-001-079-06,Tetuán,Madrid,235830.150080864,932.917792190032,2737.85591542791,12.8339067834673,5.62509080677962,5.43144603037967,0.102530823470945,51.7597115704039,130.340498120649,0.568015131486433,2.71824477935487,,,,2016,2,43.9,151300.0,19.9,13.5,2.3
399,0-EU-ES-28-07-001-079-06,Tetuán,Madrid,239284.652473276,938.25295148905,2747.68940970598,13.0854881790901,5.71483289175264,5.46430300031925,0.12288405419535,44.7455720563937,109.592574271818,0.488529217920922,2.30921537484817,30678.694666036,37.5981170350189,41.0225290105562,2016,3,43.9,151300.0,19.9,13.5,2.3
400,0-EU-ES-28-07-001-079-06,Tetuán,Madrid,244861.804905514,942.411175250913,2762.23500020859,13.1209553262085,5.70014730472287,5.49822125792814,0.127057152220118,51.7726508685902,126.517251488736,0.560758211477118,2.67267960524793,,,,2016,4,43.9,151300.0,19.9,13.5,2.3
401,0-EU-ES-28-07-001-079-06,Tetuán,Madrid,250103.843449275,964.065940827794,2785.70685948221,13.2355515733658,5.70148356923352,5.53064253381721,0.12513495987167,46.9822049021952,126.441901115499,0.515510862171024,2.81826488943006,,,,2016,5,43.9,151300.0,19.9,13.5,2.3
402,0-EU-ES-28-07-001-079-06,Tetuán,Madrid,253808.119061695,949.817371016123,2797.73972140883,13.3329339773131,5.71873096355046,5.56264209576008,0.119935888536686,44.6663797959142,126.206943113156,0.479566586269557,2.88499735142196,32271.4680323119,34.8192366786659,40.0165627678127,2016,6,43.9,151300.0,19.9,13.5,2.3
403,0-EU-ES-28-07-001-079-06,Tetuán,Madrid,255602.127768747,913.921683419457,2813.19005592543,13.5460917303504,5.77824809318586,5.59333957464616,0.123981372540293,38.3551693583058,115.002691961827,0.398429751268441,2.73545023548803,,,,2016,7,43.9,151300.0,19.9,13.5,2.3
404,0-EU-ES-28-07-001-079-06,Tetuán,Madrid,258016.799969918,972.281498621708,2824.15615674252,13.9289231703124,5.91847860978559,5.63101251927888,0.146352350953364,36.6289811554064,127.947495105805,0.394883187708532,3.44825586912644,,,,2016,8,43.9,151300.0,19.9,13.5,2.3
405,0-EU-ES-28-07-001-079-06,Tetuán,Madrid,258864.816023969,1025.29389121562,2833.55969012766,13.9099752525335,5.8908130155847,5.66738140621044,0.152056809130864,54.0564415178897,171.421797786424,0.645458053005723,4.86288581922982,30057.6171913584,37.4660852622018,45.1248229652226,2016,9,43.9,151300.0,19.9,13.5,2.3
406,0-EU-ES-28-07-001-079-06,Tetuán,Madrid,260890.770992721,1108.07259148053,2832.54300411652,13.9739162839076,5.92001587136338,5.71039184771731,0.14423743603244,55.6631367789024,152.93159399597,0.723260202269497,4.6121244661147,,,,2016,10,43.9,151300.0,19.9,13.5,2.3
407,0-EU-ES-28-07-001-079-06,Tetuán,Madrid,261797.678358721,1104.50404520142,2811.96956354843,14.1635860605674,6.04426999957754,5.76007962686064,0.147947239053257,57.8990541138412,142.793115276624,0.744089847983546,4.09949110404228,,,,2016,11,43.9,151300.0,19.9,13.5,2.3
408,0-EU-ES-28-07-001-079-06,Tetuán,Madrid,268108.9230893,1085.85630692089,2832.49073621499,14.3743404964645,6.08976699383923,5.80554765441158,0.15809305560839,53.1004638713626,129.370802578908,0.646119365699668,3.58107023149704,31838.8051971642,33.9568181488399,43.6165038469949,2016,12,43.9,151300.0,19.9,13.5,2.3
409,0-EU-ES-28-07-001-079-06,Tetuán,Madrid,277030.903812705,1093.37124834128,2855.32194996779,14.5734722820732,6.12476177640322,5.85221999131488,0.16270329101516,61.3061613418325,137.347495795402,0.859091870553263,4.0948421605519,,,,2017,1,43.8,153420.0,19.7,13.4,2.3
410,0-EU-ES-28-07-001-079-06,Tetuán,Madrid,281722.260872912,1105.20525001922,2867.36665179069,14.5707138598051,6.09787960700693,5.89161905800049,0.160156661254905,75.7088595325651,151.087732934656,1.04957019127369,4.08110008219687,,,,2017,2,43.8,153420.0,19.7,13.4,2.3
411,0-EU-ES-28-07-001-079-06,Tetuán,Madrid,302198.998113104,1207.13805569339,2928.78308529962,15.2342291702427,6.24186717549999,5.93553858164611,0.177029934916831,65.6487180827709,111.241154922851,0.867427068122411,3.06204539692284,32328.4147517255,33.9896758372105,45.0145924614697,2017,3,43.8,153420.0,19.7,13.4,2.3
412,0-EU-ES-28-07-001-079-06,Tetuán,Madrid,315288.467463538,1211.04137103227,2982.80468014931,15.3019733135772,6.15607454906283,5.97353251867444,0.171264844354653,59.2528713918199,105.858252187235,0.835700661793951,2.87252295903041,,,,2017,4,43.8,153420.0,19.7,13.4,2.3
413,0-EU-ES-28-07-001-079-06,Tetuán,Madrid,308811.655553925,1096.34138643081,3007.90143797466,14.6744399574115,5.85435670417142,5.98627194658593,0.155516475689423,62.4661139910237,122.169935780612,0.960304512166627,3.60740994319072,,,,2017,5,43.8,153420.0,19.7,13.4,2.3
414,0-EU-ES-28-07-001-079-06,Tetuán,Madrid,306876.262493179,1051.00527349469,3027.1674101005,14.5986741071356,5.78706313701397,5.99196629437456,0.146612117387117,62.8045753070651,118.349625266478,0.948673005915249,3.66821405883822,34286.6810550229,33.0999588204494,42.8436770754572,2017,6,43.8,153420.0,19.7,13.4,2.3
415,0-EU-ES-28-07-001-079-06,Tetuán,Madrid,313959.162959762,1051.98655561097,3068.56404450884,14.9741878044192,5.85584172422876,5.9984324302948,0.138532202540949,59.7285987003368,111.905820037854,0.856347861100197,3.48908893211022,,,,2017,7,43.8,153420.0,19.7,13.4,2.3
416,0-EU-ES-28-07-001-079-06,Tetuán,Madrid,315130.779912604,1076.19357737359,3094.953733079,15.3376815815098,5.94684750892912,6.00079650522342,0.137384914924276,48.8437793000832,106.843621757751,0.715616768135623,4.02679458989638,,,,2017,8,43.8,153420.0,19.7,13.4,2.3
417,0-EU-ES-28-07-001-079-06,Tetuán,Madrid,324325.328253567,1185.82940925707,3132.58314766705,15.4521884880736,5.91927661983937,6.00316847224465,0.135700954054168,68.655158575332,128.890294147699,1.0358259357207,4.94750824752982,35008.4585998583,33.8398270458436,43.0586808318531,2017,9,43.8,153420.0,19.7,13.4,2.3
418,0-EU-ES-28-07-001-079-06,Tetuán,Madrid,319048.861235634,1178.28647424523,3161.03877078375,15.1234364493145,5.74118986040712,5.98826630466496,0.152760850683517,76.2682591932562,133.817468725688,1.26100091305797,4.74273594183716,,,,2017,10,43.8,153420.0,19.7,13.4,2.3
419,0-EU-ES-28-07-001-079-06,Tetuán,Madrid,322100.594738405,1144.14011871715,3206.21119345711,15.217404489533,5.69547178448645,5.9591997867407,0.171387571907126,80.79641774594,122.52991647113,1.40928127323031,4.55857230303068,,,,2017,11,43.8,153420.0,19.7,13.4,2.3
420,0-EU-ES-28-07-001-079-06,Tetuán,Madrid,340393.984192566,1159.37672828963,3266.47463451323,15.402821681996,5.658512031014,5.92326187317193,0.184921452907514,68.2276865858351,91.43964249036,1.07064604056674,3.08477030372599,35307.0718035265,33.7983795275921,42.6239859216516,2017,12,43.8,153420.0,19.7,13.4,2.3
421,0-EU-ES-28-07-001-079-06,Tetuán,Madrid,341153.042215643,1045.20604108087,3299.33418587859,15.2949964593641,5.5629392832631,5.87644333207692,0.198594598209954,94.6783636085974,133.429017446855,1.79956339037798,5.26688916813286,,,,2018,1,43.7,155392.0,19.4,13.1,2.4
422,0-EU-ES-28-07-001-079-06,Tetuán,Madrid,350150.075604419,1041.61363775085,3371.07458101016,15.4733347778316,5.50803646943755,5.82728973727947,0.210351779816756,102.760352874518,130.639004802144,1.8962210597286,4.78514980616891,,,,2018,2,43.7,155392.0,19.4,13.1,2.4
423,0-EU-ES-28-07-001-079-06,Tetuán,Madrid,359760.872417801,1034.84499620591,3456.72777367508,15.5682874484919,5.40451726643438,5.75751057819067,0.199876418604521,98.0017734575367,121.842552568506,1.8516429404492,4.00783474869686,36757.6033185445,34.4904100272736,41.344276986737,2018,3,43.7,155392.0,19.4,13.1,2.4
424,0-EU-ES-28-07-001-079-06,Tetuán,Madrid,363514.779724739,1034.69009381574,3536.66879757661,15.5521593293242,5.27688405766946,5.68424470390789,0.201482204736957,87.3045376856813,104.883238582134,1.67352050939017,3.71893482768762,,,,2018,4,43.7,155392.0,19.4,13.1,2.4
425,0-EU-ES-28-07-001-079-06,Tetuán,Madrid,361732.163684507,1014.55558196182,3595.33452872151,15.5577114137833,5.19263327164681,5.62910108453084,0.235123164268592,76.537772788812,93.0103422253704,1.59444978208353,3.7834769807831,,,,2018,5,43.7,155392.0,19.4,13.1,2.4
426,0-EU-ES-28-07-001-079-06,Tetuán,Madrid,354429.630450022,989.331481405149,3646.14119978101,15.6026646625161,5.13507200328496,5.57476849005342,0.265688285673314,70.5739351824129,89.4064881705873,1.47579288793833,3.77619971683277,35063.2590380769,38.3766645292119,43.6652611192825,2018,6,43.7,155392.0,19.4,13.1,2.4
427,0-EU-ES-28-07-001-079-06,Tetuán,Madrid,350474.862778771,985.638615893643,3680.73450296598,15.6581179801678,5.10488913586688,5.51218910768993,0.280159698071978,58.5939834360325,78.6978118253792,1.15566625386757,3.33655673461776,,,,2018,7,43.7,155392.0,19.4,13.1,2.4
428,0-EU-ES-28-07-001-079-06,Tetuán,Madrid,354488.653325504,1020.24675779313,3695.88354018211,15.9006824180264,5.16272190240374,5.44684530714615,0.262017036922873,51.8045803877978,78.6772935317484,0.936890814147674,3.92500122336718,,,,2018,8,43.7,155392.0,19.4,13.1,2.4
429,0-EU-ES-28-07-001-079-06,Tetuán,Madrid,345167.411781264,1050.12921935986,3696.65501786742,15.7328644447832,5.10716776179763,5.37916956897601,0.234709848325638,69.5414060242936,92.4549303496493,1.35452795268402,4.36977449085823,34423.4197874496,40.7856178996321,44.9930302618395,2018,9,43.7,155392.0,19.4,13.1,2.4
430,0-EU-ES-28-07-001-079-06,Tetuán,Madrid,336822.506976378,1067.34462189273,3687.39136103298,15.4567046391094,5.03012665347658,5.3199143017318,0.225407516125559,66.1529534443678,80.8418594619064,1.19025065329262,3.49907864177854,,,,2018,10,43.7,155392.0,19.4,13.1,2.4
431,0-EU-ES-28-07-001-079-06,Tetuán,Madrid,334632.384415884,1078.43838048513,3706.04806277521,15.4586568170938,5.00543648282353,5.26241135992655,0.209737215710519,61.815515028259,75.1973768226212,1.06155609060698,3.32217666468844,,,,2018,11,43.7,155392.0,19.4,13.1,2.4
432,0-EU-ES-28-07-001-079-06,Tetuán,Madrid,334683.224485519,1067.00768127414,3709.89217596384,15.5338324908139,5.02456624204552,5.20958254417918,0.181213582325893,54.2858265524139,66.163512768337,0.870716140749253,3.04680687297378,33778.2637085078,40.4536593828302,45.0614396654967,2018,12,43.7,155392.0,19.4,13.1,2.4
433,0-EU-ES-28-07-001-079-06,Tetuán,Madrid,336747.496355964,1062.48044666793,3730.4150971088,15.5728194726712,5.00946486670849,5.16345967613296,0.153763514671941,64.7742675421788,84.794592360149,1.13540138561175,4.01533414267923,,,,2019,1,43.6,158233.0,19.2,12.9,2.4
434,0-EU-ES-28-07-001-079-06,Tetuán,Madrid,335019.024530794,1053.77617961868,3733.15983371672,15.6037327861833,5.01571863446788,5.12243318988549,0.117832790906445,70.7737989813204,84.7221477943159,1.28047240273555,3.87134573254218,,,,2019,2,43.6,158233.0,19.2,12.9,2.4
435,0-EU-ES-28-07-001-079-06,Tetuán,Madrid,330802.243713258,1071.49609781753,3729.11613114779,15.6962509191713,5.05092907825537,5.09296750753724,0.082531556518413,68.1153432961593,80.4461067327482,1.23419996070575,3.61447826302267,32796.1254321727,43.462339559633,46.8875348668766,2019,3,43.6,158233.0,19.2,12.9,2.4
436,0-EU-ES-28-07-001-079-06,Tetuán,Madrid,331404.671526357,1073.03080643036,3732.50464078792,15.8061887591967,5.08168866121815,5.07670122449963,0.0611448452799685,59.7469697904119,80.184653963361,0.99240701545747,3.59951181486003,,,,2019,4,43.6,158233.0,19.2,12.9,2.4
