Ano,Distrito,Precio_venta,Precio_alquiler,Esperanza_vida,Renta_media_persona,Edad_media,Mayores_65anos%,Menores_18anos%,Tamano_vivienda_personas,Paro_registrado%,Apartamentos_turisticos,Superficie_distrito_ha,Densidad_poblacion,Zonas_verdes%
2018,CIUDADLINEAL,2829.0,13.116666666666667,85.8,15815.0,45.4,0.22899999999999998,0.14400000000000002,2.5,0.05033210113115848,0.0,1142.57,186.80606002258068,0.11127545795881216
2018,HORTALEZA,3528.25,13.025,85.5,19759.0,41.6,0.184,0.19899999999999998,2.7,0.04273290791113403,0.0,2762.61,67.38844788080836,0.11301269451714138
2018,VILLAVERDE,1584.8333333333333,9.75,84.8,10164.0,41.7,0.175,0.18600000000000003,2.8,0.07463872225588927,1.0,2018.76,72.74911331708573,0.10653569517921892
2018,VILLADEVALLECAS,2192.25,10.658333333333333,83.9,12545.0,38.3,0.12300000000000001,0.21,2.6,0.06592389232059788,0.0,5146.72,21.231969098765816,0.05397612459974508
2018,VICALVARO,2033.8333333333333,9.758333333333333,84.9,12353.0,40.3,0.145,0.209,2.7,0.06401773740602118,0.0,3526.67,20.22786367876779,0.04538559037278793
2018,SANBLASCANILLEJAS,2489.5833333333335,11.416666666666666,84.7,14100.0,42.6,0.175,0.179,2.6,0.057443199781258274,10.0,2229.24,69.99874396655363,0.07174193895677451
2018,BARAJAS,2940.0,11.566666666666668,86.1,18514.0,41.1,0.17600000000000002,0.205,2.7,0.03793799661326039,0.0,4171.65,11.655100499802238,0.02343676962353026
2019,CENTRO,5024.0,16.308333333333334,84.6,18789.0,43.5,0.158,0.087,2.0,0.054725517451025094,46.0,522.82,260.07230021804827,0.06264106193336139
2019,ARGANZUELA,4059.1666666666665,15.883333333333333,86.3,19088.0,44.1,0.19399999999999998,0.138,2.4,0.04306614331592435,4.0,646.22,238.51784222091547,0.1365633994614837
2019,RETIRO,4602.25,16.391666666666666,86.5,23262.0,46.6,0.259,0.139,2.4,0.03396289489217307,1.0,546.62,217.98873074530752,0.06516409937433683
2019,SALAMANCA,5840.25,18.974999999999998,86.2,25770.0,45.6,0.23600000000000002,0.126,2.3,0.03196157753636649,8.0,539.24,269.54417328091387,0.05722869223351383
2019,CHAMARTIN,5051.416666666667,16.375,86.7,27634.0,44.8,0.231,0.153,2.5,0.03083426753140166,7.0,917.55,158.46656857936898,0.05888507438286742
2019,TETUAN,3703.0,16.058333333333334,85.5,16354.0,43.6,0.192,0.129,2.4,0.05005803677698921,5.0,537.47,294.40340856233837,0.11915083632574842
2019,CHAMBERI,5290.583333333333,18.175,86.0,24881.0,45.6,0.237,0.121,2.2,0.033459331066579855,5.0,467.92,295.4137459394768,0.02175585570182937
2019,FUENCARRALELPARDO,3439.5833333333335,12.683333333333332,85.6,20105.0,42.4,0.20800000000000002,0.19699999999999998,2.7,0.03591507363612442,0.0,23783.84,10.332982394768885,0.014479579411903207
2019,MONCLOAARAVACA,3918.6666666666665,14.875,85.6,24025.0,43.9,0.215,0.165,2.6,0.03399483308963772,12.0,4653.11,25.42750977303352,0.04265964054148731
2019,LATINA,2295.5,12.483333333333334,85.2,13179.0,46.1,0.24600000000000002,0.138,2.5,0.05393345301611802,1.0,2542.72,93.76101182985151,0.10877328215454317
2019,CARABANCHEL,2180.4166666666665,12.183333333333332,85.4,11679.0,42.9,0.188,0.163,2.6,0.062026189962258726,1.0,1404.83,181.3778179566211,0.16386324323939552
2019,USERA,2036.5,12.1,84.9,10211.0,41.9,0.16899999999999998,0.171,2.8,0.06694019421650482,1.0,777.77,179.40393689651182,0.21677359630739165
2019,PUENTEDEVALLECAS,1920.8333333333333,12.408333333333333,84.5,10402.0,42.8,0.177,0.155,2.6,0.07479827575735748,2.0,1496.86,157.66805178841042,0.1797028446214075
2019,MORATALAZ,2540.5833333333335,11.541666666666666,86.1,15101.0,47.2,0.259,0.134,2.5,0.05201147601111629,0.0,610.32,154.86302267662865,0.19126032245379473
2019,CIUDADLINEAL,3062.25,13.708333333333334,86.6,16349.0,45.4,0.228,0.142,2.5,0.04745740395099144,0.0,1142.57,189.44309757826656,0.11127545795881216
2019,HORTALEZA,3704.0833333333335,12.549999999999999,85.9,20044.0,41.7,0.183,0.198,2.7,0.040125719952302887,0.0,2762.61,69.11109421887274,0.11301269451714138
2019,VILLAVERDE,1710.0,11.216666666666667,84.7,10540.0,41.6,0.171,0.183,2.8,0.06910636127616823,1.0,2018.76,75.11095920267887,0.10653569517921892
2019,VILLADEVALLECAS,2404.5833333333335,11.358333333333334,84.3,12976.0,38.5,0.125,0.20800000000000002,2.6,0.06281526292670127,0.0,5146.72,21.968749028507474,0.05397612459974508
2019,VICALVARO,2256.25,10.983333333333334,84.7,12916.0,40.5,0.14400000000000002,0.204,2.7,0.06030398781677746,0.0,3526.67,20.72947000995273,0.04538559037278793
2019,SANBLASCANILLEJAS,2524.3333333333335,12.058333333333332,84.8,14545.0,42.7,0.17300000000000001,0.17300000000000001,2.6,0.05393095527546291,10.0,2229.24,71.21575065941757,0.07174193895677451
2019,BARAJAS,3161.0833333333335,11.833333333333334,85.8,19026.0,41.3,0.177,0.20199999999999999,2.7,0.036659614480488954,0.0,4171.65,11.896971222417989,0.02343676962353026
