Ano,Distrito,Precio_venta,Precio_alquiler,Esperanza_vida,Renta_media_persona,Edad_media,Poblacion,Mayores_65anos%,Menores_18anos%,Tamano_vivienda_personas,Paro_registrado%,Apartamentos_turisticos
2012,CHAMARTIN,4217.0,12.941666666666668,84.3,,,,,,,,
2012,TETUAN,2984.75,12.133333333333333,83.6,,,,,,,,
2012,CHAMBERI,4000.0,13.950000000000001,84.4,,,,,,,,
2012,FUENCARRALELPARDO,3084.8333333333335,10.358333333333333,84.0,,,,,,,,
2012,MONCLOAARAVACA,3333.0,11.566666666666668,83.7,,,,,,,,
2012,LATINA,2040.5833333333333,9.258333333333333,84.4,,,,,,,,
2012,CARABANCHEL,2058.1666666666665,9.450000000000001,83.4,,,,,,,,
2012,USERA,1921.25,8.941666666666666,82.9,,,,,,,,
2012,PUENTEDEVALLECAS,1747.5,9.408333333333333,83.0,,,,,,,,
2012,MORATALAZ,2198.0833333333335,8.941666666666666,83.9,,,,,,,,
2012,CIUDADLINEAL,2828.0,10.825000000000001,84.6,,,,,,,,
2012,HORTALEZA,3186.3333333333335,11.016666666666666,84.1,,,,,,,,
2012,VILLAVERDE,1728.3333333333333,8.549999999999999,83.3,,,,,,,,
2012,VILLADEVALLECAS,2342.9166666666665,9.308333333333332,83.2,,,,,,,,
2012,VICALVARO,2165.6666666666665,8.608333333333333,84.4,,,,,,,,
2012,SANBLASCANILLEJAS,2429.6666666666665,9.958333333333334,83.2,,,,,,,,
2012,BARAJAS,2957.0833333333335,10.316666666666666,84.2,,,,,,,,
2013,CENTRO,3289.8333333333335,13.408333333333333,83.4,,,,,,,,
2013,ARGANZUELA,2777.5833333333335,11.174999999999999,85.8,,,,,,,,
2013,RETIRO,3275.0,11.683333333333332,85.2,,,,,,,,
2013,SALAMANCA,4073.9166666666665,13.625,85.1,,,,,,,,
2013,CHAMARTIN,3954.9166666666665,12.299999999999999,85.0,,,,,,,,
2013,TETUAN,2706.0833333333335,11.450000000000001,84.4,,,,,,,,
2013,CHAMBERI,3707.3333333333335,13.366666666666667,84.5,,,,,,,,
2013,FUENCARRALELPARDO,2854.75,10.041666666666666,84.4,,,,,,,,
2013,MONCLOAARAVACA,3082.25,10.975,84.2,,,,,,,,
2013,LATINA,1807.8333333333333,8.683333333333334,84.6,,,,,,,,
2013,CARABANCHEL,1808.0,8.816666666666666,84.2,,,,,,,,
2013,USERA,1672.75,8.466666666666667,83.5,,,,,,,,
2013,PUENTEDEVALLECAS,1458.25,8.758333333333333,83.5,,,,,,,,
2013,MORATALAZ,1945.0,8.424999999999999,84.5,,,,,,,,
2013,CIUDADLINEAL,2495.5833333333335,10.141666666666667,85.0,,,,,,,,
2013,HORTALEZA,2920.5,10.466666666666667,85.1,,,,,,,,
2013,VILLAVERDE,1443.8333333333333,7.858333333333333,83.6,,,,,,,,
2013,VILLADEVALLECAS,2091.6666666666665,8.841666666666667,83.5,,,,,,,,
2013,VICALVARO,1877.8333333333333,8.216666666666667,84.2,,,,,,,,
2013,SANBLASCANILLEJAS,2133.9166666666665,9.333333333333334,83.7,,,,,,,,
2013,BARAJAS,2672.4166666666665,9.791666666666666,84.5,,,,,,,,
2014,CENTRO,3278.0,13.491666666666667,83.3,,,,,,,,
2014,ARGANZUELA,2684.3333333333335,11.058333333333332,85.9,,,,,,,,
2014,RETIRO,3161.0833333333335,11.808333333333332,85.3,,,,,,,,
2014,SALAMANCA,4083.9166666666665,13.733333333333334,85.2,,,,,,,,
2014,CHAMARTIN,3881.6666666666665,12.350000000000001,85.1,,,,,,,,
2014,TETUAN,2585.1666666666665,11.25,84.4,,,,,,,,
2014,CHAMBERI,3585.75,13.366666666666667,84.5,,,,,,,,
2014,FUENCARRALELPARDO,2750.5833333333335,9.941666666666666,84.6,,,,,,,,
2014,MONCLOAARAVACA,3017.9166666666665,11.166666666666666,84.4,,,,,,,,
2014,LATINA,1617.4166666666667,8.483333333333333,84.6,,,,,,,,
2014,CARABANCHEL,1651.9166666666667,8.366666666666667,84.2,,,,,,,,
2014,USERA,1500.5,8.283333333333333,83.5,,,,,,,,
2014,PUENTEDEVALLECAS,1341.25,8.291666666666666,83.6,,,,,,,,
2014,MORATALAZ,1914.1666666666667,8.174999999999999,84.7,,,,,,,,
2014,CIUDADLINEAL,2454.25,10.0,85.1,,,,,,,,
2014,HORTALEZA,2820.4166666666665,10.3,85.3,,,,,,,,
2014,VILLAVERDE,1246.75,7.533333333333334,83.8,,,,,,,,
2014,VILLADEVALLECAS,1984.25,8.883333333333333,83.8,,,,,,,,
2014,VICALVARO,1711.5,8.066666666666666,84.5,,,,,,,,
2014,SANBLASCANILLEJAS,2095.25,8.941666666666666,83.8,,,,,,,,
2014,BARAJAS,2569.8333333333335,9.549999999999999,84.7,,,,,,,,
2015,CENTRO,3423.8333333333335,14.049999999999999,83.4,15512.0,43.4,129688.0,0.16399999999999998,0.09699999999999999,2.0,0.07641030781568071,33.0
2015,ARGANZUELA,2709.75,11.575000000000001,84.6,16855.0,43.4,150230.0,0.183,0.147,2.4,0.06207981095653332,3.0
2015,RETIRO,3312.0833333333335,12.233333333333334,85.2,20900.0,46.1,117739.0,0.247,0.14,2.5,0.045995804278956,1.0
2015,SALAMANCA,4243.333333333333,14.341666666666667,84.8,23009.0,45.8,141104.0,0.23800000000000002,0.128,2.3,0.0446851258646105,7.0
2015,CHAMARTIN,3992.5,12.641666666666666,84.7,24155.0,44.7,140224.0,0.22899999999999998,0.151,2.5,0.042656154914042295,6.0
2015,TETUAN,2584.25,11.666666666666666,83.6,14563.0,44.0,150220.0,0.201,0.133,2.3,0.0722135312652554,4.0
2015,CHAMBERI,3700.8333333333335,13.808333333333332,84.1,21558.0,45.9,134942.0,0.23800000000000002,0.12300000000000001,2.2,0.047520416178802746,3.0
2015,FUENCARRALELPARDO,2766.8333333333335,10.291666666666666,84.7,18109.0,42.0,231771.0,0.203,0.191,2.7,0.05084868253577885,0.0
2015,MONCLOAARAVACA,3043.6666666666665,11.758333333333333,84.8,21689.0,43.6,113608.0,0.212,0.16899999999999998,2.6,0.04676313874609769,10.0
2015,LATINA,1642.25,8.575,84.6,12057.0,45.9,231557.0,0.255,0.141,2.5,0.07623896779914521,1.0
2015,CARABANCHEL,1629.1666666666667,8.65,83.8,10758.0,42.9,237921.0,0.2,0.16699999999999998,2.6,0.08631611613378672,0.0
2015,USERA,1508.6666666666667,8.558333333333334,83.5,9276.0,41.8,131928.0,0.18,0.18,2.7,0.09210011016109798,0.0
2015,PUENTEDEVALLECAS,1318.25,8.475,82.6,9386.0,42.8,223885.0,0.187,0.162,2.6,0.10394882789527361,1.0
2015,MORATALAZ,1920.9166666666667,8.575,84.6,13714.0,46.4,93711.0,0.257,0.14400000000000002,2.5,0.07151597286693487,0.0
2015,CIUDADLINEAL,2432.5,10.308333333333334,84.8,14767.0,45.2,210053.0,0.23199999999999998,0.14800000000000002,2.5,0.06820104132449112,0.0
2015,HORTALEZA,2746.5833333333335,10.533333333333333,83.9,17662.0,41.5,175768.0,0.184,0.19399999999999998,2.6,0.05666370822144341,0.0
2015,VILLAVERDE,1355.3333333333333,7.741666666666667,83.0,9642.0,41.6,139544.0,0.183,0.18600000000000003,2.7,0.1004456181085058,0.0
2015,VILLADEVALLECAS,1897.75,8.783333333333333,83.5,11688.0,37.6,100775.0,0.11900000000000001,0.20800000000000002,2.5,0.08614156950301827,1.0
2015,VICALVARO,1647.3333333333333,8.341666666666667,84.9,11375.0,39.3,68994.0,0.145,0.222,2.7,0.0822064237469925,0.0
2015,SANBLASCANILLEJAS,2101.0,9.633333333333333,83.8,13171.0,42.1,151572.0,0.177,0.187,2.6,0.0761491788281037,14.0
2015,BARAJAS,2582.8333333333335,9.625,83.5,17257.0,40.5,45951.0,0.168,0.20199999999999999,2.7,0.05357155810900016,0.0
2016,CENTRO,3666.3333333333335,15.666666666666666,83.7,16147.0,43.7,127543.0,0.165,0.098,2.0,0.07219852651001361,38.0
2016,ARGANZUELA,2835.0,12.299999999999999,85.6,17306.0,43.6,150474.0,0.18600000000000003,0.147,2.4,0.056433891126263236,3.0
2016,RETIRO,3395.75,13.216666666666667,85.7,21504.0,46.3,117424.0,0.252,0.141,2.4,0.04200305445791888,1.0
2016,SALAMANCA,4373.25,15.383333333333333,85.8,24433.0,45.9,140271.0,0.24,0.131,2.3,0.041439427964440265,7.0
2016,CHAMARTIN,4189.0,13.483333333333334,85.7,25969.0,44.8,140529.0,0.23,0.154,2.5,0.03978834736365211,6.0
2016,TETUAN,2690.4166666666665,12.716666666666667,85.1,14970.0,43.9,151300.0,0.19899999999999998,0.135,2.3,0.06581515752368364,4.0
2016,CHAMBERI,3926.25,15.016666666666666,85.4,22499.0,45.9,134308.0,0.239,0.125,2.2,0.04351875291618271,3.0
2016,FUENCARRALELPARDO,2798.0,10.700000000000001,85.2,18573.0,42.1,234623.0,0.205,0.195,2.7,0.04600216801705999,0.0
2016,MONCLOAARAVACA,3150.3333333333335,12.233333333333334,84.8,22152.0,43.8,113340.0,0.215,0.17,2.5,0.043168784189165345,10.0
2016,LATINA,1741.1666666666667,9.066666666666666,85.5,12232.0,46.1,230933.0,0.254,0.142,2.5,0.07024223476073146,1.0
2016,CARABANCHEL,1617.0833333333333,9.15,84.4,10872.0,43.0,239807.0,0.198,0.16899999999999998,2.6,0.07941177697064723,0.0
2016,USERA,1507.5833333333333,9.049999999999999,83.9,9395.0,41.9,132756.0,0.177,0.18,2.7,0.08358630369499935,0.0
2016,PUENTEDEVALLECAS,1345.3333333333333,9.033333333333333,83.2,9545.0,42.8,224737.0,0.185,0.162,2.6,0.09576415988466519,1.0
2016,MORATALAZ,1984.8333333333333,8.958333333333334,84.6,13944.0,46.7,93308.0,0.259,0.14300000000000002,2.5,0.06497745816721683,0.0
2016,CIUDADLINEAL,2429.8333333333335,10.891666666666666,85.6,15048.0,45.3,209814.0,0.233,0.14800000000000002,2.5,0.062241239065712176,0.0
2016,HORTALEZA,2879.9166666666665,10.791666666666666,85.3,18277.0,41.6,178161.0,0.185,0.196,2.6,0.05200025070956419,1.0
2016,VILLAVERDE,1385.5833333333333,8.049999999999999,84.5,9756.0,41.7,141016.0,0.182,0.188,2.7,0.09061264915565137,1.0
2016,VILLADEVALLECAS,1866.4166666666667,9.158333333333333,84.4,11925.0,37.8,103149.0,0.12,0.21100000000000002,2.6,0.07803194084932154,1.0
2016,VICALVARO,1696.75,8.825000000000001,84.0,11695.0,39.6,69359.0,0.146,0.22,2.7,0.0747800093234716,0.0
2016,SANBLASCANILLEJAS,2118.0,9.783333333333333,84.4,13404.0,42.3,152495.0,0.177,0.18600000000000003,2.6,0.07022689268500606,10.0
2016,BARAJAS,2588.8333333333335,9.958333333333334,84.7,17641.0,40.7,46532.0,0.171,0.205,2.7,0.04815861486002464,0.0
2017,CENTRO,4135.583333333333,17.466666666666665,83.7,16711.0,43.7,128525.0,0.16399999999999998,0.094,1.9,0.06540685988458794,41.0
2017,ARGANZUELA,3186.0,13.666666666666666,84.8,17738.0,43.8,151527.0,0.18899999999999997,0.145,2.4,0.050521249238309564,4.0
2017,RETIRO,3689.5,14.299999999999999,85.8,21598.0,46.4,117943.0,0.255,0.141,2.4,0.03847479997399874,1.0
2017,SALAMANCA,4759.583333333333,17.033333333333335,85.4,24683.0,45.7,142606.0,0.23800000000000002,0.129,2.3,0.03758373887961704,8.0
2017,CHAMARTIN,4443.0,14.758333333333333,85.5,26267.0,44.7,142470.0,0.23,0.154,2.5,0.03583093516763763,7.0
2017,TETUAN,2944.1666666666665,14.075000000000001,84.2,15180.0,43.8,153420.0,0.19699999999999998,0.134,2.3,0.05957013427193326,4.0
2017,CHAMBERI,4416.833333333333,16.091666666666665,85.2,22897.0,45.8,135571.0,0.239,0.124,2.2,0.038948226390599756,4.0
2017,FUENCARRALELPARDO,2998.5,11.491666666666667,85.1,18661.0,42.2,239009.0,0.205,0.19699999999999998,2.7,0.041390700768590305,0.0
2017,MONCLOAARAVACA,3401.6666666666665,13.174999999999999,84.7,22792.0,43.9,114755.0,0.21600000000000003,0.16899999999999998,2.5,0.03894093213077136,11.0
2017,LATINA,1860.4166666666667,10.033333333333333,84.6,12370.0,46.1,232815.0,0.252,0.141,2.5,0.06288540973161809,1.0
2017,CARABANCHEL,1764.5,9.966666666666667,85.0,10988.0,42.9,244103.0,0.195,0.16699999999999998,2.6,0.0709434132312999,0.0
2017,USERA,1607.4166666666667,9.733333333333333,84.1,9552.0,41.9,134598.0,0.175,0.17800000000000002,2.7,0.07538125876065518,0.0
2017,PUENTEDEVALLECAS,1441.5833333333333,9.941666666666666,83.3,9706.0,42.9,227318.0,0.183,0.159,2.6,0.08672909023189247,1.0
2017,MORATALAZ,2109.9166666666665,9.616666666666667,85.5,14135.0,46.9,93440.0,0.26,0.14,2.5,0.06019995005707762,0.0
2017,CIUDADLINEAL,2519.3333333333335,11.966666666666667,85.2,15111.0,45.4,211723.0,0.231,0.146,2.5,0.05561118379517892,0.0
2017,HORTALEZA,3052.0833333333335,11.516666666666666,85.1,18620.0,41.7,181525.0,0.185,0.19699999999999998,2.6,0.0472611669650645,0.0
2017,VILLAVERDE,1436.25,8.65,84.8,9875.0,41.7,143702.0,0.179,0.187,2.7,0.08157738468033385,1.0
2017,VILLADEVALLECAS,1972.75,9.866666666666665,84.1,12114.0,38.0,106479.0,0.122,0.21100000000000002,2.6,0.07116504975942048,1.0
2017,VICALVARO,1695.25,9.358333333333333,84.2,11941.0,40.0,70262.0,0.146,0.214,2.7,0.0698789293406583,0.0
2017,SANBLASCANILLEJAS,2270.8333333333335,10.625,84.1,13559.0,42.5,154112.0,0.17600000000000002,0.182,2.6,0.06369069248338871,10.0
2017,BARAJAS,2685.8333333333335,10.975,86.5,17807.0,40.9,47488.0,0.175,0.20600000000000002,2.7,0.04296173068283918,0.0
2018,CENTRO,4874.083333333333,18.416666666666668,84.5,17932.0,43.6,131320.0,0.161,0.092,2.0,0.05910561985988425,41.0
2018,ARGANZUELA,3844.8333333333335,14.666666666666666,85.6,18473.0,44.0,152562.0,0.191,0.141,2.4,0.045520291204013234,4.0
2018,RETIRO,4405.833333333333,15.65,86.0,22706.0,46.5,118369.0,0.257,0.14,2.4,0.03587369440760109,1.0
2018,SALAMANCA,5539.666666666667,18.408333333333335,85.9,26255.0,45.7,143942.0,0.237,0.128,2.3,0.03422906448430618,8.0
2018,CHAMARTIN,4975.666666666667,15.800000000000002,86.1,28190.0,44.8,143849.0,0.23,0.154,2.5,0.032575826039805626,7.0
2018,TETUAN,3433.0833333333335,15.075000000000001,84.8,15742.0,43.7,155392.0,0.19399999999999998,0.131,2.4,0.05302986425727622,4.0
2018,CHAMBERI,5142.0,17.599999999999998,85.2,24112.0,45.7,136855.0,0.23800000000000002,0.12300000000000001,2.2,0.03600160754082788,5.0
2018,FUENCARRALELPARDO,3248.8333333333335,12.083333333333334,85.4,19551.0,42.3,242278.0,0.20600000000000002,0.198,2.7,0.037651306900887964,0.0
2018,MONCLOAARAVACA,3765.25,14.191666666666668,86.1,24686.0,43.9,116367.0,0.21600000000000003,0.168,2.6,0.03621015121698305,12.0
2018,LATINA,2157.9166666666665,10.958333333333334,85.5,12749.0,46.1,235357.0,0.25,0.14,2.5,0.057484303986426295,1.0
2018,CARABANCHEL,2008.0,11.125,84.8,11327.0,42.9,248602.0,0.192,0.165,2.6,0.06556631349171232,0.0
2018,USERA,1861.3333333333333,10.766666666666666,84.4,9860.0,41.9,136850.0,0.172,0.17600000000000002,2.8,0.0697978321763488,0.0
2018,PUENTEDEVALLECAS,1732.25,11.049999999999999,83.9,10045.0,42.8,231181.0,0.18,0.157,2.6,0.07985481794207425,2.0
2018,MORATALAZ,2345.4166666666665,10.208333333333334,85.3,14637.0,47.1,93668.0,0.26,0.13699999999999998,2.5,0.05615044625699278,0.0
2018,CIUDADLINEAL,2829.0,13.116666666666667,85.8,15815.0,45.4,213439.0,0.22899999999999998,0.14400000000000002,2.5,0.05033210113115848,0.0
2018,HORTALEZA,3528.25,13.025,85.5,19759.0,41.6,186168.0,0.184,0.19899999999999998,2.7,0.04273290791113403,0.0
2018,VILLAVERDE,1584.8333333333333,9.75,84.8,10164.0,41.7,146863.0,0.175,0.18600000000000003,2.8,0.07463872225588927,1.0
2018,VILLADEVALLECAS,2192.25,10.658333333333333,83.9,12545.0,38.3,109275.0,0.12300000000000001,0.21,2.6,0.06592389232059788,0.0
2018,VICALVARO,2033.8333333333333,9.758333333333333,84.9,12353.0,40.3,71337.0,0.145,0.209,2.7,0.06401773740602118,0.0
2018,SANBLASCANILLEJAS,2489.5833333333335,11.416666666666666,84.7,14100.0,42.6,156044.0,0.175,0.179,2.6,0.057443199781258274,10.0
2018,BARAJAS,2940.0,11.566666666666668,86.1,18514.0,41.1,48621.0,0.17600000000000002,0.205,2.7,0.03793799661326039,0.0
2019,CENTRO,5024.0,16.308333333333334,84.6,18789.0,43.5,135971.0,0.158,0.087,2.0,0.054725517451025094,46.0
2019,ARGANZUELA,4059.1666666666665,15.883333333333333,86.3,19088.0,44.1,154135.0,0.19399999999999998,0.138,2.4,0.04306614331592435,4.0
2019,RETIRO,4602.25,16.391666666666666,86.5,23262.0,46.6,119157.0,0.259,0.139,2.4,0.03396289489217307,1.0
2019,SALAMANCA,5840.25,18.974999999999998,86.2,25770.0,45.6,145349.0,0.23600000000000002,0.126,2.3,0.03196157753636649,8.0
2019,CHAMARTIN,5051.416666666667,16.375,86.7,27634.0,44.8,145401.0,0.231,0.153,2.5,0.03083426753140166,7.0
2019,TETUAN,3703.0,16.058333333333334,85.5,16354.0,43.6,158233.0,0.192,0.129,2.4,0.05005803677698921,5.0
2019,CHAMBERI,5290.583333333333,18.175,86.0,24881.0,45.6,138230.0,0.237,0.121,2.2,0.033459331066579855,5.0
2019,FUENCARRALELPARDO,3439.5833333333335,12.683333333333332,85.6,20105.0,42.4,245758.0,0.20800000000000002,0.19699999999999998,2.7,0.03591507363612442,0.0
2019,MONCLOAARAVACA,3918.6666666666665,14.875,85.6,24025.0,43.9,118317.0,0.215,0.165,2.6,0.03399483308963772,12.0
2019,LATINA,2295.5,12.483333333333334,85.2,13179.0,46.1,238408.0,0.24600000000000002,0.138,2.5,0.05393345301611802,1.0
2019,CARABANCHEL,2180.4166666666665,12.183333333333332,85.4,11679.0,42.9,254805.0,0.188,0.163,2.6,0.062026189962258726,1.0
2019,USERA,2036.5,12.1,84.9,10211.0,41.9,139535.0,0.16899999999999998,0.171,2.8,0.06694019421650482,1.0
2019,PUENTEDEVALLECAS,1920.8333333333333,12.408333333333333,84.5,10402.0,42.8,236007.0,0.177,0.155,2.6,0.07479827575735748,2.0
2019,MORATALAZ,2540.5833333333335,11.541666666666666,86.1,15101.0,47.2,94516.0,0.259,0.134,2.5,0.05201147601111629,0.0
2019,CIUDADLINEAL,3062.25,13.708333333333334,86.6,16349.0,45.4,216452.0,0.228,0.142,2.5,0.04745740395099144,0.0
2019,HORTALEZA,3704.0833333333335,12.549999999999999,85.9,20044.0,41.7,190927.0,0.183,0.198,2.7,0.040125719952302887,0.0
2019,VILLAVERDE,1710.0,11.216666666666667,84.7,10540.0,41.6,151631.0,0.171,0.183,2.8,0.06910636127616823,1.0
2019,VILLADEVALLECAS,2404.5833333333335,11.358333333333334,84.3,12976.0,38.5,113067.0,0.125,0.20800000000000002,2.6,0.06281526292670127,0.0
2019,VICALVARO,2256.25,10.983333333333334,84.7,12916.0,40.5,73106.0,0.14400000000000002,0.204,2.7,0.06030398781677746,0.0
2019,SANBLASCANILLEJAS,2524.3333333333335,12.058333333333332,84.8,14545.0,42.7,158757.0,0.17300000000000001,0.17300000000000001,2.6,0.05393095527546291,10.0
2019,BARAJAS,3161.0833333333335,11.833333333333334,85.8,19026.0,41.3,49630.0,0.177,0.20199999999999999,2.7,0.036659614480488954,0.0
2020,CENTRO,4994.833333333333,16.666666666666668,82.7,18314.0,43.5,135719.0,0.158,0.085,2.0,0.07105060210189189,48.0
2020,ARGANZUELA,3918.1666666666665,15.591666666666667,82.4,19284.0,44.4,152140.0,0.198,0.136,2.3,0.053115003724639585,4.0
2020,RETIRO,4541.666666666667,15.975,83.5,23227.0,46.8,117141.0,0.263,0.13699999999999998,2.4,0.04029901287052925,1.0
2020,SALAMANCA,5849.5,18.325,83.8,25932.0,45.8,142362.0,0.23800000000000002,0.126,2.3,0.039560533475693424,8.0
2020,CHAMARTIN,5090.416666666667,16.166666666666668,83.0,27719.0,45.0,143112.0,0.233,0.153,2.5,0.03824044571151732,6.0
2020,TETUAN,3676.6666666666665,15.833333333333334,81.5,16336.0,43.7,155720.0,0.192,0.128,2.3,0.06187976282215943,4.0
2020,CHAMBERI,5356.25,17.7,83.7,24913.0,45.8,135437.0,0.24100000000000002,0.12,2.2,0.04162759561025914,5.0
2020,FUENCARRALELPARDO,3525.8333333333335,12.725,82.7,20217.0,42.7,243027.0,0.21100000000000002,0.19699999999999998,2.7,0.04216335359171341,0.0
2020,MONCLOAARAVACA,3915.25,14.908333333333333,82.6,24138.0,44.1,117074.0,0.218,0.16399999999999998,2.5,0.04158836861016679,12.0
2020,LATINA,2295.5,12.508333333333333,82.4,13261.0,46.2,235347.0,0.245,0.13699999999999998,2.5,0.06582903825698508,1.0
2020,CARABANCHEL,2169.0,12.225,81.6,11713.0,43.1,251746.0,0.187,0.16,2.6,0.07542125793458486,3.0
2020,USERA,1991.6666666666667,12.016666666666666,81.5,10239.0,42.1,138480.0,0.16699999999999998,0.16899999999999998,2.8,0.08177474484883497,0.0
2020,PUENTEDEVALLECAS,1920.1666666666667,12.458333333333334,80.5,10445.0,43.0,233113.0,0.177,0.153,2.6,0.08816897098545912,2.0
2020,MORATALAZ,2485.0833333333335,11.616666666666667,82.5,15294.0,47.5,92584.0,0.261,0.132,2.5,0.062213773438175066,0.0
2020,CIUDADLINEAL,2975.0833333333335,13.6,82.9,16436.0,45.6,212797.0,0.22899999999999998,0.14,2.5,0.05809292424235304,0.0
2020,HORTALEZA,3683.0,12.799999999999999,83.3,19890.0,42.0,190155.0,0.185,0.19699999999999998,2.6,0.0485524966474718,0.0
2020,VILLAVERDE,1718.3333333333333,10.958333333333334,81.8,10591.0,41.8,151168.0,0.16899999999999998,0.18,2.8,0.08504996648320633,1.0
2020,VILLADEVALLECAS,2402.0833333333335,11.475,80.6,13099.0,38.8,113019.0,0.126,0.20600000000000002,2.6,0.07360340591699921,0.0
2020,VICALVARO,2327.0,10.716666666666667,81.9,13123.0,40.7,74158.0,0.142,0.2,2.7,0.06900019777591988,0.0
2020,SANBLASCANILLEJAS,2511.25,12.116666666666667,82.2,14537.0,43.0,157175.0,0.174,0.168,2.6,0.0648698372302635,10.0
2020,BARAJAS,3172.9166666666665,11.666666666666666,83.6,19138.0,41.7,49524.0,0.17800000000000002,0.2,2.6,0.04554862288991196,0.0
2021,CENTRO,4729.25,16.641666666666666,83.6,19199.0,43.6,135112.0,0.159,0.083,1.9,0.07114961414727534,55.0
2021,ARGANZUELA,4063.5,14.366666666666667,85.1,20103.0,44.7,151043.0,0.204,0.133,2.3,0.052216366641728955,4.0
2021,RETIRO,4619.75,14.883333333333333,85.4,23925.0,47.0,116456.0,0.266,0.136,2.4,0.04094464862265577,2.0
2021,SALAMANCA,5876.0,17.0,85.6,25956.0,45.8,142553.0,0.239,0.124,2.3,0.04021019082960957,9.0
2021,CHAMARTIN,5179.583333333333,15.200000000000001,85.8,28233.0,45.2,142015.0,0.23600000000000002,0.151,2.4,0.03873769202783743,7.0
2021,TETUAN,3781.4166666666665,14.616666666666667,85.1,17026.0,43.9,154775.0,0.19399999999999998,0.127,2.3,0.06416303235880041,5.0
2021,CHAMBERI,5176.416666666667,16.533333333333335,85.3,25275.0,45.9,134518.0,0.242,0.11900000000000001,2.2,0.04181658464542539,5.0
2021,FUENCARRALELPARDO,3679.5833333333335,12.166666666666666,85.9,20671.0,43.0,242239.0,0.214,0.195,2.6,0.04381760712904748,0.0
2021,MONCLOAARAVACA,3965.9166666666665,14.216666666666667,85.2,24659.0,44.3,117188.0,0.22,0.162,2.5,0.04221848653445745,12.0
2021,LATINA,2403.8333333333335,11.691666666666668,85.3,13719.0,46.4,233659.0,0.245,0.135,2.4,0.06877864751625232,1.0
2021,CARABANCHEL,2137.8333333333335,11.508333333333333,85.1,12275.0,43.3,250291.0,0.188,0.158,2.6,0.0779316209265748,3.0
2021,USERA,1990.1666666666667,11.216666666666667,84.4,10797.0,42.3,137816.0,0.16899999999999998,0.16699999999999998,2.7,0.08566675857665293,0.0
2021,PUENTEDEVALLECAS,1908.5833333333333,11.791666666666666,83.7,10941.0,43.2,231333.0,0.179,0.152,2.6,0.09166908021481299,3.0
2021,MORATALAZ,2496.5,10.933333333333332,84.5,15667.0,47.8,91421.0,0.263,0.129,2.4,0.0648027623120873,0.0
2021,CIUDADLINEAL,2924.0833333333335,12.775,85.3,16890.0,45.9,210808.0,0.231,0.13699999999999998,2.4,0.06004357835882256,2.0
2021,HORTALEZA,3689.9166666666665,12.483333333333334,85.6,20500.0,42.2,192353.0,0.18600000000000003,0.196,2.6,0.04922850176498417,1.0
2021,VILLAVERDE,1888.0833333333333,10.575000000000001,84.1,11059.0,42.0,150813.0,0.16899999999999998,0.17800000000000002,2.7,0.08822017995796118,1.0
2021,VILLADEVALLECAS,2301.9166666666665,11.166666666666666,84.6,13605.0,39.2,113429.0,0.13,0.204,2.6,0.07389497688715703,0.0
2021,VICALVARO,2407.75,10.325000000000001,85.6,13849.0,40.6,78151.0,0.13699999999999998,0.196,2.7,0.06866088299147377,0.0
2021,SANBLASCANILLEJAS,2542.3333333333335,11.424999999999999,84.5,15115.0,43.3,156364.0,0.17600000000000002,0.16399999999999998,2.6,0.06827871718127787,12.0
